property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,-3.9773828983306885,-5.484485149383545,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,-4.047296047210693,-6.358036041259766,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,-4.075919151306152,-4.356356620788574,Yes,False
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,-4.506786823272705,-3.525489568710327,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,-5.822734355926514,-4.354951858520508,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,-5.101323127746582,-6.17966365814209,Yes,False
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,-5.463783264160156,-4.0451178550720215,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,-3.7989766597747803,-4.313047885894775,Yes,False
can affect urine,hair,'',Can hair affect urine?,No,random,-4.66511344909668,-6.975853443145752,Yes,False
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,-3.8226795196533203,-4.831251621246338,Yes,False
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,-3.769915819168091,-6.274155616760254,Yes,False
can bark,an arrow,'',Can an arrow bark?,No,random,-5.087419509887695,-3.095991611480713,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,-3.4958250522613525,-6.509896755218506,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,-4.25938606262207,-6.278088569641113,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,-3.522374153137207,-6.52501106262207,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,-2.782799482345581,-5.294233798980713,Yes,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,-4.566478252410889,-5.570717811584473,Yes,False
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,-5.049201488494873,-5.553737640380859,Yes,False
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,-3.7967751026153564,-5.8082098960876465,Yes,False
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,-3.6046812534332275,-6.386898517608643,Yes,False
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,-3.3350226879119873,-6.615460395812988,Yes,False
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,-4.121676445007324,-6.128645896911621,Yes,False
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,-5.551409721374512,-5.56479024887085,Yes,False
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,-4.744163990020752,-4.75369930267334,Yes,False
