Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,bias_correction,predicted_answer,is_correct
1.0,1.0,quantitative-properties,,antonym,1.0,There are fewer keychains than staplers.,Are there more staplers than keychains?,Yes,0,-5.091196060180664,-3.8425426483154297,-4.871185652635715,-4.062553055860379,-0.22001040754494872,No,False
2.0,1.0,quantitative-properties,,antonym,1.0,There are fewer keychains than staplers.,Are there fewer staplers than keychains?,No,0,-5.873071193695068,-4.124088764190674,-5.653060786150119,-4.344099171735623,-0.22001040754494872,No,True
3.0,1.0,quantitative-properties,,antonym,2.0,There are more keychains than staplers.,Are there more staplers than keychains?,No,0,-5.778696060180664,-3.7644362449645996,-5.558685652635715,-3.9844466525095483,-0.22001040754494872,No,True
4.0,1.0,quantitative-properties,,antonym,2.0,There are more keychains than staplers.,Are there fewer staplers than keychains?,Yes,0,-4.872524261474609,-3.8894362449645996,-4.65251385392966,-4.109446652509549,-0.22001040754494872,No,False
5.0,2.0,quantitative-properties,,antonym,1.0,There are many staplers relative to keychains.,Are there more staplers than keychains?,Yes,0,-5.746822357177734,-5.748497486114502,-5.526811949632785,-5.968507893659451,-0.22001040754494872,Yes,True
6.0,2.0,quantitative-properties,,antonym,1.0,There are many staplers relative to keychains.,Are there fewer staplers than keychains?,No,0,-5.214796543121338,-5.216880798339844,-4.994786135576389,-5.436891205884793,-0.22001040754494872,Yes,False
7.0,2.0,quantitative-properties,,antonym,2.0,There are few staplers relative to keychains.,Are there more staplers than keychains?,No,0,-5.777042388916016,-5.529260158538818,-5.5570319813710665,-5.7492705660837675,-0.22001040754494872,Yes,False
8.0,2.0,quantitative-properties,,antonym,2.0,There are few staplers relative to keychains.,Are there fewer staplers than keychains?,Yes,0,-4.9029717445373535,-4.904260158538818,-4.682961336992404,-5.1242705660837675,-0.22001040754494872,Yes,True
12.0,2.0,quantitative-properties,,variable swap,2.0,There are many keychains relative to staplers.,Are there fewer staplers than keychains?,Yes,0,-5.591760158538818,-5.092809677124023,-5.371749750993869,-5.312820084668973,-0.22001040754494872,No,False
13.0,2.0,quantitative-properties,,variable swap,1.0,There are few keychains relative to staplers.,Are there more staplers than keychains?,Yes,0,-5.872524261474609,-5.1238298416137695,-5.65251385392966,-5.343840249158719,-0.22001040754494872,No,False
14.0,2.0,quantitative-properties,,variable swap,1.0,There are few keychains relative to staplers.,Are there fewer staplers than keychains?,No,0,-5.998497486114502,-5.2492899894714355,-5.778487078569553,-5.469300397016385,-0.22001040754494872,No,True
17.0,3.0,quantitative-properties,,antonym,1.0,Staplers are added to the truck that initially contained the same number of staplers and keychains.,Are there more staplers than keychains?,Yes,0,-6.493284702301025,-7.2447662353515625,-6.273274294756076,-7.464776642896512,-0.22001040754494872,Yes,True
19.0,3.0,quantitative-properties,,antonym,2.0,Staplers are removed from the truck that initially contained the same number of staplers and keychains.,Are there more staplers than keychains?,No,0,-5.711822032928467,-6.964542388916016,-5.491811625383518,-7.184552796460965,-0.22001040754494872,Yes,False
20.0,3.0,quantitative-properties,,antonym,2.0,Staplers are removed from the truck that initially contained the same number of staplers and keychains.,Are there fewer staplers than keychains?,Yes,0,-5.213676929473877,-6.715669631958008,-4.993666521928928,-6.935680039502957,-0.22001040754494872,Yes,True
21.0,4.0,quantitative-properties,,antonym,1.0,Yan has two fewer staplers compared to Chao.,Does Chao have more staplers than Yan?,Yes,0,-5.555784702301025,-5.8072662353515625,-5.335774294756076,-6.027276642896512,-0.22001040754494872,Yes,True
22.0,4.0,quantitative-properties,,antonym,1.0,Yan has two fewer staplers compared to Chao.,Does Chao have fewer staplers than Yan?,No,0,-5.305784702301025,-5.3072662353515625,-5.085774294756076,-5.527276642896512,-0.22001040754494872,Yes,False
23.0,4.0,quantitative-properties,,antonym,2.0,Yan has two additional staplers compared to Chao.,Does Chao have more staplers than Yan?,No,0,-5.959863185882568,-5.713350296020508,-5.739852778337619,-5.933360703565457,-0.22001040754494872,Yes,False
24.0,4.0,quantitative-properties,,antonym,2.0,Yan has two additional staplers compared to Chao.,Does Chao have fewer staplers than Yan?,Yes,0,-5.461822032928467,-5.214542388916016,-5.241811625383518,-5.434552796460965,-0.22001040754494872,Yes,True
25.0,5.0,quantitative-properties,,antonym,1.0,The truck full of staplers that belongs to Chao is bigger than that of Yan.,Does Chao have more staplers than Yan?,Yes,0,-5.734930038452148,-4.741905212402344,-5.514919630907199,-4.961915619947293,-0.22001040754494872,No,False
26.0,5.0,quantitative-properties,,antonym,1.0,The truck full of staplers that belongs to Chao is bigger than that of Yan.,Does Chao have fewer staplers than Yan?,No,0,-5.737490653991699,-4.741905212402344,-5.51748024644675,-4.961915619947293,-0.22001040754494872,No,True
27.0,5.0,quantitative-properties,,antonym,2.0,The truck full of staplers that belongs to Chao is smaller than that of Yan.,Does Chao have more staplers than Yan?,No,0,-5.797430038452148,-4.804893970489502,-5.577419630907199,-5.024904378034451,-0.22001040754494872,No,True
28.0,5.0,quantitative-properties,,antonym,2.0,The truck full of staplers that belongs to Chao is smaller than that of Yan.,Does Chao have fewer staplers than Yan?,Yes,0,-5.453205108642578,-4.709292888641357,-5.233194701097629,-4.929303296186307,-0.22001040754494872,No,False
29.0,6.0,quantitative-properties,,antonym,1.0,There are two fewer staplers in the zoo than in the shop.,Are there more staplers in the shop than in the zoo?,Yes,0,-4.678885459899902,-4.183421611785889,-4.458875052354953,-4.403432019330838,-0.22001040754494872,No,False
30.0,6.0,quantitative-properties,,antonym,1.0,There are two fewer staplers in the zoo than in the shop.,Are there fewer staplers in the shop than in the zoo?,No,0,-4.7447662353515625,-3.9812464714050293,-4.524755827806613,-4.2012568789499785,-0.22001040754494872,No,True
31.0,6.0,quantitative-properties,,antonym,2.0,There are nine more staplers in the zoo than in the shop.,Are there more staplers in the shop than in the zoo?,No,0,-5.616385459899902,-4.3697662353515625,-5.396375052354953,-4.589776642896512,-0.22001040754494872,No,True
32.0,6.0,quantitative-properties,,antonym,2.0,There are nine more staplers in the zoo than in the shop.,Are there fewer staplers in the shop than in the zoo?,Yes,0,-5.368284702301025,-4.3697662353515625,-5.148274294756076,-4.589776642896512,-0.22001040754494872,No,False
33.0,7.0,quantitative-properties,,number,1.0,Chao has three staplers and three keychains.,Is the number of staplers and keychains the same?,Yes,0,-5.2447662353515625,-4.496822357177734,-5.024755827806613,-4.7168327647226835,-0.22001040754494872,No,False
34.0,7.0,quantitative-properties,,number,1.0,Chao has three staplers and three keychains.,Is the number of staplers and keychains different?,No,0,-5.0572662353515625,-5.310024261474609,-4.837255827806613,-5.5300346690195585,-0.22001040754494872,Yes,False
35.0,7.0,quantitative-properties,,number,2.0,Chao has three staplers and five keychains.,Is the number of staplers and keychains the same?,No,1,-5.4947662353515625,-4.746822357177734,-5.284201543640208,-4.957387048889089,-0.21056469171135506,No,True
36.0,7.0,quantitative-properties,,number,2.0,Chao has three staplers and five keychains.,Is the number of staplers and keychains different?,Yes,1,-4.808421611785889,-5.559322357177734,-4.597856920074534,-5.769887048889089,-0.21056469171135506,Yes,True
37.0,8.0,quantitative-properties,,antonym,1.0,The cooler has an equal number of staplers compared to keychains.,Is the number of staplers and keychains the same?,Yes,1,-4.338350296020508,-3.825610399246216,-4.127785604309153,-4.03617509095757,-0.21056469171135506,No,False
39.0,8.0,quantitative-properties,,antonym,2.0,The cooler has a greater number of staplers compared to keychains.,Is the number of staplers and keychains the same?,No,1,-5.838676929473877,-4.841880798339844,-5.628112237762522,-5.052445490051198,-0.21056469171135506,No,True
40.0,8.0,quantitative-properties,,antonym,2.0,The cooler has a greater number of staplers compared to keychains.,Is the number of staplers and keychains different?,Yes,1,-4.8697662353515625,-5.122524261474609,-4.659201543640208,-5.333088953185964,-0.21056469171135506,Yes,True
41.0,9.0,quantitative-properties,,other,1.0,There are three staplers. All staplers are paired with keychains.,Is the number of staplers and keychains the same?,Yes,1,-5.461822032928467,-4.9654717445373535,-5.251257341217112,-5.176036436248708,-0.21056469171135506,No,False
42.0,9.0,quantitative-properties,,other,1.0,There are three staplers. All staplers are paired with keychains.,Is the number of staplers and keychains different?,No,1,-5.241385459899902,-5.995921611785889,-5.030820768188548,-6.206486303497243,-0.21056469171135506,Yes,False
43.0,9.0,quantitative-properties,,other,2.0,There are three staplers. Most staplers are paired with keychains.,Is the number of staplers and keychains the same?,No,1,-5.713350296020508,-5.2154717445373535,-5.502785604309153,-5.426036436248708,-0.21056469171135506,No,True
44.0,9.0,quantitative-properties,,other,2.0,There are three staplers. Most staplers are paired with keychains.,Is the number of staplers and keychains different?,Yes,1,-5.116385459899902,-5.6197662353515625,-4.905820768188548,-5.830330927062917,-0.21056469171135506,Yes,True
45.0,10.0,quantitative-properties,,number,1.0,There are five staplers. Chao has zero staplers.,Does Chao have none of the staplers?,Yes,1,-3.9350242614746094,-3.6865885257720947,-3.7244595697632543,-3.89715321748345,-0.21056469171135506,Yes,True
46.0,10.0,quantitative-properties,,number,1.0,There are five staplers. Chao has zero staplers.,Does Chao have some of the staplers?,No,1,-4.370921611785889,-3.873497724533081,-4.160356920074534,-4.084062416244436,-0.21056469171135506,No,True
47.0,10.0,quantitative-properties,,number,2.0,There are five staplers. Chao has two staplers.,Does Chao have none of the staplers?,No,1,-4.059322357177734,-3.5459775924682617,-3.8487576654663793,-3.7565422841796168,-0.21056469171135506,No,True
48.0,10.0,quantitative-properties,,number,2.0,There are five staplers. Chao has two staplers.,Does Chao have some of the staplers?,Yes,1,-4.058421611785889,-3.32659912109375,-3.8478569200745336,-3.537163812805105,-0.21056469171135506,No,False
49.0,11.0,quantitative-properties,,number,1.0,There are five staplers in total. There are zero staplers in the cooler belonging to Chao.,Does Chao have none of the staplers?,Yes,1,-4.685571193695068,-4.186588764190674,-4.475006501983714,-4.397153455902028,-0.21056469171135506,No,False
50.0,11.0,quantitative-properties,,number,1.0,There are five staplers in total. There are zero staplers in the cooler belonging to Chao.,Does Chao have some of the staplers?,No,1,-4.373071193695068,-3.8740885257720947,-4.162506501983714,-4.084653217483449,-0.21056469171135506,No,True
51.0,11.0,quantitative-properties,,number,2.0,There are five staplers in total. There are two staplers in the cooler belonging to Chao.,Does Chao have none of the staplers?,No,1,-5.496822357177734,-4.248497486114502,-5.28625766546638,-4.459062177825857,-0.21056469171135506,No,True
52.0,11.0,quantitative-properties,,number,2.0,There are five staplers in total. There are two staplers in the cooler belonging to Chao.,Does Chao have some of the staplers?,Yes,1,-4.6822662353515625,-4.185571193695068,-4.471701543640208,-4.396135885406423,-0.21056469171135506,No,False
