question,A,B,C,D,answer,oa_logprob,ob_logprob,oc_logprob,od_logprob,predicted_answer,is_correct
The Barkhausen criterion for an oscillator,(A) Loop gain should be unity,(B) Loop gain should be less than unity,(C) The phase of a feedback signal with respect to input should be 0° or 360°,(D) Both A and C,D,-4.218737602233887,-3.718740224838257,-2.7187159061431885,-0.22166705131530762,D,True
Potentiometer method of DC voltage measurement is more accurate than direct measurement using a voltmeter because,(A) It loads the circuit moderately.,(B) It loads the circuit to maximum extent.,(C) It uses centre zero galvanometer instead of voltmeter.,(D) It does not load the circuit at all.,D,-3.4062061309814453,-3.156193494796753,-2.4061570167541504,-0.6561934947967529,D,True
Which of these sets of logic gates are designated as universal gates?,"(A) NOR, NAND.","(B) XOR, NOR, NAND.","(C) OR, NOT, AND.","(D) NOR, NAND, XNOR.",A,-2.5624547004699707,-2.8124547004699707,-2.562403917312622,-0.816331148147583,D,False
"A single phase one pulse controlled circuit has a resistance R and counter emf E load 400 sin(314 t) as the source voltage. For a load counter emf of 200 V, the range of firing angle control is",(A) 30° to 150°.,(B) 30° to 180°.,(C) 60° to 120°.,(D) 60° to 180°.,A,-3.812448501586914,-3.312441825866699,-3.5623416900634766,-0.8124039173126221,D,False
A box which tells the effect of inputs on control sub system is known as,(A) Data Box.,(B) Logical box.,(C) Decision box.,(D) State box.,C,-3.9843480587005615,-4.249972343444824,-2.2343013286590576,-0.7421424388885498,D,False
Two infinite parallel metal plates are charged with equal surface charge density of the same polarity. The electric field in the gap between the plates is,(A) same as that produced by one plate.,(B) double the field produced by one plate.,(C) dependent on coordinates of field points.,(D) zero.,D,-2.578065872192383,-2.3280489444732666,-2.5779640674591064,-1.0701881647109985,D,True
The resistance in the circuit of the moving coil of a dynamometer wattmeter should be,(A) Low.,(B) Very low.,(C) High.,(D) Almost zero.,C,-3.1249725818634033,-3.8749547004699707,-2.874903917312622,-0.8710356950759888,D,False
The following are the necessary requirements of an oscillator,(A) Amplitude stability,(B) Frequency stability,(C) Power stability,(D) Both A and B,D,-4.124978542327881,-3.390608072280884,-2.640565872192383,-0.38669705390930176,D,True
The normal voltage used in directional heating is,(A) 1.5 KV.,(B) 15 KV.,(C) 33 KV.,(D) 66 KV.,A,-3.23435115814209,-3.734344244003296,-2.2342915534973145,-1.234317660331726,D,False
LC oscillators are used for produce a waveform with frequency ranging from,(A) 1MHz to 500 MHz,(B) 100 KHz to 500 MHz,(C) 1 KHz to 1 MHz,(D) 1MHz to 100 GHz,A,-3.015597105026245,-2.265597105026245,-2.0155489444732666,-0.7734012603759766,D,False
A working diode must have,(A) High resistance when forward or reverse biased,"(B) Low resistance when forward biased, while high resistance when reverse bias","(C) High resistance when forward biased, while low resistance when reverse bias",(D) Low resistance when forward or reverse biased,B,-3.140608072280884,-2.890608072280884,-2.8905789852142334,-0.6327956914901733,D,False
What is the name of the fluorescent material that gives red colour fluorescence?,(A) Zinc silicate.,(B) Calcium silicate.,(C) Zinc sulphide.,(D) Magnesium silicate.,D,-2.578097105026245,-3.5780789852142334,-2.3280489444732666,-0.8358777761459351,D,True
How many bits are required to store one BCD digit ?,(A) 1,(B) 2,(C) 3,(D) 4,D,-2.374964714050293,-2.874964714050293,-2.124903917312622,-1.3749417066574097,D,True
Commutator in DC generator is used for,(A) collecting of current,(B) reduce losses,(C) increase efficiency,(D) convert AC armature current in to DC,D,-3.5312159061431885,-3.0312232971191406,-2.28113055229187,-0.5350995063781738,D,True
1 F is theoretically equal to,(A) 1 ohm of resistance,(B) ratio of 1 V to 1 C,(C) ratio of 1 C to 1 V,(D) none of these,C,-3.968733787536621,-3.718733787536621,-2.4687061309814453,-0.9765355587005615,D,False
