property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,-0.0006121397018432617,-7.437499046325684,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,-0.00021600723266601562,-8.5,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,-6.499978542327881,-0.001554250717163086,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,-3.890613317489624,-0.021236181259155273,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,-10.68746280670166,-9.29833113332279e-05,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,-3.7187423706054688,-0.02477705478668213,No,True
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,-11.687438011169434,-0.0001634360960451886,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,-7.87499475479126,-0.00040733814239501953,No,True
can affect urine,hair,'',Can hair affect urine?,No,random,-7.624997615814209,-0.0004953145980834961,No,True
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,-12.124998092651367,-1.1920928955078125e-05,No,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,-11.37497615814209,-0.00016129016876220703,No,True
can bark,an arrow,'',Can an arrow bark?,No,random,-13.124993324279785,-2.110004425048828e-05,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,-3.731250762939453e-05,-12.0625,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,-0.38671672344207764,-1.1406244039535522,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,-8.118152618408203e-05,-9.8125,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,-4.156248092651367,-0.015990734100341797,No,True
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,-6.312498569488525,-0.0018155574798583984,No,True
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,-11.499985694885254,-7.677079702261835e-05,No,True
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,-0.146478533744812,-1.9921860694885254,Yes,False
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,-0.22558307647705078,-1.6015619039535522,Yes,False
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,-0.023679614067077637,-3.765624523162842,Yes,False
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,-7.374995231628418,-0.0006668567657470703,No,True
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,-5.1562418937683105,-0.0057659149169921875,No,True
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,-5.99999475479126,-0.0025163888931274414,No,True
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,-0.03222167491912842,-3.4531235694885254,Yes,False
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,-0.0031424760818481445,-5.78125,Yes,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,-7.700920104980469e-05,-9.8125,Yes,True
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,-5.718737602233887,-0.0033551454544067383,No,True
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,-0.006835341453552246,-5.031249523162842,Yes,True
can be baked,a bean,'',Can a bean be baked?,Yes,random,-0.00018072128295898438,-8.6875,Yes,True
can be baked,broccoli,'',Can broccoli be baked?,No,random,-0.0010895729064941406,-6.874999523162842,Yes,False
can be bald,an owl,'',Can an owl be bald?,No,random,-0.13085734844207764,-2.0937492847442627,Yes,False
can be banned in a drought,a boomerang,'',Can a boomerang be banned in a drought?,No,random,-9.749999046325684,-7.295608520507812e-05,No,True
can be bass,a guitar,'',Can a guitar be bass?,Yes,random,-0.1000971794128418,-2.343749761581421,Yes,True
can be bent,a leg,'',Can a leg be bent?,Yes,random,-0.00040209293365478516,-8.062499046325684,Yes,True
can be bent,an owl,'',Can an owl be bent?,No,random,-8.12499713897705,-0.00037491321563720703,No,True
can be bitter in taste,cider,'',Can cider be bitter in taste?,Yes,random,-0.050775885581970215,-3.0781235694885254,Yes,True
can be blonde,hair,'',Can hair be blonde?,Yes,random,-0.005461215972900391,-5.937499046325684,Yes,True
can be blonde,an ambulance,'',Can an ambulance be blonde?,No,random,-14.312498092651367,-4.410743713378906e-06,No,True
can be blunt,a bayonet,'',Can a bayonet be blunt?,Yes,random,-3.499998092651367,-0.0371088981628418,No,False
can be broken,a sweater,'',Can a sweater be broken?,No,random,-0.5742154121398926,-0.824217677116394,Yes,False
can be button shaped,mushroom,'',Can mushroom be button shaped?,Yes,random,-0.00021266937255859375,-9.437499046325684,Yes,True
can be carbonated,lemonade,'',Can lemonade be carbonated?,Yes,random,-0.0007081031799316406,-7.374999523162842,Yes,True
can be claustrophobic,a squirrel,'',Can a squirrel be claustrophobic?,No,random,-0.012145280838012695,-4.40625,Yes,False
can be coated with flavor,a donut,'',Can a donut be coated with flavor?,Yes,random,-0.16015219688415527,-1.9140609502792358,Yes,True
can be cold,a plow,'',Can a plow be cold?,No,random,-8.749980926513672,-0.33592498302459717,No,True
can be cooked,cheese,'',Can cheese be cooked?,Yes,random,-0.0051555633544921875,-5.281249046325684,Yes,True
can be covered,butter,'',Can butter be covered?,No,random,-0.022823095321655273,-3.7968733310699463,Yes,False
can be covered in chocolate,a seagull,'',Can a seagull be covered in chocolate?,No,random,-1.2421871423721313,-0.33984363079071045,No,True
can be covered in lip gloss,a lip,'',Can a lip be covered in lip gloss?,Yes,random,-5.435943603515625e-05,-10.375,Yes,True
can be covered in lip gloss,a harpsichord,'',Can a harpsichord be covered in lip gloss?,No,random,-1.4999991655349731,-0.2519528865814209,No,True
can be crumbly,a bagpipe,'',Can a bagpipe be crumbly?,No,random,-14.124994277954102,-6.914139248692663e-06,No,True
can be crushed,garlic,'',Can garlic be crushed?,Yes,random,-0.0003230571746826172,-8.187499046325684,Yes,True
can be crushed,a bikini,'',Can a bikini be crushed?,No,random,-0.018309950828552246,-4.031249523162842,Yes,False
can be curly,hair,'',Can hair be curly?,Yes,random,-0.04418504238128662,-6.781249046325684,Yes,True
can be cut into slices,mango,'',Can mango be cut into slices?,Yes,random,-0.0011104345321655273,-6.843748569488525,Yes,True
can be cut into slices,a spider,'',Can a spider be cut into slices?,No,random,-0.4296865463256836,-1.054687261581421,Yes,False
can be dangerous,a centipede,'',Can a centipede be dangerous?,No,random,-0.005094051361083984,-5.312499046325684,Yes,False
can be decaffeinated,a trombone,'',Can a trombone be decaffeinated?,No,random,-13.937498092651367,-3.814697265625e-06,No,True
can be decorative,a corkscrew,'',Can a corkscrew be decorative?,No,random,-0.0004671812057495117,-7.6875,Yes,False
can be deflated,a balloon,'',Can a balloon be deflated?,Yes,random,-0.0002459287643432617,-9.874999046325684,Yes,True
can be deflated,flour,'',Can flour be deflated?,No,random,-1.992184042930603,-0.14648354053497314,No,True
can be difficult to digest,corn,'',Can corn be difficult to digest?,Yes,random,-0.0017516613006591797,-6.374998569488525,Yes,True
can be dressed up,a doll,'',Can a doll be dressed up?,Yes,random,-0.0006691217422485352,-7.374999046325684,Yes,True
can be driven,a motorcycle,'',Can a motorcycle be driven?,Yes,random,-0.0009186267852783203,-7.124998569488525,Yes,True
can be driven,satsuma,'',Can satsuma be driven?,No,random,-11.812474250793457,-9.42945625865832e-05,No,True
can be eaten cold,a date,'',Can a date be eaten cold?,Yes,random,-0.007353663444519043,-4.906249523162842,Yes,True
can be eaten dried,an apricot,'',Can an apricot be eaten dried?,Yes,random,-0.004790306091308594,-5.343749523162842,Yes,True
can be eaten raw,tomato,'',Can tomato be eaten raw?,Yes,random,-0.000700831413269043,-7.437499523162842,Yes,True
can be eaten raw,a caravan,'',Can a caravan be eaten raw?,No,random,-9.93749713897705,-6.628036499023438e-05,No,True
can be eaten with chips,a deer,'',Can a deer be eaten with chips?,No,random,-4.468747138977051,-0.011412620544433594,No,True
can be emptied,a bolt,'',Can a bolt be emptied?,No,random,-4.749998092651367,-0.008605360984802246,No,True
can be empty,a barrel,'',Can a barrel be empty?,Yes,random,-0.07275271415710449,-3.968749761581421,Yes,True
can be environmentally friendly,a coach,'',Can a coach be environmentally friendly?,Yes,random,-0.9921857118606567,-0.4628901481628418,No,False
can be environmentally friendly,a trumpet,'',Can a trumpet be environmentally friendly?,No,random,-4.749998092651367,-0.008605480194091797,No,True
can be fair,a piano,'',Can a piano be fair?,No,random,-13.43749713897705,-5.924701690673828e-05,No,True
can be fastened,a caravan,'',Can a caravan be fastened?,No,random,-0.9531140327453613,-0.4863252639770508,No,True
can be filled,a bathtub,'',Can a bathtub be filled?,Yes,random,-0.0029439926147460938,-7.156249523162842,Yes,True
can be filled with custard,cucumber,'',Can cucumber be filled with custard?,No,random,-0.009215712547302246,-4.6875,Yes,False
can be filled with helium,a lorry,'',Can a lorry be filled with helium?,No,random,-0.2382795810699463,-1.5546869039535522,Yes,False
can be filled with jam,a donut,'',Can a donut be filled with jam?,Yes,random,-0.0023642778396606445,-6.0625,Yes,True
can be filling,a houseboat,'',Can a houseboat be filling?,No,random,-2.3281216621398926,-0.10302674770355225,No,True
can be fished,a herring,'',Can a herring be fished?,Yes,random,-9.310245513916016e-05,-10.0,Yes,True
