property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,-0.33769649267196655,-1.3367232084274292,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,-0.10168091207742691,-2.600707530975342,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,-0.2298491895198822,-1.7288758754730225,Yes,False
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,-2.151165723800659,-0.14960166811943054,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,-4.053309440612793,-0.05233612284064293,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,-2.632324457168579,-0.13173365592956543,No,True
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,-0.3476425111293793,-1.3466691970825195,Yes,True
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,-1.3643485307693481,-0.36337533593177795,No,True
can affect urine,hair,'',Can hair affect urine?,No,random,-1.0591456890106201,-0.5581724047660828,No,True
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,-2.168586015701294,-0.16761267185211182,No,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,-1.3924270868301392,-0.38985103368759155,No,True
can bark,an arrow,'',Can an arrow bark?,No,random,-4.042985916137695,-0.042012784630060196,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,-0.17025156319141388,-2.168687343597412,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,-0.7972865700721741,-0.7963132262229919,No,True
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,-0.08010449260473251,-3.077528476715088,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,-1.100063681602478,-0.5984609723091125,No,True
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,-1.4370218515396118,-0.43604862689971924,No,True
