property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,-0.19678251445293427,-1.9460241794586182,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,-0.0400538295507431,-3.789593458175659,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,-0.051928531378507614,-3.8013112545013428,Yes,False
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,-2.954636573791504,-0.45463645458221436,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,-5.281866073608398,-0.03186587244272232,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,-2.2820241451263428,-0.28202399611473083,No,True
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,-0.8796436190605164,-0.6294420957565308,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,-2.3312292098999023,-0.8316555023193359,No,True
can affect urine,hair,'',Can hair affect urine?,No,random,-0.6307214498519897,-0.8807214498519897,Yes,False
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,-2.9427292346954346,-1.191756010055542,No,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,-0.6855182647705078,-1.6845449209213257,Yes,False
can bark,an arrow,'',Can an arrow bark?,No,random,-5.098437309265137,-0.09851740300655365,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,-0.23312634229660034,-4.232579231262207,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,-0.4125041365623474,-2.162504196166992,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,-0.172747403383255,-4.421773910522461,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,-1.0434449911117554,-2.2921957969665527,Yes,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,-1.8541324138641357,-0.8531152009963989,No,True
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,-3.97737193107605,-0.22701328992843628,No,True
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,-1.2737113237380981,-0.7724926471710205,No,True
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,-3.944075107574463,-0.19433383643627167,No,True
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,-3.6220672130584717,-0.12239918112754822,No,True
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,-0.431251585483551,-2.1796488761901855,Yes,False
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,-4.0734357833862305,-0.07323457300662994,No,True
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,-3.000972270965576,-0.25097209215164185,No,True
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,-2.69960355758667,-0.19940192997455597,No,True
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,-0.14348742365837097,-3.1427290439605713,Yes,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,-0.07695036381483078,-3.076591968536377,Yes,True
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,-2.607290267944336,-0.6063169240951538,No,True
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,-0.2063637375831604,-2.2061049938201904,Yes,True
can be baked,a bean,'',Can a bean be baked?,Yes,random,-0.13301026821136475,-3.1324193477630615,Yes,True
can be baked,broccoli,'',Can broccoli be baked?,No,random,-0.08678386360406876,-3.585991382598877,Yes,False
can be bald,an owl,'',Can an owl be bald?,No,random,-0.4954190254211426,-1.7434114217758179,Yes,False
can be banned in a drought,a boomerang,'',Can a boomerang be banned in a drought?,No,random,-4.433210372924805,-0.43321046233177185,No,True
can be bass,a guitar,'',Can a guitar be bass?,Yes,random,-1.1545653343200684,-0.6541908383369446,No,False
can be bent,a leg,'',Can a leg be bent?,Yes,random,-0.4280630648136139,-1.677304744720459,Yes,True
can be bent,an owl,'',Can an owl be bent?,No,random,-2.6363842487335205,-0.3861824870109558,No,True
can be bitter in taste,cider,'',Can cider be bitter in taste?,Yes,random,-0.6611945033073425,-1.9111945629119873,Yes,True
can be blonde,hair,'',Can hair be blonde?,Yes,random,-0.07350796461105347,-3.822258949279785,Yes,True
can be blonde,an ambulance,'',Can an ambulance be blonde?,No,random,-3.896484136581421,-0.14622530341148376,No,True
can be blunt,a bayonet,'',Can a bayonet be blunt?,Yes,random,-2.95646071434021,-1.2056680917739868,No,False
can be broken,a sweater,'',Can a sweater be broken?,No,random,-1.7402832508087158,-0.7398229241371155,No,True
can be button shaped,mushroom,'',Can mushroom be button shaped?,Yes,random,-0.10344630479812622,-2.8506882190704346,Yes,True
can be carbonated,lemonade,'',Can lemonade be carbonated?,Yes,random,-0.5444668531417847,-1.292791485786438,Yes,True
can be claustrophobic,a squirrel,'',Can a squirrel be claustrophobic?,No,random,-1.4570244550704956,-1.4515876770019531,No,True
can be coated with flavor,a donut,'',Can a donut be coated with flavor?,Yes,random,-0.1701456755399704,-2.9195547103881836,Yes,True
can be cold,a plow,'',Can a plow be cold?,No,random,-0.21229062974452972,-3.461498260498047,Yes,False
can be cooked,cheese,'',Can cheese be cooked?,Yes,random,-0.0729885920882225,-3.8227298259735107,Yes,True
can be covered,butter,'',Can butter be covered?,No,random,-0.3019059896469116,-1.8003417253494263,Yes,False
can be covered in chocolate,a seagull,'',Can a seagull be covered in chocolate?,No,random,-1.3734029531478882,-1.1213953495025635,No,True
can be covered in lip gloss,a lip,'',Can a lip be covered in lip gloss?,Yes,random,-0.06706921011209488,-3.5664782524108887,Yes,True
can be covered in lip gloss,a harpsichord,'',Can a harpsichord be covered in lip gloss?,No,random,-4.320905685424805,-0.07070431858301163,No,True
can be crumbly,a bagpipe,'',Can a bagpipe be crumbly?,No,random,-3.9241812229156494,-0.673979640007019,No,True
can be crushed,garlic,'',Can garlic be crushed?,Yes,random,-0.09233340620994568,-2.840183734893799,Yes,True
can be crushed,a bikini,'',Can a bikini be crushed?,No,random,-1.391290307044983,-0.6400716304779053,No,True
can be curly,hair,'',Can hair be curly?,Yes,random,-0.0868830531835556,-3.3361246585845947,Yes,True
can be cut into slices,mango,'',Can mango be cut into slices?,Yes,random,-0.1756502091884613,-2.675189971923828,Yes,True
can be cut into slices,a spider,'',Can a spider be cut into slices?,No,random,-1.766206979751587,-0.2660054862499237,No,True
can be dangerous,a centipede,'',Can a centipede be dangerous?,No,random,-0.09836823493242264,-4.094830513000488,Yes,False
can be decaffeinated,a trombone,'',Can a trombone be decaffeinated?,No,random,-3.887770414352417,-0.13749104738235474,No,True
can be decorative,a corkscrew,'',Can a corkscrew be decorative?,No,random,-0.17540743947029114,-2.9250752925872803,Yes,False
can be deflated,a balloon,'',Can a balloon be deflated?,Yes,random,-0.24278850853443146,-1.74232816696167,Yes,True
can be deflated,flour,'',Can flour be deflated?,No,random,-1.9776898622512817,-2.226740598678589,Yes,False
can be difficult to digest,corn,'',Can corn be difficult to digest?,Yes,random,-0.4317775368690491,-1.9305284023284912,Yes,True
can be dressed up,a doll,'',Can a doll be dressed up?,Yes,random,-0.08025424182415009,-4.079793930053711,Yes,True
can be driven,a motorcycle,'',Can a motorcycle be driven?,Yes,random,-0.07822353392839432,-3.8266592025756836,Yes,True
can be driven,satsuma,'',Can satsuma be driven?,No,random,-2.0510737895965576,-0.8004564642906189,No,True
can be eaten cold,a date,'',Can a date be eaten cold?,Yes,random,-0.45832887291908264,-1.707848072052002,Yes,True
can be eaten dried,an apricot,'',Can an apricot be eaten dried?,Yes,random,-0.15585847198963165,-3.1556568145751953,Yes,True
can be eaten raw,tomato,'',Can tomato be eaten raw?,Yes,random,-0.27521491050720215,-1.7739657163619995,Yes,True
can be eaten raw,a caravan,'',Can a caravan be eaten raw?,No,random,-3.143986940383911,-0.1444471776485443,No,True
can be eaten with chips,a deer,'',Can a deer be eaten with chips?,No,random,-3.1908509731292725,-0.44064927101135254,No,True
can be emptied,a bolt,'',Can a bolt be emptied?,No,random,-3.218519449234009,-1.2180591821670532,No,True
can be empty,a barrel,'',Can a barrel be empty?,Yes,random,-0.25026389956474304,-2.499837636947632,Yes,True
can be environmentally friendly,a coach,'',Can a coach be environmentally friendly?,Yes,random,-0.5673104524612427,-1.8173104524612427,Yes,True
can be environmentally friendly,a trumpet,'',Can a trumpet be environmentally friendly?,No,random,-1.003967046737671,-1.5037083625793457,Yes,False
can be fair,a piano,'',Can a piano be fair?,No,random,-2.0693724155426025,-0.8167963027954102,No,True
can be fastened,a caravan,'',Can a caravan be fastened?,No,random,-0.5632746815681458,-2.812572717666626,Yes,False
can be filled,a bathtub,'',Can a bathtub be filled?,Yes,random,-0.09471344202756882,-4.09423303604126,Yes,True
