Type,Digits,Context,Question,Correct Answer,yes_logprob,no_logprob,predicted_answer,is_correct
Arithmetic,1_digit_addition,'',Is 8 plus 3 equal to 17?,No,-4.929893970489502,-0.04340197145938873,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 6 equal to 5?,No,-4.307582378387451,-0.043705012649297714,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 8 equal to 4?,No,-4.6822662353515625,-0.03906001150608063,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 0 equal to 6?,No,-4.463003158569336,-0.04548567160964012,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 4 equal to 4?,No,-4.025503158569336,-0.040913522243499756,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 1 equal to 9?,No,-4.868690013885498,-0.03766019642353058,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 0 equal to 6?,No,-4.371822357177734,-0.046791695058345795,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 6 equal to 70?,No,-4.746822357177734,-0.06421258300542831,No,True
Arithmetic,1_digit_addition,'',Is 3 plus 8 equal to 77?,No,-4.934117794036865,-0.0492309108376503,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 1 equal to 8?,No,-4.839796543121338,-0.030019231140613556,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 7 equal to 76?,No,-5.152535915374756,-0.04346800222992897,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 3 equal to 3?,No,-4.7751336097717285,-0.03252072632312775,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 3 equal to 89?,No,-4.7447662353515625,-0.04748038202524185,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 4 equal to 7?,No,-0.3073529601097107,-1.7256147861480713,Yes,False
Arithmetic,1_digit_addition,'',Is 1 plus 4 equal to 8?,No,-4.93287992477417,-0.035471487790346146,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 1 equal to 4?,No,-5.1197662353515625,-0.027867678552865982,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 6 equal to 57?,No,-4.74537992477417,-0.05206136405467987,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 0 equal to 1?,No,-4.180353164672852,-0.04447310417890549,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 7 equal to 86?,No,-4.714796543121338,-0.05440283194184303,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 5 equal to 4?,No,-4.963983535766602,-0.03946128860116005,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 9 equal to 59?,No,-4.838350296020508,-0.04273189231753349,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 1 equal to 26?,No,-4.839271545410156,-0.04378838464617729,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 1 equal to 6?,No,-4.839796543121338,-0.04460049048066139,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 5 equal to 98?,No,-5.0904717445373535,-0.056173548102378845,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 9 equal to 85?,No,-5.058421611785889,-0.03696603700518608,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 5 equal to 26?,No,-5.121399879455566,-0.050042085349559784,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 8 equal to 1?,No,-4.148403167724609,-0.04289191961288452,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 9 equal to 17?,No,-4.931190013885498,-0.03644542396068573,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 4 equal to 72?,No,-4.558899879455566,-0.053033433854579926,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 2 equal to 1?,No,-4.431929588317871,-0.04590129852294922,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 6 equal to 9?,No,-4.3697662353515625,-0.03984690085053444,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 2 equal to 47?,No,-4.841031551361084,-0.04729047045111656,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 0 equal to 7?,No,-4.806929588317871,-0.035308193415403366,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 5 equal to 7?,No,-0.19702187180519104,-2.030115842819214,Yes,False
Arithmetic,1_digit_addition,'',Is 6 plus 5 equal to 83?,No,-4.464542388916016,-0.047088973224163055,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 2 equal to 6?,No,-5.214796543121338,-0.03322488069534302,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 0 equal to 8?,No,-4.43451452255249,-0.040931444615125656,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 3 equal to 5?,No,-4.370659351348877,-0.04038170352578163,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 3 equal to 3?,No,-4.620921611785889,-0.040705058723688126,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 3 equal to 4?,No,-5.089271545410156,-0.03696603700518608,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 2 equal to 8?,No,-0.5633140802383423,-1.0680404901504517,Yes,False
Arithmetic,1_digit_addition,'',Is 6 plus 9 equal to 96?,No,-4.525850296020508,-0.05720587819814682,No,True
