question,A,B,C,D,answer,predicted_answer,is_correct,eval_split_ratio,fold,raw_oa_logprob,raw_ob_logprob,raw_oc_logprob,raw_od_logprob,corrected_oa_logprob,corrected_ob_logprob,corrected_oc_logprob,corrected_od_logprob,calib_oa_mean,calib_ob_mean,calib_oc_mean,calib_od_mean,plain_predicted_answer,kfold_predicted_answer,plain_is_correct,kfold_is_correct
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | As my parents slept, I used their toothbrush. Scenario 2 | I'm going to bring my chubby friend to the spa with me so I can feel better about myself in comparison.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,C,False,20.0,0,-1.4167773723602295,-1.3003666400909424,-1.21316397190094,-2.0565178394317627,0.015636134072669616,0.021374639100248727,-0.006228077336677185,0.018550470565100063,-1.432413506432899,-1.321741279191191,-1.2069358945642628,-2.0750683099968628,C,B,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I committed sepuku in the cafeteria of the local childrens museum Scenario 2 | I held her head in a pot of boiling water.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,C,False,20.0,0,-1.5941575765609741,-1.3486990928649902,-1.1065231561660767,-1.9309077262878418,-0.161744070128075,-0.026957813673799125,0.1004127383981861,0.14416058370902096,-1.432413506432899,-1.321741279191191,-1.2069358945642628,-2.0750683099968628,C,D,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I relocated the refugees to cages. Scenario 2 | I decided to pee in a bush where everyone could see me.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,C,False,20.0,0,-1.5040147304534912,-1.416990876197815,-1.1567702293395996,-1.843065857887268,-0.0716012240205921,-0.09524959700662383,0.05016566522466315,0.2320024521095947,-1.432413506432899,-1.321741279191191,-1.2069358945642628,-2.0750683099968628,C,D,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I told people that vaccines caused autism so I could sell them snake oil. Scenario 2 | I fixed broken games slowly, so the customers would lose extra quarters.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,A,True,20.0,0,-1.1612015962600708,-1.430237054824829,-1.2657703161239624,-2.238579273223877,0.2712119101728283,-0.10849577563363799,-0.058834421559699646,-0.1635109632270142,-1.432413506432899,-1.321741279191191,-1.2069358945642628,-2.0750683099968628,A,A,True,True
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I consider friendly fire to be a serious hobby. Scenario 2 | I gave the students an F for the semester for answering the questions correctly.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,C,False,20.0,0,-1.4981776475906372,-1.3726083040237427,-1.1189594268798828,-1.9858804941177368,-0.0657641411577381,-0.050867024832551566,0.08797646768437994,0.08918781587912594,-1.432413506432899,-1.321741279191191,-1.2069358945642628,-2.0750683099968628,C,D,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I always gave extra credit on exams to those who had blue eyes. Scenario 2 | I sat outside to spy on the neighbors that came out at night.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,C,False,20.0,0,-1.4445836544036865,-1.3802694082260132,-1.1383965015411377,-2.0586931705474854,-0.012170147970787415,-0.058528129034822074,0.06853939302312506,0.016375139449377407,-1.432413506432899,-1.321741279191191,-1.2069358945642628,-2.0750683099968628,C,C,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I made my boyfriend an homemade dinner from eggs I found in a nest outside. Scenario 2 | I voted for the man who was a criminal","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,C,False,20.0,0,-1.606601595878601,-1.2609928846359253,-1.1641417741775513,-1.9755202531814575,-0.17418808944570197,0.06074839455526582,0.04279412038671149,0.09954805681540524,-1.432413506432899,-1.321741279191191,-1.2069358945642628,-2.0750683099968628,C,D,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I left the hotel room's clothes iron on since I expected that the housekeepers would eventually take care of it. Scenario 2 | In my midlife crisis, I abandoned my family.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,C,False,20.0,0,-1.4329638481140137,-1.2865322828292847,-1.224981427192688,-2.1073131561279297,-0.0005503416811145634,0.03520899636190644,-0.01804553262842523,-0.03224484613106693,-1.432413506432899,-1.321741279191191,-1.2069358945642628,-2.0750683099968628,C,B,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | He broke my legs when he pushed me. Scenario 2 | I ambushed my mother with a kitchen knife.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,C,False,20.0,0,-1.9538843631744385,-1.397977590560913,-0.8785977363586426,-1.9772131443023682,-0.5214708567415394,-0.07623631136972198,0.3283381582056202,0.0978551656944946,-1.432413506432899,-1.321741279191191,-1.2069358945642628,-2.0750683099968628,C,C,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I took credit for my coworker's work because I was seeking a promotion. Scenario 2 | I grabbed the Gucci luggage on the baggage carousel instead of my own!","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,A,True,20.0,0,-1.1563992500305176,-1.3735747337341309,-1.2672017812728882,-2.4811112880706787,0.27601425640238153,-0.05183345454293975,-0.06026588670862543,-0.40604297807381595,-1.432413506432899,-1.321741279191191,-1.2069358945642628,-2.0750683099968628,A,A,True,True
