Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
1,1,quantitative-properties,,antonym,1,There are fewer keychains than staplers.,Are there more staplers than keychains?,Yes,20.0,0,-5.213748931884766,-2.6861701011657715,-0.12955551677280042,2.4041915668381586,-5.084193415111965,-5.09036166800393,No,False,False,False
2,1,quantitative-properties,,antonym,1,There are fewer keychains than staplers.,Are there fewer staplers than keychains?,No,20.0,0,-4.014402866363525,-3.9253363609313965,1.0697905487484398,1.1650253070725336,-5.084193415111965,-5.09036166800393,No,True,False,True
3,1,quantitative-properties,,antonym,2,There are more keychains than staplers.,Are there more staplers than keychains?,No,20.0,0,-3.8486311435699463,-4.134808540344238,1.235562271542019,0.9555531276596918,-5.084193415111965,-5.09036166800393,Yes,False,True,False
4,1,quantitative-properties,,antonym,2,There are more keychains than staplers.,Are there fewer staplers than keychains?,Yes,20.0,0,-3.657701015472412,-3.1492888927459717,1.426492399639553,1.9410727752579584,-5.084193415111965,-5.09036166800393,No,False,False,False
5,2,quantitative-properties,,antonym,1,There are many staplers relative to keychains.,Are there more staplers than keychains?,Yes,20.0,0,-4.440584182739258,-5.706308841705322,0.6436092323727074,-0.6159471737013922,-5.084193415111965,-5.09036166800393,Yes,True,True,True
6,2,quantitative-properties,,antonym,1,There are many staplers relative to keychains.,Are there fewer staplers than keychains?,No,20.0,0,-5.716097354888916,-5.315249919891357,-0.6319039397769508,-0.22488825188742734,-5.084193415111965,-5.09036166800393,No,True,False,True
7,2,quantitative-properties,,antonym,2,There are few staplers relative to keychains.,Are there more staplers than keychains?,No,20.0,0,-4.7762041091918945,-3.8320093154907227,0.3079893059200707,1.2583523525132074,-5.084193415111965,-5.09036166800393,No,True,False,True
8,2,quantitative-properties,,antonym,2,There are few staplers relative to keychains.,Are there fewer staplers than keychains?,Yes,20.0,0,-4.50362491607666,-5.307613849639893,0.580568499035305,-0.2172521816359625,-5.084193415111965,-5.09036166800393,Yes,True,True,True
12,2,quantitative-properties,,variable swap,2,There are many keychains relative to staplers.,Are there fewer staplers than keychains?,Yes,20.0,0,-6.190418243408203,-5.956099510192871,-1.106224828296238,-0.865737842188941,-5.084193415111965,-5.09036166800393,No,False,False,False
13,2,quantitative-properties,,variable swap,1,There are few keychains relative to staplers.,Are there more staplers than keychains?,Yes,20.0,0,-4.843847274780273,-5.075053691864014,0.24034614033169177,0.015307976139916413,-5.084193415111965,-5.09036166800393,Yes,True,True,True
