property,prefix,Context,Question,Correct Answer,negative_sample_type,raw_yes_logprob,raw_no_logprob,base_yes_logprob,base_no_logprob,adjusted_yes_logprob,adjusted_no_logprob,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,-0.16375850141048431,-2.1624529361724854,-12.715004920959473,-13.797361373901367,12.551246419548988,11.634908437728882,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,-0.04053370654582977,-3.7900733947753906,-12.715004920959473,-13.797361373901367,12.674471214413643,10.007287979125977,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,-0.057396769523620605,-3.806779623031616,-12.715004920959473,-13.797361373901367,12.657608151435852,9.990581750869751,Yes,False
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,-2.9537112712860107,-0.45391279458999634,-12.715004920959473,-13.797361373901367,9.761293649673462,13.34344857931137,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,-5.284918308258057,-0.03496373072266579,-12.715004920959473,-13.797361373901367,7.430086612701416,13.762397643178701,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,-2.507514715194702,-0.25771626830101013,-12.715004920959473,-13.797361373901367,10.20749020576477,13.539645105600357,No,True
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,-0.8822920322418213,-0.6320905089378357,-12.715004920959473,-13.797361373901367,11.832712888717651,13.165270864963531,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,-2.4762954711914062,-0.7272689342498779,-12.715004920959473,-13.797361373901367,10.238709449768066,13.07009243965149,No,True
can affect urine,hair,'',Can hair affect urine?,No,random,-0.6239715218544006,-0.8734244704246521,-12.715004920959473,-13.797361373901367,12.091033399105072,12.923936903476715,No,True
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,-2.929953098297119,-1.178979754447937,-12.715004920959473,-13.797361373901367,9.785051822662354,12.61838161945343,No,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,-0.6411527395248413,-1.6398473978042603,-12.715004920959473,-13.797361373901367,12.073852181434631,12.157513976097107,No,True
can bark,an arrow,'',Can an arrow bark?,No,random,-5.09611177444458,-0.0961921215057373,-12.715004920959473,-13.797361373901367,7.618893146514893,13.70116925239563,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,-0.23895610868930817,-4.238254070281982,-12.715004920959473,-13.797361373901367,12.476048812270164,9.559107303619385,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,-0.4118165373802185,-2.1618165969848633,-12.715004920959473,-13.797361373901367,12.303188383579254,11.635544776916504,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,-0.17263662815093994,-4.421663284301758,-12.715004920959473,-13.797361373901367,12.542368292808533,9.37569808959961,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,-1.0570204257965088,-2.30487060546875,-12.715004920959473,-13.797361373901367,11.657984495162964,11.492490768432617,Yes,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,-1.8895900249481201,-0.6389992237091064,-12.715004920959473,-13.797361373901367,10.825414896011353,13.15836215019226,No,True
