question,A,B,C,D,answer,oa_logprob,ob_logprob,oc_logprob,od_logprob,predicted_answer,is_correct
"As of 2016, about what percentage of adults aged 18 years or older were overweight?",(A) 10%,(B) 20%,(C) 40%,(D) 80%,C,-6.968179702758789,-5.718017578125,-2.7021992206573486,-2.452404022216797,D,False
What was GDP per capita in the United States in 1850 when adjusting for inflation and PPP in 2011 prices?,(A) About $300,(B) About $3k,(C) About $8k,(D) About $15k,B,-6.124904155731201,-0.866985559463501,-2.3747966289520264,-3.8747966289520264,B,True
"As of 2019, about what percentage of people from the United States says homosexuality should be accepted by society?",(A) 52%,(B) 62%,(C) 72%,(D) 82%,C,-3.9529640674591064,-2.7025632858276367,-2.2025632858276367,-0.9487830400466919,D,False
Which of the following countries generated the most total energy from solar sources in 2019?,(A) China,(B) United States,(C) Germany,(D) Japan,A,-1.7343013286590576,-3.7342536449432373,-1.2342535257339478,-5.499796390533447,C,False
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in Japan?",(A) by 5 fold,(B) by 10 fold,(C) by 15 fold,(D) by 20 fold,C,-6.781012058258057,-4.280980587005615,-4.0309038162231445,-3.76535964012146,D,False
What is the biggest cause of death in children under five years old (as of 2017)?,(A) Lower respiratory infections,(B) Preterm birth complications,(C) Diarrheal diseases,(D) Malaria,A,-0.7187060117721558,-7.218630313873291,-9.749738693237305,-8.249841690063477,A,True
"As of 2019, about what percentage of the global population does not have access to safe drinking water?",(A) 10%,(B) 20%,(C) 30%,(D) 40%,C,-6.437164783477783,-4.687164783477783,-2.952784299850464,-2.4526875019073486,D,False
About what percentage of survey respondents from India report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,(A) 29%,(B) 49%,(C) 69%,(D) 89%,C,-4.6559038162231445,-2.6394362449645996,-1.3972395658493042,-2.1400632858276367,C,True
"As of 2017, what fraction of the population in Brazil used the internet in the past three months?",(A) 18%,(B) 38%,(C) 58%,(D) 78%,C,-4.124841690063477,-3.1401875019073486,-0.6326074600219727,-3.640284299850464,C,True
"As of 2017, what fraction of the population in India used the internet in the past three months?",(A) 11%,(B) 26%,(C) 41%,(D) 56%,B,-5.656053066253662,-3.655832529067993,-1.1638637781143188,-2.655832529067993,C,False
"As of 2018, about what percentage of Indians say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",(A) 23%,(B) 38%,(C) 53%,(D) 68%,D,-5.156053066253662,-4.65571403503418,-1.1559967994689941,-2.156052827835083,C,False
