property,prefix,Context,Question,Correct Answer,negative_sample_type,raw_yes_logprob,raw_no_logprob,base_yes_logprob,base_no_logprob,adjusted_yes_logprob,adjusted_no_logprob,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,-1.5150632858276367,-0.2613794207572937,-7.6527605056762695,-6.527042388916016,6.137697219848633,6.265662968158722,No,False
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,-0.8391140699386597,-0.5892755389213562,-7.6527605056762695,-6.527042388916016,6.81364643573761,5.937766849994659,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,-3.5303666591644287,-0.037773169577121735,-7.6527605056762695,-6.527042388916016,4.122393846511841,6.489269219338894,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,-4.530309677124023,-0.016055196523666382,-7.6527605056762695,-6.527042388916016,3.122450828552246,6.510987192392349,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,-4.748071193695068,-0.011467286385595798,-7.6527605056762695,-6.527042388916016,2.904689311981201,6.51557510253042,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,-2.8271992206573486,-0.07642807811498642,-7.6527605056762695,-6.527042388916016,4.825561285018921,6.450614310801029,No,True
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,-3.3093223571777344,-0.054454922676086426,-7.6527605056762695,-6.527042388916016,4.343438148498535,6.472587466239929,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,-3.0617902278900146,-0.056700561195611954,-7.6527605056762695,-6.527042388916016,4.590970277786255,6.470341827720404,No,True
can affect urine,hair,'',Can hair affect urine?,No,random,-1.522504448890686,-0.27663660049438477,-7.6527605056762695,-6.527042388916016,6.1302560567855835,6.250405788421631,No,True
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,-2.8269362449645996,-0.083924800157547,-7.6527605056762695,-6.527042388916016,4.82582426071167,6.443117588758469,No,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,-1.718017578125,-0.21722105145454407,-7.6527605056762695,-6.527042388916016,5.9347429275512695,6.309821337461472,No,True
can bark,an arrow,'',Can an arrow bark?,No,random,-5.499088764190674,-0.00945279560983181,-7.6527605056762695,-6.527042388916016,2.1536717414855957,6.517589593306184,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,-0.23367607593536377,-1.9839510917663574,-7.6527605056762695,-6.527042388916016,7.419084429740906,4.543091297149658,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,-1.8353713750839233,-0.335594117641449,-7.6527605056762695,-6.527042388916016,5.817389130592346,6.191448271274567,No,True
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,-0.428783118724823,-1.1791387796401978,-7.6527605056762695,-6.527042388916016,7.2239773869514465,5.347903609275818,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,-2.2021992206573486,-0.204532653093338,-7.6527605056762695,-6.527042388916016,5.450561285018921,6.322509735822678,No,True
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,-3.5461761951446533,-0.04019921272993088,-7.6527605056762695,-6.527042388916016,4.106584310531616,6.486843176186085,No,True
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,-3.5615885257720947,-0.06939039379358292,-7.6527605056762695,-6.527042388916016,4.091171979904175,6.457651995122433,No,True
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,-2.8582229614257812,-0.10895106196403503,-7.6527605056762695,-6.527042388916016,4.794537544250488,6.418091326951981,No,True
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,-1.9445970058441162,-0.19768324494361877,-7.6527605056762695,-6.527042388916016,5.708163499832153,6.329359143972397,No,True
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,-1.5227106809616089,-0.2767929136753082,-7.6527605056762695,-6.527042388916016,6.130049824714661,6.250249475240707,No,True
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,-2.389904022216797,-0.13323119282722473,-7.6527605056762695,-6.527042388916016,5.262856483459473,6.393811196088791,No,True
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,-4.279380798339844,-0.03887564316391945,-7.6527605056762695,-6.527042388916016,3.373379707336426,6.488166745752096,No,True
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,-4.530309677124023,-0.024718495085835457,-7.6527605056762695,-6.527042388916016,3.122450828552246,6.50232389383018,No,True
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,-4.530309677124023,-0.022644134238362312,-7.6527605056762695,-6.527042388916016,3.122450828552246,6.504398254677653,No,True
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,-1.0461760759353638,-0.5464510917663574,-7.6527605056762695,-6.527042388916016,6.606584429740906,5.980591297149658,Yes,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,-1.3664830923080444,-0.36490219831466675,-7.6527605056762695,-6.527042388916016,6.286277413368225,6.162140190601349,Yes,True
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,-2.8269362449645996,-0.08294883370399475,-7.6527605056762695,-6.527042388916016,4.82582426071167,6.444093555212021,No,True
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,-1.936790108680725,-0.18889907002449036,-7.6527605056762695,-6.527042388916016,5.715970396995544,6.338143318891525,No,False
can be baked,a bean,'',Can a bean be baked?,Yes,random,-1.1557140350341797,-0.40778490900993347,-7.6527605056762695,-6.527042388916016,6.49704647064209,6.119257479906082,Yes,True
can be baked,broccoli,'',Can broccoli be baked?,No,random,-0.4896867573261261,-0.987949788570404,-7.6527605056762695,-6.527042388916016,7.163073748350143,5.539092600345612,Yes,False
can be bald,an owl,'',Can an owl be bald?,No,random,-2.8275632858276367,-0.0724150538444519,-7.6527605056762695,-6.527042388916016,4.825197219848633,6.454627335071564,No,True
can be banned in a drought,a boomerang,'',Can a boomerang be banned in a drought?,No,random,-2.3740885257720947,-0.12945005297660828,-7.6527605056762695,-6.527042388916016,5.278671979904175,6.397592335939407,No,True
can be bass,a guitar,'',Can a guitar be bass?,Yes,random,-3.077404022216797,-0.0758318305015564,-7.6527605056762695,-6.527042388916016,4.575356483459473,6.451210558414459,No,False
can be bent,a leg,'',Can a leg be bent?,Yes,random,-1.1789830923080444,-0.42740219831466675,-7.6527605056762695,-6.527042388916016,6.473777413368225,6.099640190601349,Yes,True
can be bent,an owl,'',Can an owl be bent?,No,random,-4.280517578125,-0.028417741879820824,-7.6527605056762695,-6.527042388916016,3.3722429275512695,6.498624647036195,No,True
can be bitter in taste,cider,'',Can cider be bitter in taste?,Yes,random,-1.0150632858276367,-0.5151876211166382,-7.6527605056762695,-6.527042388916016,6.637697219848633,6.011854767799377,Yes,True
can be blonde,hair,'',Can hair be blonde?,Yes,random,-1.0070970058441162,-0.5034739971160889,-7.6527605056762695,-6.527042388916016,6.645663499832153,6.023568391799927,Yes,True
can be blonde,an ambulance,'',Can an ambulance be blonde?,No,random,-3.5459775924682617,-0.04800921306014061,-7.6527605056762695,-6.527042388916016,4.106782913208008,6.479033175855875,No,True
can be blunt,a bayonet,'',Can a bayonet be blunt?,Yes,random,-1.5150632858276367,-0.26723676919937134,-7.6527605056762695,-6.527042388916016,6.137697219848633,6.259805619716644,No,False
can be broken,a sweater,'',Can a sweater be broken?,No,random,-3.546330690383911,-0.03922300785779953,-7.6527605056762695,-6.527042388916016,4.106429815292358,6.487819381058216,No,True
can be button shaped,mushroom,'',Can mushroom be button shaped?,Yes,random,-1.1553096771240234,-0.40338724851608276,-7.6527605056762695,-6.527042388916016,6.497450828552246,6.123655140399933,Yes,True
can be carbonated,lemonade,'',Can lemonade be carbonated?,Yes,random,-1.9214510917663574,-0.16959232091903687,-7.6527605056762695,-6.527042388916016,5.731309413909912,6.357450067996979,No,False
can be claustrophobic,a squirrel,'',Can a squirrel be claustrophobic?,No,random,-2.593061923980713,-0.0953773781657219,-7.6527605056762695,-6.527042388916016,5.059698581695557,6.431665010750294,No,True
can be coated with flavor,a donut,'',Can a donut be coated with flavor?,Yes,random,-1.1711760759353638,-0.42145106196403503,-7.6527605056762695,-6.527042388916016,6.481584429740906,6.105591326951981,Yes,True
can be cold,a plow,'',Can a plow be cold?,No,random,-2.593332529067993,-0.09398499131202698,-7.6527605056762695,-6.527042388916016,5.059427976608276,6.433057397603989,No,True
can be cooked,cheese,'',Can cheese be cooked?,Yes,random,-1.530561923980713,-0.2846011221408844,-7.6527605056762695,-6.527042388916016,6.122198581695557,6.242441266775131,No,False
can be covered,butter,'',Can butter be covered?,No,random,-1.5461760759353638,-0.2944987714290619,-7.6527605056762695,-6.527042388916016,6.106584429740906,6.232543617486954,No,True
can be covered in chocolate,a seagull,'',Can a seagull be covered in chocolate?,No,random,-2.171330690383911,-0.1745467483997345,-7.6527605056762695,-6.527042388916016,5.481429815292358,6.352495640516281,No,True
can be covered in lip gloss,a lip,'',Can a lip be covered in lip gloss?,Yes,random,-1.936790108680725,-0.18511709570884705,-7.6527605056762695,-6.527042388916016,5.715970396995544,6.341925293207169,No,False
can be covered in lip gloss,a harpsichord,'',Can a harpsichord be covered in lip gloss?,No,random,-4.030561923980713,-0.044177088886499405,-7.6527605056762695,-6.527042388916016,3.6221985816955566,6.482865300029516,No,True
can be crumbly,a bagpipe,'',Can a bagpipe be crumbly?,No,random,-4.280679702758789,-0.030858434736728668,-7.6527605056762695,-6.527042388916016,3.3720808029174805,6.496183954179287,No,True
can be crushed,garlic,'',Can garlic be crushed?,Yes,random,-0.7182140350341797,-0.7183325886726379,-7.6527605056762695,-6.527042388916016,6.93454647064209,5.808709800243378,Yes,True
can be crushed,a bikini,'',Can a bikini be crushed?,No,random,-3.0615885257720947,-0.06487516313791275,-7.6527605056762695,-6.527042388916016,4.591171979904175,6.462167225778103,No,True
can be curly,hair,'',Can hair be curly?,Yes,random,-0.636159360408783,-0.8862830400466919,-7.6527605056762695,-6.527042388916016,7.016601145267487,5.640759348869324,Yes,True
