property,prefix,Context,Question,Correct Answer,negative_sample_type,raw_yes_logprob,raw_no_logprob,base_yes_logprob,base_no_logprob,adjusted_yes_logprob,adjusted_no_logprob,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,-0.8503831624984741,-0.6006439328193665,-8.30986499786377,-6.029493808746338,7.459481835365295,5.428849875926971,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,-1.5371187925338745,-0.29144880175590515,-8.30986499786377,-6.029493808746338,6.772746205329895,5.738045006990433,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,-2.623497724533081,-0.11992808431386948,-8.30986499786377,-6.029493808746338,5.6863672733306885,5.909565724432468,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,-2.8422937393188477,-0.09550604224205017,-8.30986499786377,-6.029493808746338,5.467571258544922,5.933987766504288,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,-2.607896089553833,-0.11212463676929474,-8.30986499786377,-6.029493808746338,5.7019689083099365,5.917369171977043,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,-1.95896315574646,-0.20652154088020325,-8.30986499786377,-6.029493808746338,6.35090184211731,5.822972267866135,Yes,False
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,-1.9646716117858887,-0.21467159688472748,-8.30986499786377,-6.029493808746338,6.345193386077881,5.81482221186161,Yes,True
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,-1.9519363641738892,-0.20613043010234833,-8.30986499786377,-6.029493808746338,6.35792863368988,5.82336337864399,Yes,False
can affect urine,hair,'',Can hair affect urine?,No,random,-1.7484976053237915,-0.2490885853767395,-8.30986499786377,-6.029493808746338,6.561367392539978,5.780405223369598,Yes,False
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,-2.170396089553833,-0.17292897403240204,-8.30986499786377,-6.029493808746338,6.1394689083099365,5.856564834713936,Yes,False
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,-2.170396089553833,-0.16678474843502045,-8.30986499786377,-6.029493808746338,6.1394689083099365,5.862709060311317,Yes,False
can bark,an arrow,'',Can an arrow bark?,No,random,-3.57659912109375,-0.07280869036912918,-8.30986499786377,-6.029493808746338,4.7332658767700195,5.956685118377209,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,-0.6160263419151306,-0.866283118724823,-8.30986499786377,-6.029493808746338,7.693838655948639,5.163210690021515,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,-1.2094467878341675,-0.4563295841217041,-8.30986499786377,-6.029493808746338,7.100418210029602,5.573164224624634,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,-0.732416033744812,-0.73284912109375,-8.30986499786377,-6.029493808746338,7.5774489641189575,5.296644687652588,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,-1.1777738332748413,-0.43014708161354065,-8.30986499786377,-6.029493808746338,7.132091164588928,5.599346727132797,Yes,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,-2.170396089553833,-0.16385851800441742,-8.30986499786377,-6.029493808746338,6.1394689083099365,5.8656352907419205,Yes,False
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,-1.77146315574646,-0.27194681763648987,-8.30986499786377,-6.029493808746338,6.53840184211731,5.757546991109848,Yes,False
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,-1.9593995809555054,-0.21316076815128326,-8.30986499786377,-6.029493808746338,6.350465416908264,5.816333040595055,Yes,False
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,-1.5613298416137695,-0.31569352746009827,-8.30986499786377,-6.029493808746338,6.74853515625,5.71380028128624,Yes,False
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,-1.5531967878341675,-0.30183178186416626,-8.30986499786377,-6.029493808746338,6.756668210029602,5.727662026882172,Yes,False
