property,prefix,Context,Question,Correct Answer,negative_sample_type,raw_yes_logprob,raw_no_logprob,base_yes_logprob,base_no_logprob,adjusted_yes_logprob,adjusted_no_logprob,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,-1.530517578125,-0.28080567717552185,-7.621617794036865,-6.746617794036865,6.091100215911865,6.465812116861343,No,False
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,-1.1943939924240112,-0.44069352746009827,-7.621617794036865,-6.746617794036865,6.427223801612854,6.305924266576767,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,-2.4053096771240234,-0.15276899933815002,-7.621617794036865,-6.746617794036865,5.216308116912842,6.593848794698715,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,-2.1709775924682617,-0.16448119282722473,-7.621617794036865,-6.746617794036865,5.4506402015686035,6.5821366012096405,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,-2.155115842819214,-0.16021686792373657,-7.621617794036865,-6.746617794036865,5.466501951217651,6.586400926113129,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,-1.5693939924240112,-0.3213452696800232,-7.621617794036865,-6.746617794036865,6.052223801612854,6.425272524356842,No,True
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,-1.9668806791305542,-0.22072014212608337,-7.621617794036865,-6.746617794036865,5.654737114906311,6.525897651910782,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,-1.5539830923080444,-0.30230793356895447,-7.621617794036865,-6.746617794036865,6.067634701728821,6.444309860467911,No,True
can affect urine,hair,'',Can hair affect urine?,No,random,-1.5928096771240234,-0.3430401086807251,-7.621617794036865,-6.746617794036865,6.028808116912842,6.40357768535614,No,True
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,-1.9678096771240234,-0.21722105145454407,-7.621617794036865,-6.746617794036865,5.653808116912842,6.529396742582321,No,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,-1.7646992206573486,-0.26492607593536377,-7.621617794036865,-6.746617794036865,5.856918573379517,6.4816917181015015,No,True
can bark,an arrow,'',Can an arrow bark?,No,random,-2.4053096771240234,-0.15179291367530823,-7.621617794036865,-6.746617794036865,5.216308116912842,6.594824880361557,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,-0.761000394821167,-0.7612830400466919,-7.621617794036865,-6.746617794036865,6.860617399215698,5.985334753990173,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,-1.4289830923080444,-0.43121251463890076,-7.621617794036865,-6.746617794036865,6.192634701728821,6.3154052793979645,No,True
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,-0.752991259098053,-0.7533511519432068,-7.621617794036865,-6.746617794036865,6.868626534938812,5.9932666420936584,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,-1.3896992206573486,-0.3879522383213043,-7.621617794036865,-6.746617794036865,6.231918573379517,6.358665555715561,No,True
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,-2.1863298416137695,-0.1869470179080963,-7.621617794036865,-6.746617794036865,5.435287952423096,6.559670776128769,No,True
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,-1.7801157236099243,-0.2805401086807251,-7.621617794036865,-6.746617794036865,5.841502070426941,6.46607768535614,No,True
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,-1.7881721258163452,-0.2885052263736725,-7.621617794036865,-6.746617794036865,5.83344566822052,6.458112567663193,No,True
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,-1.2336760759353638,-0.47990933060646057,-7.621617794036865,-6.746617794036865,6.3879417181015015,6.266708463430405,Yes,False
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,-1.3818939924240112,-0.38030317425727844,-7.621617794036865,-6.746617794036865,6.239723801612854,6.366314619779587,No,True
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,-1.413369059562683,-0.415298730134964,-7.621617794036865,-6.746617794036865,6.208248734474182,6.331319063901901,No,True
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,-1.9824762344360352,-0.23322291672229767,-7.621617794036865,-6.746617794036865,5.63914155960083,6.513394877314568,No,True
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,-1.9597395658493042,-0.21120895445346832,-7.621617794036865,-6.746617794036865,5.661878228187561,6.535408839583397,No,True
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,-1.7644363641738892,-0.26492607593536377,-7.621617794036865,-6.746617794036865,5.857181429862976,6.4816917181015015,No,True
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,-0.6863297820091248,-0.9365885853767395,-7.621617794036865,-6.746617794036865,6.9352880120277405,5.810029208660126,Yes,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,-1.2097764015197754,-0.46023309230804443,-7.621617794036865,-6.746617794036865,6.41184139251709,6.286384701728821,Yes,True
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,-1.7722395658493042,-0.27078139781951904,-7.621617794036865,-6.746617794036865,5.849378228187561,6.475836396217346,No,True
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,-1.5771992206573486,-0.3293778896331787,-7.621617794036865,-6.746617794036865,6.044418573379517,6.4172399044036865,No,False
can be baked,a bean,'',Can a bean be baked?,Yes,random,-1.3740885257720947,-0.37639907002449036,-7.621617794036865,-6.746617794036865,6.2475292682647705,6.370218724012375,No,False
can be baked,broccoli,'',Can broccoli be baked?,No,random,-1.210004448890686,-0.4623408615589142,-7.621617794036865,-6.746617794036865,6.411613345146179,6.284276932477951,Yes,False
can be bald,an owl,'',Can an owl be bald?,No,random,-1.749290108680725,-0.24761709570884705,-7.621617794036865,-6.746617794036865,5.87232768535614,6.499000698328018,No,True
can be banned in a drought,a boomerang,'',Can a boomerang be banned in a drought?,No,random,-1.5847395658493042,-0.33523309230804443,-7.621617794036865,-6.746617794036865,6.036878228187561,6.411384701728821,No,True
can be bass,a guitar,'',Can a guitar be bass?,Yes,random,-1.9597395658493042,-0.2094128429889679,-7.621617794036865,-6.746617794036865,5.661878228187561,6.537204951047897,No,False
can be bent,a leg,'',Can a leg be bent?,Yes,random,-0.8818939328193665,-0.6322552561759949,-7.621617794036865,-6.746617794036865,6.739723861217499,6.11436253786087,Yes,True
can be bent,an owl,'',Can an owl be bent?,No,random,-2.1709775924682617,-0.17437943816184998,-7.621617794036865,-6.746617794036865,5.4506402015686035,6.572238355875015,No,True
can be bitter in taste,cider,'',Can cider be bitter in taste?,Yes,random,-1.3740885257720947,-0.37038660049438477,-7.621617794036865,-6.746617794036865,6.2475292682647705,6.3762311935424805,No,False
can be blonde,hair,'',Can hair be blonde?,Yes,random,-1.030561923980713,-0.5347371697425842,-7.621617794036865,-6.746617794036865,6.591055870056152,6.211880624294281,Yes,True
can be blonde,an ambulance,'',Can an ambulance be blonde?,No,random,-2.1863298416137695,-0.1879231035709381,-7.621617794036865,-6.746617794036865,5.435287952423096,6.558694690465927,No,True
can be blunt,a bayonet,'',Can a bayonet be blunt?,Yes,random,-1.1789830923080444,-0.4253556430339813,-7.621617794036865,-6.746617794036865,6.442634701728821,6.321262151002884,Yes,True
can be broken,a sweater,'',Can a sweater be broken?,No,random,-1.5539830923080444,-0.30398309230804443,-7.621617794036865,-6.746617794036865,6.067634701728821,6.442634701728821,No,True
can be button shaped,mushroom,'',Can mushroom be button shaped?,Yes,random,-1.1865885257720947,-0.4367901086807251,-7.621617794036865,-6.746617794036865,6.4350292682647705,6.30982768535614,Yes,True
can be carbonated,lemonade,'',Can lemonade be carbonated?,Yes,random,-1.5615885257720947,-0.30983829498291016,-7.621617794036865,-6.746617794036865,6.0600292682647705,6.436779499053955,No,False
can be claustrophobic,a squirrel,'',Can a squirrel be claustrophobic?,No,random,-1.772504448890686,-0.27288880944252014,-7.621617794036865,-6.746617794036865,5.849113345146179,6.473728984594345,No,True
can be coated with flavor,a donut,'',Can a donut be coated with flavor?,Yes,random,-1.0615885257720947,-0.5617901086807251,-7.621617794036865,-6.746617794036865,6.5600292682647705,6.18482768535614,Yes,True
