property,prefix,Context,Question,Correct Answer,negative_sample_type,raw_yes_logprob,raw_no_logprob,base_yes_logprob,base_no_logprob,adjusted_yes_logprob,adjusted_no_logprob,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,-0.8397971391677856,-0.5898265838623047,-9.740243911743164,-7.456623077392578,8.900446772575378,6.866796493530273,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,-0.7264894247055054,-0.7265279293060303,-9.740243911743164,-7.456623077392578,9.013754487037659,6.730095148086548,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,-3.7968013286590576,-0.04758632183074951,-9.740243911743164,-7.456623077392578,5.9434425830841064,7.409036755561829,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,-3.5467803478240967,-0.04244577884674072,-9.740243911743164,-7.456623077392578,6.193463563919067,7.414177298545837,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,-3.2967803478240967,-0.04513120651245117,-9.740243911743164,-7.456623077392578,6.443463563919067,7.411491870880127,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,-2.1405489444732666,-0.1474248170852661,-9.740243911743164,-7.456623077392578,7.5996949672698975,7.309198260307312,Yes,False
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,-1.5541387796401978,-0.30240219831466675,-9.740243911743164,-7.456623077392578,8.186105132102966,7.154220879077911,Yes,True
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,-3.0624547004699707,-0.05857706069946289,-9.740243911743164,-7.456623077392578,6.677789211273193,7.398046016693115,No,True
can affect urine,hair,'',Can hair affect urine?,No,random,-1.7187135219573975,-0.2167748212814331,-9.740243911743164,-7.456623077392578,8.021530389785767,7.239848256111145,Yes,False
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,-3.328065872192383,-0.07517361640930176,-9.740243911743164,-7.456623077392578,6.412178039550781,7.381449460983276,No,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,-2.6092803478240967,-0.10934019088745117,-9.740243911743164,-7.456623077392578,7.130963563919067,7.347282886505127,No,True
can bark,an arrow,'',Can an arrow bark?,No,random,-4.999954700469971,-0.008836984634399414,-9.740243911743164,-7.456623077392578,4.740289211273193,7.447786092758179,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,-0.1269075870513916,-2.374983310699463,-9.740243911743164,-7.456623077392578,9.613336324691772,5.081639766693115,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,-1.6405891180038452,-0.3867056369781494,-9.740243911743164,-7.456623077392578,8.099654793739319,7.069917440414429,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,-0.283130407333374,-1.5312232971191406,-9.740243911743164,-7.456623077392578,9.45711350440979,5.9253997802734375,Yes,True
