property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,-0.1370517909526825,-2.2219278812408447,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,-0.2243717759847641,-1.7534406185150146,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,-1.2047003507614136,-0.4205072522163391,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,-1.1988710165023804,-0.4046284258365631,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,-1.66206955909729,-0.2410140186548233,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,-0.6307795643806458,-0.8602417707443237,Yes,False
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,-0.8351522088050842,-0.632720947265625,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,-0.8130896687507629,-0.6554078459739685,No,True
can affect urine,hair,'',Can hair affect urine?,No,random,-0.6242939829826355,-0.8954224586486816,Yes,False
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,-1.0185879468917847,-0.509894847869873,No,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,-0.7289644479751587,-0.745817244052887,Yes,False
can bark,an arrow,'',Can an arrow bark?,No,random,-1.4663766622543335,-0.3170669674873352,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,-0.1791989505290985,-2.0787994861602783,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,-0.7097083330154419,-0.8028918504714966,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,-0.0795026421546936,-2.8991050720214844,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,-0.47340843081474304,-1.1154539585113525,Yes,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,-0.9121882915496826,-0.6079453229904175,No,True
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,-0.7916397452354431,-0.6690064668655396,No,True
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,-0.7851170897483826,-0.6802113056182861,No,True
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,-0.4204517900943756,-1.1880425214767456,Yes,False
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,-0.5411542057991028,-0.942162811756134,Yes,False
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,-0.806921660900116,-0.6734061241149902,No,True
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,-1.1738474369049072,-0.44550177454948425,No,True
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,-0.7360135912895203,-0.7200354933738708,No,True
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,-0.6397022604942322,-0.8412513136863708,Yes,False
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,-0.18466883897781372,-1.945656657218933,Yes,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,-0.8381048440933228,-0.6272969841957092,No,False
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,-1.0014578104019165,-0.5219241976737976,No,True
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,-0.8900167346000671,-0.6015139222145081,No,False
can be baked,a bean,'',Can a bean be baked?,Yes,random,-0.1890886425971985,-1.8903969526290894,Yes,True
can be baked,broccoli,'',Can broccoli be baked?,No,random,-0.09588929265737534,-2.5972979068756104,Yes,False
can be bald,an owl,'',Can an owl be bald?,No,random,-1.2325317859649658,-0.38607537746429443,No,True
can be banned in a drought,a boomerang,'',Can a boomerang be banned in a drought?,No,random,-0.9339128136634827,-0.6017304062843323,No,True
can be bass,a guitar,'',Can a guitar be bass?,Yes,random,-0.9084346294403076,-0.5785649418830872,No,False
can be bent,a leg,'',Can a leg be bent?,Yes,random,-0.403503954410553,-1.233053207397461,Yes,True
can be bent,an owl,'',Can an owl be bent?,No,random,-1.1569366455078125,-0.43504106998443604,No,True
can be bitter in taste,cider,'',Can cider be bitter in taste?,Yes,random,-0.3530576527118683,-1.3526506423950195,Yes,True
can be blonde,hair,'',Can hair be blonde?,Yes,random,-0.20578715205192566,-1.8730170726776123,Yes,True
can be blonde,an ambulance,'',Can an ambulance be blonde?,No,random,-0.6579943895339966,-0.8793513774871826,Yes,False
can be blunt,a bayonet,'',Can a bayonet be blunt?,Yes,random,-0.8586941957473755,-0.6195607781410217,No,False
can be broken,a sweater,'',Can a sweater be broken?,No,random,-0.3098181486129761,-1.5041732788085938,Yes,False
can be button shaped,mushroom,'',Can mushroom be button shaped?,Yes,random,-0.6513674259185791,-0.8257867097854614,Yes,True
can be carbonated,lemonade,'',Can lemonade be carbonated?,Yes,random,-0.8011411428451538,-0.6443861126899719,No,False
can be claustrophobic,a squirrel,'',Can a squirrel be claustrophobic?,No,random,-0.8399835824966431,-0.6892930269241333,No,True
can be coated with flavor,a donut,'',Can a donut be coated with flavor?,Yes,random,-0.1679324060678482,-2.048128128051758,Yes,True
can be cold,a plow,'',Can a plow be cold?,No,random,-0.6806933879852295,-0.7960363030433655,Yes,False
can be cooked,cheese,'',Can cheese be cooked?,Yes,random,-0.13933467864990234,-2.2378554344177246,Yes,True
can be covered,butter,'',Can butter be covered?,No,random,-0.343288391828537,-1.3520593643188477,Yes,False
can be covered in chocolate,a seagull,'',Can a seagull be covered in chocolate?,No,random,-0.7212973833084106,-0.7431505918502808,Yes,False
can be covered in lip gloss,a lip,'',Can a lip be covered in lip gloss?,Yes,random,-0.30290400981903076,-1.4701592922210693,Yes,True
can be covered in lip gloss,a harpsichord,'',Can a harpsichord be covered in lip gloss?,No,random,-0.8952103853225708,-0.6180860996246338,No,True
can be crumbly,a bagpipe,'',Can a bagpipe be crumbly?,No,random,-1.0829704999923706,-0.4864664077758789,No,True
can be crushed,garlic,'',Can garlic be crushed?,Yes,random,-0.3125445246696472,-1.4195420742034912,Yes,True
can be crushed,a bikini,'',Can a bikini be crushed?,No,random,-0.6291754841804504,-0.8656873106956482,Yes,False
can be curly,hair,'',Can hair be curly?,Yes,random,-0.1656794250011444,-2.189523220062256,Yes,True
can be cut into slices,mango,'',Can mango be cut into slices?,Yes,random,-0.10442519187927246,-2.5118885040283203,Yes,True
can be cut into slices,a spider,'',Can a spider be cut into slices?,No,random,-0.4826996326446533,-1.0414891242980957,Yes,False
can be dangerous,a centipede,'',Can a centipede be dangerous?,No,random,-0.484078049659729,-1.1304781436920166,Yes,False
can be decaffeinated,a trombone,'',Can a trombone be decaffeinated?,No,random,-1.1904635429382324,-0.44873112440109253,No,True
can be decorative,a corkscrew,'',Can a corkscrew be decorative?,No,random,-0.43812471628189087,-1.1579917669296265,Yes,False
can be deflated,a balloon,'',Can a balloon be deflated?,Yes,random,-0.26536038517951965,-1.5853590965270996,Yes,True
can be deflated,flour,'',Can flour be deflated?,No,random,-0.925525963306427,-0.5625424981117249,No,True
can be difficult to digest,corn,'',Can corn be difficult to digest?,Yes,random,-0.6187084913253784,-0.9113036394119263,Yes,True
can be dressed up,a doll,'',Can a doll be dressed up?,Yes,random,-0.17413601279258728,-2.021193027496338,Yes,True
can be driven,a motorcycle,'',Can a motorcycle be driven?,Yes,random,-0.1255008727312088,-2.396536350250244,Yes,True
can be driven,satsuma,'',Can satsuma be driven?,No,random,-0.7636277079582214,-0.6922854781150818,No,True
can be eaten cold,a date,'',Can a date be eaten cold?,Yes,random,-0.5456498265266418,-0.9413338899612427,Yes,True
can be eaten dried,an apricot,'',Can an apricot be eaten dried?,Yes,random,-0.5597439408302307,-0.902953028678894,Yes,True
can be eaten raw,tomato,'',Can tomato be eaten raw?,Yes,random,-0.30799227952957153,-1.4619994163513184,Yes,True
can be eaten raw,a caravan,'',Can a caravan be eaten raw?,No,random,-0.9035214781761169,-0.5885692834854126,No,True
can be eaten with chips,a deer,'',Can a deer be eaten with chips?,No,random,-1.226939082145691,-0.4031977653503418,No,True
can be emptied,a bolt,'',Can a bolt be emptied?,No,random,-0.5850757360458374,-0.8887699842453003,Yes,False
can be empty,a barrel,'',Can a barrel be empty?,Yes,random,-0.5465109944343567,-0.9466828107833862,Yes,True
can be environmentally friendly,a coach,'',Can a coach be environmentally friendly?,Yes,random,-0.3606770932674408,-1.4598599672317505,Yes,True
can be environmentally friendly,a trumpet,'',Can a trumpet be environmentally friendly?,No,random,-1.4120619297027588,-0.3656908869743347,No,True
can be fair,a piano,'',Can a piano be fair?,No,random,-1.2193082571029663,-0.4691438376903534,No,True
can be fastened,a caravan,'',Can a caravan be fastened?,No,random,-0.5093204379081726,-1.0213321447372437,Yes,False
can be filled,a bathtub,'',Can a bathtub be filled?,Yes,random,-0.2615760564804077,-1.6477718353271484,Yes,True
can be filled with custard,cucumber,'',Can cucumber be filled with custard?,No,random,-0.4899420738220215,-1.0428193807601929,Yes,False
can be filled with helium,a lorry,'',Can a lorry be filled with helium?,No,random,-0.9153083562850952,-0.5913480520248413,No,True
can be filled with jam,a donut,'',Can a donut be filled with jam?,Yes,random,-0.12265266478061676,-2.3991031646728516,Yes,True
can be filling,a houseboat,'',Can a houseboat be filling?,No,random,-0.8235577344894409,-0.6603317856788635,No,True
can be fished,a herring,'',Can a herring be fished?,Yes,random,-0.3048531711101532,-1.4639198780059814,Yes,True
can be flared,a trouser,'',Can a trouser be flared?,Yes,random,-0.2949812114238739,-1.4908078908920288,Yes,True
can be flavored,a camel,'',Can a camel be flavored?,No,random,-0.9729626178741455,-0.5478017330169678,No,True
can be flavored with lemon,lettuce,'',Can lettuce be flavored with lemon?,No,random,-0.3471470773220062,-1.3228949308395386,Yes,False
can be fluffy,a banjo,'',Can a banjo be fluffy?,No,random,-1.219692587852478,-0.4426027834415436,No,True
can be folded,a finger,'',Can a finger be folded?,No,random,-0.3311540484428406,-1.3754453659057617,Yes,False
can be found at orchestras,a flute,'',Can a flute be found at orchestras?,Yes,random,-0.3045872449874878,-1.4247345924377441,Yes,True
