property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,-0.0005494356155395508,-7.531248569488525,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,-0.00024068355560302734,-8.375,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,-6.593731880187988,-0.0014171600341796875,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,-3.718738317489624,-0.025630712509155273,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,-10.624964714050293,-8.91686140676029e-05,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,-3.7499959468841553,-0.02404630184173584,No,True
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,-11.562438011169434,-0.0001634360960451886,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,-7.93749475479126,-0.00037491321563720703,No,True
can affect urine,hair,'',Can hair affect urine?,No,random,-7.374997615814209,-0.0006439685821533203,No,True
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,-12.249998092651367,-1.1086463928222656e-05,No,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,-11.24997615814209,-0.00017344953084830195,No,True
can bark,an arrow,'',Can an arrow bark?,No,random,-13.187493324279785,-2.5033950805664062e-05,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,-3.421306610107422e-05,-12.125,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,-0.42968547344207764,-1.0546869039535522,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,-8.845329284667969e-05,-9.625,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,-4.124998569488525,-0.016601085662841797,No,True
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,-6.374998569488525,-0.0017087459564208984,No,True
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,-11.562487602233887,-7.426739466609433e-05,No,True
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,-0.11962378025054932,-2.1874988079071045,Yes,False
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,-0.20702874660491943,-1.6796870231628418,Yes,False
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,-0.020261526107788086,-3.906249523162842,Yes,False
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,-7.468745231628418,-0.0005943775177001953,No,True
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,-5.031240940093994,-0.006650567054748535,No,True
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,-6.187495708465576,-0.002089381217956543,No,True
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,-0.028071284294128418,-3.5937485694885254,Yes,False
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,-0.003966569900512695,-5.53125,Yes,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,-7.283687591552734e-05,-9.875,Yes,True
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,-5.8124895095825195,-0.00305020809173584,No,True
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,-0.004485726356506348,-5.4375,Yes,True
can be baked,a bean,'',Can a bean be baked?,Yes,random,-0.00018084049224853516,-8.6875,Yes,True
can be baked,broccoli,'',Can broccoli be baked?,No,random,-0.0008916854858398438,-7.062499523162842,Yes,False
can be bald,an owl,'',Can an owl be bald?,No,random,-0.11279094219207764,-2.2343742847442627,Yes,False
can be banned in a drought,a boomerang,'',Can a boomerang be banned in a drought?,No,random,-9.874999046325684,-6.496906280517578e-05,No,True
can be bass,a guitar,'',Can a guitar be bass?,Yes,random,-0.0888667106628418,-2.468749761581421,Yes,True
can be bent,a leg,'',Can a leg be bent?,Yes,random,-0.0003733634948730469,-8.187499046325684,Yes,True
can be bent,an owl,'',Can an owl be bent?,No,random,-8.06249713897705,-0.00041496753692626953,No,True
can be bitter in taste,cider,'',Can cider be bitter in taste?,Yes,random,-0.04320824146270752,-3.2499985694885254,Yes,True
can be blonde,hair,'',Can hair be blonde?,Yes,random,-0.004850864410400391,-5.906249523162842,Yes,True
can be blonde,an ambulance,'',Can an ambulance be blonde?,No,random,-14.187499046325684,-4.76837158203125e-06,No,True
can be blunt,a bayonet,'',Can a bayonet be blunt?,Yes,random,-3.6562483310699463,-0.0317378044128418,No,False
can be broken,a sweater,'',Can a sweater be broken?,No,random,-0.5507780313491821,-0.8632802963256836,Yes,False
