property,prefix,Context,Question,Correct Answer,negative_sample_type,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,20.0,0,-3.60188627243042,-3.7322237491607666,1.048413352881159,0.29238188355451555,-4.650299625311579,-4.024605632715282,Yes,True,True,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,20.0,3,-3.238952159881592,-4.995921611785889,1.4275332470734918,-0.9835851966979954,-4.666485406955084,-4.012336415087893,Yes,True,True,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,20.0,2,-7.216196060180664,-2.577824354171753,-2.6083854719286874,1.4029831757502897,-4.607810588251977,-3.9808075299220427,No,True,False,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,20.0,1,-6.341031551361084,-1.7104681730270386,-1.701621441046397,2.2947979729445205,-4.639410110314687,-4.005266145971559,No,True,False,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,20.0,4,-5.867393970489502,-2.498497724533081,-1.2367819167318794,1.5075476388846125,-4.6306120537576225,-4.006045363417694,No,True,False,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,20.0,3,-6.133711814880371,-6.147899627685547,-1.4672264079252875,-2.1355632125976536,-4.666485406955084,-4.012336415087893,Yes,False,True,False
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,20.0,0,-5.4155120849609375,-2.1429390907287598,-0.7652124596493586,1.8816665419865224,-4.650299625311579,-4.024605632715282,No,False,False,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,20.0,3,-4.404131889343262,-4.4057464599609375,0.2623535176118219,-0.3934100448730442,-4.666485406955084,-4.012336415087893,Yes,False,True,False
can affect urine,hair,'',Can hair affect urine?,No,random,20.0,0,-5.088003158569336,-5.341631889343262,-0.437703533257757,-1.3170262566279796,-4.650299625311579,-4.024605632715282,Yes,False,True,False
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,20.0,0,-4.748673915863037,-4.374619960784912,-0.09837429055145819,-0.35001432806962995,-4.650299625311579,-4.024605632715282,No,True,True,False
