property,prefix,Context,Question,Correct Answer,negative_sample_type,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,20.0,0,-3.149740695953369,-3.1538503170013428,1.0549525124686108,0.7815246176861583,-4.20469320842198,-3.935374934687501,Yes,True,True,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,20.0,3,-4.0443501472473145,-3.3228089809417725,0.16613995106447277,0.6089553016282263,-4.210490098311787,-3.9317642825699988,No,False,False,False
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,20.0,2,-5.770540237426758,-2.794976234436035,-1.5834625806127276,1.1212101864672843,-4.18707765681403,-3.9161864209033195,No,True,False,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,20.0,1,-5.6068501472473145,-2.6364824771881104,-1.406779055652164,1.2780391050946145,-4.2000710915951505,-3.914521582282725,No,True,False,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,20.0,4,-5.113952159881592,-2.855830669403076,-0.917586199584461,1.0786720999649595,-4.196365960297131,-3.9345027693680357,No,True,False,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,20.0,3,-5.014860153198242,-4.819775581359863,-0.804370054886455,-0.8880112987898645,-4.210490098311787,-3.9317642825699988,No,True,True,False
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,20.0,0,-4.613250732421875,-2.7652158737182617,-0.4085575239998951,1.1701590609692394,-4.20469320842198,-3.935374934687501,No,False,False,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,20.0,3,-3.8864824771881104,-3.3896992206573486,0.32400762112367687,0.5420650619126501,-4.210490098311787,-3.9317642825699988,No,True,False,True
can affect urine,hair,'',Can hair affect urine?,No,random,20.0,0,-4.014860153198242,-4.575029373168945,0.18983305522373772,-0.6396544384814442,-4.20469320842198,-3.935374934687501,Yes,False,True,False
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,20.0,0,-4.183421611785889,-4.685997486114502,0.02127159663609124,-0.7506225514270009,-4.20469320842198,-3.935374934687501,Yes,False,True,False
