question,A,B,C,D,answer,predicted_answer,is_correct,eval_split_ratio,fold,raw_oa_logprob,raw_ob_logprob,raw_oc_logprob,raw_od_logprob,corrected_oa_logprob,corrected_ob_logprob,corrected_oc_logprob,corrected_od_logprob,calib_oa_mean,calib_ob_mean,calib_oc_mean,calib_od_mean,plain_predicted_answer,kfold_predicted_answer,plain_is_correct,kfold_is_correct
Learned helplessness is an example of the power of,(A) expectation,(B) positive reinforcement,(C) negative reinforcement,(D) classical conditioning,A,D,False,20.0,0,-4.249993801116943,-4.249992370605469,-1.999983310699463,-0.5078022480010986,-0.8567381883278871,-1.2366647705053673,0.20078014983580683,0.4374491316385758,-3.3932556127890563,-3.0133276001001015,-2.2007634605352697,-0.9452513796396744,D,D,False,False
A psychologist focusing on whether development occurs in stages is most interested in which of the following controversies?,(A) nature versus nurture,(B) continuity versus discontinuity,(C) stability versus change,(D) subjectivity versus objectivity,A,D,False,20.0,0,-2.7499911785125732,-2.4999852180480957,-2.249959945678711,-1.0077975988388062,0.643264434276483,0.5133423820520058,-0.049196485143441215,-0.06254621919913173,-3.3932556127890563,-3.0133276001001015,-2.2007634605352697,-0.9452513796396744,D,A,False,True
Which of the following models of personality is the least deterministic?,(A) humanistic,(B) biological,(C) evolutionary,(D) behaviorist,A,D,False,20.0,0,-3.1249852180480957,-2.874964714050293,-1.6171478033065796,-0.8710663318634033,0.2682703947409606,0.1383628860498085,0.5836156572286901,0.0741850477762711,-3.3932556127890563,-3.0133276001001015,-2.2007634605352697,-0.9452513796396744,D,C,False,False
Each of the following is a step taken by a therapist who is employing systematic desensitization EXCEPT,(A) helping the client experience the desired state of relaxation through hypnosis,(B) teaching the client to relax through techniques such as deep breathing,(C) constructing a hierarchy of feared images,(D) instructing the client to picture each fearful image while maintaining a relaxed state,A,D,False,20.0,0,-3.9843177795410156,-2.4843177795410156,-2.2342190742492676,-0.48820722103118896,-0.5910621667519593,0.5290098205590859,-0.033455613713997856,0.45704415860848546,-3.3932556127890563,-3.0133276001001015,-2.2007634605352697,-0.9452513796396744,D,B,False,False
"According to Erikson, a young adult's developmental crisis centers around",(A) intimacy vs. isolation,(B) identity vs. role confusion,(C) autonomy vs. shame and guilt,(D) industry vs. inferiority,A,D,False,20.0,0,-2.468735694885254,-1.7187232971191406,-1.7186774015426636,-1.468726396560669,0.9245199179038024,1.2946043029809609,0.48208605899260615,-0.5234750169209945,-3.3932556127890563,-3.0133276001001015,-2.2007634605352697,-0.9452513796396744,D,B,False,False
"After Tamika complained to her mother about how little she has, Tamika and her mother went to a soup kitchen to volunteer to serve dinner to the homeless. After serving 120 dinners, Tamika told her mother how happy she is that they can afford to buy delicious foods she loves. Tamika's increased perception that she is happy is best explained by applying which of the following theories?",(A) relative deprivation,(B) adaptation-level,(C) Yerkes-Dodson arousal,(D) diathesis-stress,A,D,False,20.0,0,-3.8593177795410156,-3.1093177795410156,-2.3592536449432373,-0.6054115295410156,-0.46606216675195933,-0.09599017944091415,-0.15849018440796758,0.3398398500986588,-3.3932556127890563,-3.0133276001001015,-2.2007634605352697,-0.9452513796396744,D,D,False,False
"In the Harlow study of emotional attachment, infant monkeys were placed in a cage and given both a ""wire"" mother and a ""cloth"" mother. Researchers then moved a bottle of milk from one mother to the other while introducing various stimuli to see if the monkeys would form an attachment to either of the ""mothers."" In this experiment, the independent variable is","(A) with which ""mother"" the bottle of milk is placed","(B) the ""wire"" mother versus the ""cloth"" mother",(C) the preference of the infants for the source of milk,"(D) the preference of the infants for the ""wire"" mother",A,D,False,20.0,0,-3.2343480587005615,-1.7265355587005615,-2.2342803478240967,-0.7265055179595947,0.15890755408849477,1.28679204139954,-0.03351688728882696,0.2187458616800797,-3.3932556127890563,-3.0133276001001015,-2.2007634605352697,-0.9452513796396744,D,B,False,False
Which part of the brain was thought to play the most important role in the Cannon-Bard theory of emotion?,(A) thalamus,(B) hippocampus,(C) medulla,(D) association areas,A,D,False,20.0,0,-2.8437440395355225,-3.843733787536621,-2.3437232971191406,-0.5937402248382568,0.5495115732535338,-0.8304061874365196,-0.1429598365838709,0.3515111548014176,-3.3932556127890563,-3.0133276001001015,-2.2007634605352697,-0.9452513796396744,D,A,False,True
"During the manic phase of a bipolar disorder, individuals are most likely to experience",(A) high self-esteem,(B) delusions of persecution,(C) uncontrollable grief and despair,(D) visual hallucinations,A,D,False,20.0,0,-3.2187328338623047,-2.9687278270721436,-1.9686897993087769,-0.46872782707214355,0.1745227789267516,0.04459977302795792,0.23207366122649287,0.4765235525675309,-3.3932556127890563,-3.0133276001001015,-2.2007634605352697,-0.9452513796396744,D,D,False,False
Nearsightedness results from,(A) too much curvature of the cornea and lens,(B) too little curvature of the cornea and lens,(C) too much curvature of the iris and lens,(D) too little curvature of the iris and lens,A,D,False,20.0,0,-1.999987006187439,-2.9999871253967285,-2.7499687671661377,-0.7538914680480957,1.3932686066016173,0.013340474703372962,-0.549205306630868,0.19135991159157872,-3.3932556127890563,-3.0133276001001015,-2.2007634605352697,-0.9452513796396744,D,A,False,True
Which of the following disorders is most likely related to the amount of light to which a susceptible person is exposed?,(A) seasonal affective disorder,(B) claustrophobia,(C) Alzheimer's disease,(D) catatonic schizophrenia,A,D,False,20.0,0,-2.3124899864196777,-3.3124871253967285,-2.0624725818634033,-0.8085770606994629,1.0807656263693786,-0.29915952529662704,0.1382908786718664,0.13667431894021154,-3.3932556127890563,-3.0133276001001015,-2.2007634605352697,-0.9452513796396744,D,A,False,True
"You are given four lists of words to learn: 1, 2, 3, and 4. You must learn list 1, then list 2, etc. Which list(s) would cause proactive interference for remembering list 2?",(A) list 1 only,(B) list 3 only,(C) list 4 only,(D) lists 3 and 4 only,A,D,False,20.0,0,-2.812478542327881,-2.3124725818634033,-2.312425136566162,-0.8085585832595825,0.5807770704611754,0.7008550182366982,-0.11166167603089239,0.1366927963800919,-3.3932556127890563,-3.0133276001001015,-2.2007634605352697,-0.9452513796396744,D,B,False,False
Piaget proposed that children develop knowledge by,(A) constructing reality out of their own experiences,(B) participating in traditional learning environments,(C) responding to physiological changes,(D) modeling various cultural influences,A,D,False,20.0,0,-2.3281033039093018,-2.3280789852142334,-2.0780489444732666,-0.8241829872131348,1.0651523088797545,0.6852486148858681,0.12271451606200312,0.12106839242653966,-3.3932556127890563,-3.0133276001001015,-2.2007634605352697,-0.9452513796396744,D,A,False,True
