Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
1,1,social-interactions,1,antonym,1,Chao is making Yan's job easier.,Is Chao helping Yan?,Yes,20.0,0,-0.9503939151763916,-1.9584810733795166,0.24991979325811076,-0.5793841276317835,-1.2003137084345024,-1.3790969457477331,Yes,True,True,True
2,1,social-interactions,1,antonym,1,Chao is making Yan's job easier.,Is Chao hindering Yan?,No,20.0,0,-1.2459216117858887,-1.247524380683899,-0.045607903351386314,0.1315725650638342,-1.2003137084345024,-1.3790969457477331,Yes,False,False,True
3,1,social-interactions,1,antonym,2,Chao is making Yan's job harder.,Is Chao helping Yan?,No,20.0,0,-1.534952163696289,-1.0365674495697021,-0.3346384552617867,0.34252949617803097,-1.2003137084345024,-1.3790969457477331,No,True,False,True
4,1,social-interactions,1,antonym,2,Chao is making Yan's job harder.,Is Chao hindering Yan?,Yes,20.0,0,-0.8084216117858887,-2.3100242614746094,0.3918920966486137,-0.9309273157268763,-1.2003137084345024,-1.3790969457477331,Yes,True,True,True
5,2,social-interactions,2,antonym,1,Chao is assisting Yan.,Is Chao helping Yan?,Yes,20.0,0,-1.141774296760559,-1.6459810733795166,0.058539411673943276,-0.2668841276317835,-1.2003137084345024,-1.3790969457477331,Yes,True,True,True
6,2,social-interactions,2,antonym,1,Chao is assisting Yan.,Is Chao hindering Yan?,No,20.0,0,-1.566202163696289,-1.0678174495697021,-0.3658884552617867,0.31127949617803097,-1.2003137084345024,-1.3790969457477331,No,True,False,True
7,2,social-interactions,2,antonym,2,Chao is obstructing Yan.,Is Chao helping Yan?,No,20.0,0,-1.7590134143829346,-0.7670843601226807,-0.5586997059484322,0.6120125856250525,-1.2003137084345024,-1.3790969457477331,No,True,False,True
8,2,social-interactions,2,antonym,2,Chao is obstructing Yan.,Is Chao hindering Yan?,Yes,20.0,0,-1.094794750213623,-1.597452163696289,0.10551895822087931,-0.21835521794855595,-1.2003137084345024,-1.3790969457477331,Yes,True,True,True
9,3,social-interactions,3,antonym,1,Chao is removing obstacles in the path of Yan.,Is Chao helping Yan?,Yes,20.0,0,-0.9489824771881104,-1.95159912109375,0.251331231246392,-0.5725021753460169,-1.2003137084345024,-1.3790969457477331,Yes,True,True,True
10,3,social-interactions,3,antonym,1,Chao is removing obstacles in the path of Yan.,Is Chao hindering Yan?,No,20.0,0,-1.284952163696289,-1.284952163696289,-0.0846384552617867,0.09414478205144405,-1.2003137084345024,-1.3790969457477331,No,True,False,True
11,3,social-interactions,3,antonym,2,Chao is introducing obstacles in the path of Yan.,Is Chao helping Yan?,No,20.0,0,-1.1677324771881104,-1.1693603992462158,0.032581231246392006,0.2097365465015173,-1.2003137084345024,-1.3790969457477331,Yes,False,False,True
