property,prefix,Context,Question,Correct Answer,negative_sample_type,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,bias_correction,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,0,-0.02373715303838253,-4.155996799468994,0.5206418557423778,-4.700375808249754,-0.5443790087807603,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,0,-0.15367157757282257,-2.156052827835083,0.3907074312079377,-2.7004318366158433,-0.5443790087807603,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,0,-3.1864006519317627,-0.0583202987909317,-2.6420216431510024,-0.602699307571692,-0.5443790087807603,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,0,-4.65470027923584,-0.01654072292149067,-4.11032127045508,-0.560919731702251,-0.5443790087807603,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,0,-6.3738298416137695,-0.005643011536449194,-5.829450832833009,-0.5500220203172095,-0.5443790087807603,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,0,-1.6392782926559448,-0.26511359214782715,-1.0948992838751845,-0.8094926009285874,-0.5443790087807603,No,True
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,0,-2.0922000408172607,-0.1528632491827011,-1.5478210320365005,-0.6972422579634614,-0.5443790087807603,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,0,-3.4360885620117188,-0.05597756430506706,-2.8917095532309585,-0.6003565730858273,-0.5443790087807603,No,True
can affect urine,hair,'',Can hair affect urine?,No,random,0,-0.8583894968032837,-0.6715008616447449,-0.3140104880225234,-1.2158798704255052,-0.5443790087807603,Yes,False
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,0,-3.9048819541931152,-0.03111143782734871,-3.360502945412355,-0.575490446608109,-0.5443790087807603,No,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,0,-2.436467170715332,-0.1206648051738739,-1.8920881619345717,-0.6650438139546342,-0.5443790087807603,No,True
can bark,an arrow,'',Can an arrow bark?,No,random,0,-6.060997486114502,-0.008906192146241665,-5.516618477333742,-0.553285200927002,-0.5443790087807603,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,0,-0.10377456992864609,-2.7341747283935547,0.4406044388521142,-3.278553737174315,-0.5443790087807603,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,0,-0.7570017576217651,-0.8200322985649109,-0.21262274884100485,-1.3644113073456712,-0.5443790087807603,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,0,-0.03136945888400078,-3.968381643295288,0.5130095498967595,-4.512760652076048,-0.5443790087807603,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,0,-1.5842485427856445,-0.2764357924461365,-1.0398695340048842,-0.8208148012268968,-0.5443790087807603,No,True
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,0,-3.248297929763794,-0.056521181017160416,-2.7039189209830337,-0.6009001897979207,-0.5443790087807603,No,True
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,0,-3.966993808746338,-0.03198706731200218,-3.4226147999655776,-0.5763660760927625,-0.5443790087807603,No,True
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,0,-1.8268598318099976,-0.20459675788879395,-1.2824808230292373,-0.7489757666695542,-0.5443790087807603,No,True
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,0,-0.862434983253479,-0.6129055619239807,-0.3180559744727187,-1.157284570704741,-0.5443790087807603,Yes,False
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,0,-1.631834626197815,-0.2554524838924408,-1.0874556174170547,-0.7998314926732011,-0.5443790087807603,No,True
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,0,-1.545569658279419,-0.29240933060646057,-1.0011906494986587,-0.8367883393872209,-0.5443790087807603,No,True
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,0,-3.9039957523345947,-0.03715246543288231,-3.3596167435538344,-0.5815314742136426,-0.5443790087807603,No,True
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,0,-3.779493808746338,-0.03271877393126488,-3.2351147999655776,-0.5770977827120252,-0.5443790087807603,No,True
