property,prefix,Context,Question,Correct Answer,negative_sample_type,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,bias_correction,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,0,-0.0004932921146973968,-10.437494277954102,0.35981273510820744,-10.797800305177006,-0.36030602722290483,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,0,-0.0002718007890507579,-10.062492370605469,0.3600342264338541,-10.422798397828373,-0.36030602722290483,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,0,-9.937420845031738,-0.0002543926821090281,-9.577114817808834,-0.36056041990501386,-0.36030602722290483,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,0,-8.874841690063477,-0.0033462049905210733,-8.514535662840572,-0.3636522322134259,-0.36030602722290483,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,0,-14.437331199645996,-5.769740528194234e-05,-14.077025172423092,-0.3603637246281868,-0.36030602722290483,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,0,-4.812012195587158,-0.058542490005493164,-4.451706168364254,-0.418848517228398,-0.36030602722290483,No,True
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,0,-5.124373435974121,-0.006633642595261335,-4.764067408751217,-0.36693966981816617,-0.36030602722290483,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,0,-5.84321403503418,-0.10250449180603027,-5.482908007811275,-0.4628105190289351,-0.36030602722290483,No,True
can affect urine,hair,'',Can hair affect urine?,No,random,0,-0.10288167744874954,-2.35935640335083,0.2574243497741553,-2.719662430573735,-0.36030602722290483,Yes,False
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,0,-8.374619483947754,-0.06246232986450195,-8.01431345672485,-0.4227683570874068,-0.36030602722290483,No,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,0,-6.499703884124756,-0.010912895202636719,-6.1393978569018515,-0.37121892242554155,-0.36030602722290483,No,True
can bark,an arrow,'',Can an arrow bark?,No,random,0,-13.312143325805664,-0.0009644040837883949,-12.95183729858276,-0.36127043130669323,-0.36030602722290483,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,0,-0.0001705891190795228,-10.687496185302734,0.3601354381038253,-11.047802212525639,-0.36030602722290483,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,0,-0.06337416917085648,-3.8749773502349854,0.29693185805204836,-4.23528337745789,-0.36030602722290483,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,0,-0.000328065303619951,-10.749993324279785,0.3599779619192849,-11.11029935150269,-0.36030602722290483,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,0,-0.06861570477485657,-2.812464714050293,0.29169032244804827,-3.172770741273198,-0.36030602722290483,Yes,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,0,-3.1715009212493896,-0.04486095905303955,-2.811194894026485,-0.4051669862759444,-0.36030602722290483,No,True
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,0,-9.749619483947754,-0.0002822878595907241,-9.38931345672485,-0.36058831508249556,-0.36030602722290483,No,True
