Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,raw_yes_logprob,raw_no_logprob,base_yes_logprob,base_no_logprob,adjusted_yes_logprob,adjusted_no_logprob,predicted_answer,is_correct
1.0,1.0,social-interactions,1.0,antonym,1.0,Chao is making Yan's job easier.,Is Chao helping Yan?,Yes,-5.524740695953369,-4.776176929473877,-7.68366813659668,-6.55787992477417,2.1589274406433105,1.781702995300293,Yes,True
2.0,1.0,social-interactions,1.0,antonym,1.0,Chao is making Yan's job easier.,Is Chao hindering Yan?,No,-7.183421611785889,-6.6822662353515625,-7.68366813659668,-6.55787992477417,0.500246524810791,-0.12438631057739258,Yes,False
3.0,1.0,social-interactions,1.0,antonym,2.0,Chao is making Yan's job harder.,Is Chao helping Yan?,No,-6.808421611785889,-5.559322357177734,-7.68366813659668,-6.55787992477417,0.875246524810791,0.9985575675964355,No,True
4.0,1.0,social-interactions,1.0,antonym,2.0,Chao is making Yan's job harder.,Is Chao hindering Yan?,Yes,-5.777042388916016,-5.525850296020508,-7.68366813659668,-6.55787992477417,1.906625747680664,1.032029628753662,Yes,True
5.0,2.0,social-interactions,2.0,antonym,1.0,Chao is assisting Yan.,Is Chao helping Yan?,Yes,-6.556929588317871,-5.683421611785889,-7.68366813659668,-6.55787992477417,1.1267385482788086,0.8744583129882812,Yes,True
6.0,2.0,social-interactions,2.0,antonym,1.0,Chao is assisting Yan.,Is Chao hindering Yan?,No,-6.6197662353515625,-5.8697662353515625,-7.68366813659668,-6.55787992477417,1.0639019012451172,0.6881136894226074,Yes,False
7.0,2.0,social-interactions,2.0,antonym,2.0,Chao is obstructing Yan.,Is Chao helping Yan?,No,-7.309322357177734,-5.560571193695068,-7.68366813659668,-6.55787992477417,0.3743457794189453,0.9973087310791016,No,True
8.0,2.0,social-interactions,2.0,antonym,2.0,Chao is obstructing Yan.,Is Chao hindering Yan?,Yes,-5.746399879455566,-4.995921611785889,-7.68366813659668,-6.55787992477417,1.9372682571411133,1.5619583129882812,Yes,True
9.0,3.0,social-interactions,3.0,antonym,1.0,Chao is removing obstacles in the path of Yan.,Is Chao helping Yan?,Yes,-6.213676929473877,-4.964796543121338,-7.68366813659668,-6.55787992477417,1.4699912071228027,1.593083381652832,No,False
10.0,3.0,social-interactions,3.0,antonym,1.0,Chao is removing obstacles in the path of Yan.,Is Chao hindering Yan?,No,-5.684322357177734,-4.934322357177734,-7.68366813659668,-6.55787992477417,1.9993457794189453,1.6235575675964355,Yes,False
11.0,3.0,social-interactions,3.0,antonym,2.0,Chao is introducing obstacles in the path of Yan.,Is Chao helping Yan?,No,-7.213676929473877,-5.964796543121338,-7.68366813659668,-6.55787992477417,0.46999120712280273,0.593083381652832,No,True
12.0,3.0,social-interactions,3.0,antonym,2.0,Chao is introducing obstacles in the path of Yan.,Is Chao hindering Yan?,Yes,-6.183421611785889,-5.9322662353515625,-7.68366813659668,-6.55787992477417,1.500246524810791,0.6256136894226074,Yes,True
13.0,4.0,social-interactions,4.0,antonym,1.0,Chao and Yan are working with each other.,Is Chao cooperating with Yan?,Yes,-4.585399627685547,-5.086377143859863,-7.68366813659668,-6.55787992477417,3.098268508911133,1.4715027809143066,Yes,True
14.0,4.0,social-interactions,4.0,antonym,1.0,Chao and Yan are working with each other.,Is Chao competing with Yan?,No,-5.713003158569336,-5.213003158569336,-7.68366813659668,-6.55787992477417,1.9706649780273438,1.344876766204834,Yes,False
15.0,4.0,social-interactions,4.0,antonym,2.0,Chao and Yan are working against each other.,Is Chao cooperating with Yan?,No,-5.528169631958008,-4.778169631958008,-7.68366813659668,-6.55787992477417,2.155498504638672,1.779710292816162,Yes,False
16.0,4.0,social-interactions,4.0,antonym,2.0,Chao and Yan are working against each other.,Is Chao competing with Yan?,Yes,-4.804893970489502,-3.5572662353515625,-7.68366813659668,-6.55787992477417,2.8787741661071777,3.0006136894226074,No,False
17.0,5.0,social-interactions,5.0,antonym,1.0,Chao and Yan are helping each other.,Is Chao cooperating with Yan?,Yes,-4.776176929473877,-5.026176929473877,-7.68366813659668,-6.55787992477417,2.9074912071228027,1.531702995300293,Yes,True
18.0,5.0,social-interactions,5.0,antonym,1.0,Chao and Yan are helping each other.,Is Chao competing with Yan?,No,-6.2447662353515625,-4.9947662353515625,-7.68366813659668,-6.55787992477417,1.4389019012451172,1.5631136894226074,No,True
