property,prefix,Context,Question,Correct Answer,negative_sample_type,raw_yes_logprob,raw_no_logprob,base_yes_logprob,base_no_logprob,adjusted_yes_logprob,adjusted_no_logprob,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,-5.03036642074585,-9.187041282653809,-16.607324600219727,-13.47024917602539,11.576958179473877,4.283207893371582,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,-7.044825077056885,-12.79858684539795,-16.607324600219727,-13.47024917602539,9.562499523162842,0.6716623306274414,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,-6.961822032928467,-6.777296543121338,-16.607324600219727,-13.47024917602539,9.64550256729126,6.692952632904053,Yes,False
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,-6.372673988342285,-2.998400926589966,-16.607324600219727,-13.47024917602539,10.234650611877441,10.471848249435425,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,-5.931190013885498,-3.465669870376587,-16.607324600219727,-13.47024917602539,10.676134586334229,10.004579305648804,Yes,False
bruises over time,gloves,'',Does gloves bruise over time?,No,random,-4.663797378540039,-5.966542720794678,-16.607324600219727,-13.47024917602539,11.943527221679688,7.503706455230713,Yes,False
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,-5.516790390014648,-2.4457459449768066,-16.607324600219727,-13.47024917602539,11.090534210205078,11.024503231048584,Yes,True
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,-6.897363185882568,-7.652296543121338,-16.607324600219727,-13.47024917602539,9.709961414337158,5.817952632904053,Yes,False
can affect urine,hair,'',Can hair affect urine?,No,random,-5.3130693435668945,-5.816626071929932,-16.607324600219727,-13.47024917602539,11.294255256652832,7.653623104095459,Yes,False
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,-5.714271545410156,-5.089271545410156,-16.607324600219727,-13.47024917602539,10.89305305480957,8.380977630615234,Yes,False
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,-6.088676929473877,-6.182582378387451,-16.607324600219727,-13.47024917602539,10.51864767074585,7.2876667976379395,Yes,False
can bark,an arrow,'',Can an arrow bark?,No,random,-4.066626071929932,-6.271185874938965,-16.607324600219727,-13.47024917602539,12.540698528289795,7.199063301086426,Yes,False
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,-2.8671534061431885,-8.120379447937012,-16.607324600219727,-13.47024917602539,13.740171194076538,5.349869728088379,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,-2.435900926589966,-6.217464923858643,-16.607324600219727,-13.47024917602539,14.17142367362976,7.252784252166748,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,-5.372815132141113,-10.24882984161377,-16.607324600219727,-13.47024917602539,11.234509468078613,3.221419334411621,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,-2.732591152191162,-7.247815132141113,-16.607324600219727,-13.47024917602539,13.874733448028564,6.222434043884277,Yes,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,-7.998071193695068,-9.436744689941406,-16.607324600219727,-13.47024917602539,8.609253406524658,4.033504486083984,Yes,False
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,-4.616905212402344,-3.8566136360168457,-16.607324600219727,-13.47024917602539,11.990419387817383,9.613635540008545,Yes,False
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,-3.8824033737182617,-5.3072662353515625,-16.607324600219727,-13.47024917602539,12.724921226501465,8.162982940673828,Yes,False
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,-4.7369160652160645,-6.946211814880371,-16.607324600219727,-13.47024917602539,11.870408535003662,6.5240373611450195,Yes,False
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,-4.194023609161377,-6.2041401863098145,-16.607324600219727,-13.47024917602539,12.41330099105835,7.266108989715576,Yes,False
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,-4.088676929473877,-3.950448513031006,-16.607324600219727,-13.47024917602539,12.51864767074585,9.519800662994385,Yes,False
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,-6.148877143859863,-6.465035915374756,-16.607324600219727,-13.47024917602539,10.458447456359863,7.005213260650635,Yes,False
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,-5.708040237426758,-7.495659351348877,-16.607324600219727,-13.47024917602539,10.899284362792969,5.974589824676514,Yes,False
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,-4.213676929473877,-5.278531551361084,-16.607324600219727,-13.47024917602539,12.39364767074585,8.191717624664307,Yes,False
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,-4.362490653991699,-6.240243911743164,-16.607324600219727,-13.47024917602539,12.244833946228027,7.230005264282227,Yes,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,-7.046465873718262,-9.556190490722656,-16.607324600219727,-13.47024917602539,9.560858726501465,3.9140586853027344,Yes,True
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,-5.560024261474609,-6.467615604400635,-16.607324600219727,-13.47024917602539,11.047300338745117,7.002633571624756,Yes,False
