Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,raw_yes_logprob,raw_no_logprob,base_yes_logprob,base_no_logprob,adjusted_yes_logprob,adjusted_no_logprob,predicted_answer,is_correct
1.0,1.0,social-properties,1.0,antonym,1.0,Chao treats people kindly.,Is Chao friendly?,Yes,-0.3157772719860077,-1.4370694160461426,-9.994429588317871,-9.059514999389648,9.678652316331863,7.622445583343506,Yes,True
2.0,1.0,social-properties,1.0,antonym,1.0,Chao treats people kindly.,Is Chao hostile?,No,-3.905561923980713,-0.035212013870477676,-9.994429588317871,-9.059514999389648,6.088867664337158,9.02430298551917,No,True
3.0,1.0,social-properties,1.0,antonym,2.0,Chao treats people coldly.,Is Chao friendly?,No,-4.03036642074585,-0.034527260810136795,-9.994429588317871,-9.059514999389648,5.9640631675720215,9.024987738579512,No,True
4.0,1.0,social-properties,1.0,antonym,2.0,Chao treats people coldly.,Is Chao hostile?,Yes,-0.6908847093582153,-0.8161091208457947,-9.994429588317871,-9.059514999389648,9.303544878959656,8.243405878543854,Yes,True
5.0,2.0,social-properties,2.0,antonym,1.0,Chao greeted Yan.,Is Chao friendly?,Yes,-0.8978349566459656,-0.8355233073234558,-9.994429588317871,-9.059514999389648,9.096594631671906,8.223991692066193,Yes,True
6.0,2.0,social-properties,2.0,antonym,1.0,Chao greeted Yan.,Is Chao hostile?,No,-3.202488660812378,-0.08069092780351639,-9.994429588317871,-9.059514999389648,6.791940927505493,8.978824071586132,No,True
7.0,2.0,social-properties,2.0,antonym,2.0,Chao insulted Yan.,Is Chao friendly?,No,-3.4367902278900146,-0.05840883031487465,-9.994429588317871,-9.059514999389648,6.5576393604278564,9.001106169074774,No,True
8.0,2.0,social-properties,2.0,antonym,2.0,Chao insulted Yan.,Is Chao hostile?,Yes,-0.8275271058082581,-0.7027843594551086,-9.994429588317871,-9.059514999389648,9.166902482509613,8.35673063993454,Yes,True
9.0,3.0,social-properties,3.0,antonym,1.0,Chao enjoys meeting new people.,Is Chao friendly?,Yes,-0.7650271058082581,-0.7652843594551086,-9.994429588317871,-9.059514999389648,9.229402482509613,8.29423063993454,Yes,True
10.0,3.0,social-properties,3.0,antonym,1.0,Chao enjoys meeting new people.,Is Chao hostile?,No,-3.4211761951446533,-0.051869940012693405,-9.994429588317871,-9.059514999389648,6.573253393173218,9.007645059376955,No,True
11.0,3.0,social-properties,3.0,antonym,2.0,Chao avoids meeting new people.,Is Chao friendly?,No,-2.3900270462036133,-0.14221471548080444,-9.994429588317871,-9.059514999389648,7.604402542114258,8.917300283908844,No,True
