Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,raw_yes_logprob,raw_no_logprob,base_yes_logprob,base_no_logprob,adjusted_yes_logprob,adjusted_no_logprob,predicted_answer,is_correct
1.0,1.0,agent-properties,1.0,negation,1.0,Chao is looking at the wheel.,Does Chao see the wheel?,Yes,-3.132899522781372,-3.0138959884643555,-9.740243911743164,-7.456623077392578,6.607344388961792,4.442727088928223,Yes,True
2.0,1.0,agent-properties,1.0,negation,2.0,Chao is not looking at the wheel.,Does Chao see the wheel?,No,-3.5637402534484863,-3.0752761363983154,-9.740243911743164,-7.456623077392578,6.176503658294678,4.381346940994263,Yes,False
3.0,1.0,agent-properties,1.0,negation,1.0,Chao is looking at the wheel.,Does Chao not see the wheel?,No,-4.559322357177734,-3.295396089553833,-9.740243911743164,-7.456623077392578,5.18092155456543,4.161226987838745,Yes,False
4.0,1.0,agent-properties,1.0,negation,2.0,Chao is not looking at the wheel.,Does Chao not see the wheel?,Yes,-3.903169870376587,-2.9047937393188477,-9.740243911743164,-7.456623077392578,5.837074041366577,4.5518293380737305,Yes,True
5.0,2.0,agent-properties,2.0,antonym,1.0,The wheel is in front of Chao. Chao is awake.,Does Chao see the wheel?,Yes,-3.1108365058898926,-2.7480714321136475,-9.740243911743164,-7.456623077392578,6.6294074058532715,4.708551645278931,Yes,True
6.0,2.0,agent-properties,2.0,antonym,2.0,The wheel is in front of Chao. Chao is asleep.,Does Chao see the wheel?,No,-3.4866890907287598,-2.2470145225524902,-9.740243911743164,-7.456623077392578,6.253554821014404,5.209608554840088,Yes,False
7.0,2.0,agent-properties,2.0,antonym,1.0,The wheel is in front of Chao. Chao is awake.,Does Chao not see the wheel?,No,-4.370921611785889,-3.123967170715332,-9.740243911743164,-7.456623077392578,5.369322299957275,4.332655906677246,Yes,False
8.0,2.0,agent-properties,2.0,antonym,2.0,The wheel is in front of Chao. Chao is asleep.,Does Chao not see the wheel?,Yes,-4.522899627685547,-2.904132127761841,-9.740243911743164,-7.456623077392578,5.217344284057617,4.552490949630737,Yes,True
9.0,3.0,agent-properties,3.0,antonym,1.0,The wheel is in front of Chao. Chao's eyes are open.,Does Chao see the wheel?,Yes,-3.198432207107544,-2.7017781734466553,-9.740243911743164,-7.456623077392578,6.54181170463562,4.754844903945923,Yes,True
10.0,3.0,agent-properties,3.0,antonym,2.0,The wheel is in front of Chao. Chao's eyes are closed.,Does Chao see the wheel?,No,-3.302744150161743,-2.5600242614746094,-9.740243911743164,-7.456623077392578,6.437499761581421,4.896598815917969,Yes,False
11.0,3.0,agent-properties,3.0,antonym,1.0,The wheel is in front of Chao. Chao's eyes are open.,Does Chao not see the wheel?,No,-4.901483535766602,-3.13909912109375,-9.740243911743164,-7.456623077392578,4.8387603759765625,4.317523956298828,Yes,False
12.0,3.0,agent-properties,3.0,antonym,2.0,The wheel is in front of Chao. Chao's eyes are closed.,Does Chao not see the wheel?,Yes,-4.1190714836120605,-3.123297929763794,-9.740243911743164,-7.456623077392578,5.6211724281311035,4.333325147628784,Yes,True
13.0,4.0,agent-properties,4.0,antonym,1.0,The wheel is in front of Chao.,Does Chao see the wheel?,Yes,-3.596268892288208,-3.3570852279663086,-9.740243911743164,-7.456623077392578,6.143975019454956,4.0995378494262695,Yes,True
14.0,4.0,agent-properties,4.0,antonym,2.0,The wheel is behind Chao.,Does Chao see the wheel?,No,-3.3978993892669678,-3.0293805599212646,-9.740243911743164,-7.456623077392578,6.342344522476196,4.4272425174713135,Yes,False
15.0,4.0,agent-properties,4.0,antonym,1.0,The wheel is in front of Chao.,Does Chao not see the wheel?,No,-4.5565714836120605,-3.4362542629241943,-9.740243911743164,-7.456623077392578,5.1836724281311035,4.020368814468384,Yes,False
16.0,4.0,agent-properties,4.0,antonym,2.0,The wheel is behind Chao.,Does Chao not see the wheel?,Yes,-4.995921611785889,-3.358358144760132,-9.740243911743164,-7.456623077392578,4.744322299957275,4.098264932632446,Yes,True
17.0,6.0,agent-properties,5.0,antonym,1.0,The bed is in the same room as Chao. The door is closed.,Does Chao see the bed?,Yes,-3.269500970840454,-2.9322662353515625,-9.740243911743164,-7.456623077392578,6.47074294090271,4.524356842041016,Yes,True
18.0,6.0,agent-properties,5.0,antonym,2.0,The bed is in a different room than Chao. The door is closed.,Does Chao see the bed?,No,-3.055708646774292,-2.838003158569336,-9.740243911743164,-7.456623077392578,6.684535264968872,4.618619918823242,Yes,False
19.0,6.0,agent-properties,5.0,antonym,1.0,The bed is in the same room as Chao. The door is closed.,Does Chao not see the bed?,No,-4.9193501472473145,-4.62201452255249,-9.740243911743164,-7.456623077392578,4.82089376449585,2.834608554840088,Yes,False
20.0,6.0,agent-properties,5.0,antonym,2.0,The bed is in a different room than Chao. The door is closed.,Does Chao not see the bed?,Yes,-5.38633394241333,-4.9027605056762695,-9.740243911743164,-7.456623077392578,4.353909969329834,2.5538625717163086,Yes,True
