Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,raw_yes_logprob,raw_no_logprob,base_yes_logprob,base_no_logprob,adjusted_yes_logprob,adjusted_no_logprob,predicted_answer,is_correct
1.0,1.0,agent-properties,1.0,negation,1.0,Chao is looking at the wheel.,Does Chao see the wheel?,Yes,-3.590669870376587,-3.5913503170013428,-7.5904717445373535,-6.7152605056762695,3.9998018741607666,3.1239101886749268,Yes,True
2.0,1.0,agent-properties,1.0,negation,2.0,Chao is not looking at the wheel.,Does Chao see the wheel?,No,-4.121822357177734,-3.3725242614746094,-7.5904717445373535,-6.7152605056762695,3.468649387359619,3.34273624420166,Yes,False
3.0,1.0,agent-properties,1.0,negation,1.0,Chao is looking at the wheel.,Does Chao not see the wheel?,No,-4.653850555419922,-3.9038503170013428,-7.5904717445373535,-6.7152605056762695,2.9366211891174316,2.8114101886749268,Yes,False
4.0,1.0,agent-properties,1.0,negation,2.0,Chao is not looking at the wheel.,Does Chao not see the wheel?,Yes,-4.716196060180664,-3.4672000408172607,-7.5904717445373535,-6.7152605056762695,2.8742756843566895,3.248060464859009,No,False
5.0,2.0,agent-properties,2.0,antonym,1.0,The wheel is in front of Chao. Chao is awake.,Does Chao see the wheel?,Yes,-3.1843223571777344,-2.6855714321136475,-7.5904717445373535,-6.7152605056762695,4.406149387359619,4.029689073562622,Yes,True
6.0,2.0,agent-properties,2.0,antonym,2.0,The wheel is in front of Chao. Chao is asleep.,Does Chao see the wheel?,No,-3.666722059249878,-2.9194376468658447,-7.5904717445373535,-6.7152605056762695,3.9237496852874756,3.795822858810425,Yes,False
7.0,2.0,agent-properties,2.0,antonym,1.0,The wheel is in front of Chao. Chao is awake.,Does Chao not see the wheel?,No,-4.435571193695068,-3.4363298416137695,-7.5904717445373535,-6.7152605056762695,3.154900550842285,3.2789306640625,No,True
8.0,2.0,agent-properties,2.0,antonym,2.0,The wheel is in front of Chao. Chao is asleep.,Does Chao not see the wheel?,Yes,-4.6529717445373535,-3.6386661529541016,-7.5904717445373535,-6.7152605056762695,2.9375,3.076594352722168,No,False
9.0,3.0,agent-properties,3.0,antonym,1.0,The wheel is in front of Chao. Chao's eyes are open.,Does Chao see the wheel?,Yes,-3.5584216117858887,-3.3105714321136475,-7.5904717445373535,-6.7152605056762695,4.032050132751465,3.404689073562622,Yes,True
10.0,3.0,agent-properties,3.0,antonym,2.0,The wheel is in front of Chao. Chao's eyes are closed.,Does Chao see the wheel?,No,-3.791722059249878,-3.2937464714050293,-7.5904717445373535,-6.7152605056762695,3.7987496852874756,3.4215140342712402,Yes,False
11.0,3.0,agent-properties,3.0,antonym,1.0,The wheel is in front of Chao. Chao's eyes are open.,Does Chao not see the wheel?,No,-4.621822357177734,-3.6386661529541016,-7.5904717445373535,-6.7152605056762695,2.968649387359619,3.076594352722168,No,True
12.0,3.0,agent-properties,3.0,antonym,2.0,The wheel is in front of Chao. Chao's eyes are closed.,Does Chao not see the wheel?,Yes,-4.433421611785889,-3.450610399246216,-7.5904717445373535,-6.7152605056762695,3.157050132751465,3.2646501064300537,No,False
13.0,4.0,agent-properties,4.0,antonym,1.0,The wheel is in front of Chao.,Does Chao see the wheel?,Yes,-3.4478089809417725,-3.450610399246216,-7.5904717445373535,-6.7152605056762695,4.142662763595581,3.2646501064300537,Yes,True
14.0,4.0,agent-properties,4.0,antonym,2.0,The wheel is behind Chao.,Does Chao see the wheel?,No,-3.7303595542907715,-3.4819376468658447,-7.5904717445373535,-6.7152605056762695,3.860112190246582,3.233322858810425,Yes,False
15.0,4.0,agent-properties,4.0,antonym,1.0,The wheel is in front of Chao.,Does Chao not see the wheel?,No,-4.933421611785889,-4.185024261474609,-7.5904717445373535,-6.7152605056762695,2.657050132751465,2.53023624420166,Yes,False
16.0,4.0,agent-properties,4.0,antonym,2.0,The wheel is behind Chao.,Does Chao not see the wheel?,Yes,-5.589796543121338,-4.591350555419922,-7.5904717445373535,-6.7152605056762695,2.0006752014160156,2.1239099502563477,No,False
17.0,6.0,agent-properties,5.0,antonym,1.0,The bed is in the same room as Chao. The door is closed.,Does Chao see the bed?,Yes,-3.819375514984131,-3.824897289276123,-7.5904717445373535,-6.7152605056762695,3.7710962295532227,2.8903632164001465,Yes,True
18.0,6.0,agent-properties,5.0,antonym,2.0,The bed is in a different room than Chao. The door is closed.,Does Chao see the bed?,No,-3.6807847023010254,-3.9343223571777344,-7.5904717445373535,-6.7152605056762695,3.909687042236328,2.780938148498535,Yes,False
19.0,6.0,agent-properties,5.0,antonym,1.0,The bed is in the same room as Chao. The door is closed.,Does Chao not see the bed?,No,-4.900850296020508,-4.153696060180664,-7.5904717445373535,-6.7152605056762695,2.6896214485168457,2.5615644454956055,Yes,False
20.0,6.0,agent-properties,5.0,antonym,2.0,The bed is in a different room than Chao. The door is closed.,Does Chao not see the bed?,Yes,-5.1822662353515625,-4.185024261474609,-7.5904717445373535,-6.7152605056762695,2.408205509185791,2.53023624420166,No,False
21.0,7.0,agent-properties,6.0,antonym,1.0,The airplane is making sounds. The airplane is within earshot of Chao.,Does Chao hear the airplane?,Yes,-3.574897289276123,-3.5761661529541016,-7.5904717445373535,-6.7152605056762695,4.0155744552612305,3.139094352722168,Yes,True
22.0,7.0,agent-properties,6.0,antonym,2.0,The airplane is making sounds. The airplane is out of earshot of Chao.,Does Chao hear the airplane?,No,-3.637397289276123,-3.3886661529541016,-7.5904717445373535,-6.7152605056762695,3.9530744552612305,3.326594352722168,Yes,False
23.0,7.0,agent-properties,6.0,antonym,1.0,The airplane is making sounds. The airplane is within earshot of Chao.,Does Chao not hear the airplane?,No,-4.15504264831543,-3.3894362449645996,-7.5904717445373535,-6.7152605056762695,3.435429096221924,3.32582426071167,Yes,False
24.0,7.0,agent-properties,6.0,antonym,2.0,The airplane is making sounds. The airplane is out of earshot of Chao.,Does Chao not hear the airplane?,Yes,-4.34220027923584,-3.5769362449645996,-7.5904717445373535,-6.7152605056762695,3.2482714653015137,3.13832426071167,Yes,True
25.0,8.0,agent-properties,7.0,antonym,1.0,The airplane is making sounds. The airplane is in front of Chao. Chao is awake.,Does Chao hear the airplane?,Yes,-3.01409912109375,-2.26409912109375,-7.5904717445373535,-6.7152605056762695,4.5763726234436035,4.4511613845825195,Yes,True
26.0,8.0,agent-properties,7.0,antonym,2.0,The airplane is making sounds. The airplane is in front of Chao. Chao is asleep.,Does Chao hear the airplane?,No,-3.1394362449645996,-1.8894363641738892,-7.5904717445373535,-6.7152605056762695,4.451035499572754,4.82582414150238,No,True
27.0,8.0,agent-properties,7.0,antonym,1.0,The airplane is making sounds. The airplane is in front of Chao. Chao is awake.,Does Chao not hear the airplane?,No,-3.7959775924682617,-2.7957229614257812,-7.5904717445373535,-6.7152605056762695,3.794494152069092,3.9195375442504883,No,True
28.0,8.0,agent-properties,7.0,antonym,2.0,The airplane is making sounds. The airplane is in front of Chao. Chao is asleep.,Does Chao not hear the airplane?,Yes,-3.9207229614257812,-2.4209775924682617,-7.5904717445373535,-6.7152605056762695,3.6697487831115723,4.294282913208008,No,False
29.0,9.0,agent-properties,8.0,antonym,1.0,The airplane is making sounds. The airplane is in front of Chao. Chao's ears are uncovered.,Does Chao hear the airplane?,Yes,-3.1542601585388184,-2.4047000408172607,-7.5904717445373535,-6.7152605056762695,4.436211585998535,4.310560464859009,Yes,True
30.0,9.0,agent-properties,8.0,antonym,2.0,The airplane is making sounds. The airplane is in front of Chao. Chao's ears are covered.,Does Chao hear the airplane?,No,-3.4980714321136475,-2.248497724533081,-7.5904717445373535,-6.7152605056762695,4.092400312423706,4.4667627811431885,No,True
31.0,9.0,agent-properties,8.0,antonym,1.0,The airplane is making sounds. The airplane is in front of Chao. Chao's ears are uncovered.,Does Chao not hear the airplane?,No,-3.8582229614257812,-2.6084775924682617,-7.5904717445373535,-6.7152605056762695,3.7322487831115723,4.106782913208008,No,True
32.0,9.0,agent-properties,8.0,antonym,2.0,The airplane is making sounds. The airplane is in front of Chao. Chao's ears are covered.,Does Chao not hear the airplane?,Yes,-3.88909912109375,-2.3894362449645996,-7.5904717445373535,-6.7152605056762695,3.7013726234436035,4.32582426071167,No,False
33.0,10.0,agent-properties,9.0,antonym,1.0,The airplane is making sounds. The airplane is in front of Chao. Chao is wearing goggles.,Does Chao hear the airplane?,Yes,-2.70159912109375,-1.95159912109375,-7.5904717445373535,-6.7152605056762695,4.8888726234436035,4.7636613845825195,Yes,True
34.0,10.0,agent-properties,9.0,antonym,2.0,The airplane is making sounds. The airplane is in front of Chao. Chao is wearing earplugs.,Does Chao hear the airplane?,No,-3.1694376468658447,-2.4194376468658447,-7.5904717445373535,-6.7152605056762695,4.421034097671509,4.295822858810425,Yes,False
35.0,10.0,agent-properties,9.0,antonym,1.0,The airplane is making sounds. The airplane is in front of Chao. Chao is wearing goggles.,Does Chao not hear the airplane?,No,-3.3896992206573486,-2.3894362449645996,-7.5904717445373535,-6.7152605056762695,4.200772523880005,4.32582426071167,No,True
36.0,10.0,agent-properties,9.0,antonym,2.0,The airplane is making sounds. The airplane is in front of Chao. Chao is wearing earplugs.,Does Chao not hear the airplane?,Yes,-3.528695821762085,-2.2792601585388184,-7.5904717445373535,-6.7152605056762695,4.0617759227752686,4.436000347137451,No,False
37.0,11.0,agent-properties,10.0,antonym,1.0,The airplane is making sounds. The airplane is near Chao.,Does Chao hear the airplane?,Yes,-3.3886661529541016,-2.8886661529541016,-7.5904717445373535,-6.7152605056762695,4.201805591583252,3.826594352722168,Yes,True
38.0,11.0,agent-properties,10.0,antonym,2.0,The airplane is making sounds. The airplane is far from Chao.,Does Chao hear the airplane?,No,-3.7163503170013428,-3.2163503170013428,-7.5904717445373535,-6.7152605056762695,3.8741214275360107,3.4989101886749268,Yes,False
39.0,11.0,agent-properties,10.0,antonym,1.0,The airplane is making sounds. The airplane is near Chao.,Does Chao not hear the airplane?,No,-4.52970027923584,-3.51409912109375,-7.5904717445373535,-6.7152605056762695,3.0607714653015137,3.2011613845825195,No,True
40.0,11.0,agent-properties,10.0,antonym,2.0,The airplane is making sounds. The airplane is far from Chao.,Does Chao not hear the airplane?,Yes,-4.091880798339844,-3.107476234436035,-7.5904717445373535,-6.7152605056762695,3.4985909461975098,3.6077842712402344,No,False
41.0,12.0,agent-properties,11.0,antonym,1.0,The airplane is making sounds. The airplane is in the same room as Chao.,Does Chao hear the airplane?,Yes,-3.3864824771881104,-3.137397289276123,-7.5904717445373535,-6.7152605056762695,4.203989267349243,3.5778632164001465,Yes,True
42.0,12.0,agent-properties,11.0,antonym,2.0,The airplane is making sounds. The airplane is in a different room than Chao.,Does Chao hear the airplane?,No,-3.604222059249878,-3.3553595542907715,-7.5904717445373535,-6.7152605056762695,3.9862496852874756,3.359900951385498,Yes,False
43.0,12.0,agent-properties,11.0,antonym,1.0,The airplane is making sounds. The airplane is in the same room as Chao.,Does Chao not hear the airplane?,No,-4.028169631958008,-3.044976234436035,-7.5904717445373535,-6.7152605056762695,3.5623021125793457,3.6702842712402344,No,True
44.0,12.0,agent-properties,11.0,antonym,2.0,The airplane is making sounds. The airplane is in a different room than Chao.,Does Chao not hear the airplane?,Yes,-3.840669870376587,-3.3413503170013428,-7.5904717445373535,-6.7152605056762695,3.7498018741607666,3.3739101886749268,Yes,True
45.0,13.0,agent-properties,12.0,antonym,1.0,The candle is in front of Chao. Chao's nose is uncovered.,Does Chao smell the candle?,Yes,-3.9489824771881104,-3.950610399246216,-7.5904717445373535,-6.7152605056762695,3.641489267349243,2.7646501064300537,Yes,True
