Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,bias_correction,predicted_answer,is_correct
1.0,1.0,material-properties,,negation,1.0,Chao can see through the wheel.,Is the wheel transparent?,Yes,0,-0.4383516311645508,-1.062119960784912,-0.1351772325841012,-1.3652943593653617,-0.3031743985804496,Yes,True
2.0,1.0,material-properties,,negation,1.0,Chao can see through the wheel.,Is the wheel opaque?,No,0,-3.889359712600708,-0.022914012894034386,-3.586185314020258,-0.326088411474484,-0.3031743985804496,No,True
3.0,1.0,material-properties,,negation,2.0,Chao cannot see through the wheel.,Is the wheel transparent?,No,0,-3.5297937393188477,-0.032649073749780655,-3.226619340738398,-0.33582347233023024,-0.3031743985804496,No,True
4.0,1.0,material-properties,,negation,2.0,Chao cannot see through the wheel.,Is the wheel opaque?,Yes,0,-0.15456415712833405,-2.031026601791382,0.14861024145211554,-2.3342010003718316,-0.3031743985804496,Yes,True
5.0,2.0,material-properties,,material,1.0,The wheel is made of polyethylene.,Is the wheel transparent?,Yes,0,-0.9245501160621643,-0.5502989292144775,-0.6213757174817147,-0.8534733277949271,-0.3031743985804496,Yes,True
6.0,2.0,material-properties,,material,1.0,The wheel is made of polyethylene.,Is the wheel opaque?,No,0,-0.428937703371048,-1.1793937683105469,-0.12576330479059838,-1.4825681668909965,-0.3031743985804496,Yes,False
7.0,2.0,material-properties,,material,2.0,The wheel is made of bronze.,Is the wheel transparent?,No,0,-5.185571193695068,-0.008880549110472202,-4.8823967951146185,-0.3120549476909218,-0.3031743985804496,No,True
8.0,2.0,material-properties,,material,2.0,The wheel is made of bronze.,Is the wheel opaque?,Yes,0,-0.5187361836433411,-1.0230940580368042,-0.21556178506289148,-1.3262684566172538,-0.3031743985804496,Yes,True
9.0,3.0,material-properties,,antonym,1.0,The surface of the wheel is completely flat.,Is the surface of the wheel smooth?,Yes,0,-0.6513150334358215,-0.7769278883934021,-0.34814063485537194,-1.0801022869738517,-0.3031743985804496,Yes,True
10.0,3.0,material-properties,,antonym,1.0,The surface of the wheel is completely flat.,Is the surface of the wheel rough?,No,0,-5.872524261474609,-0.005948488600552082,-5.56934986289416,-0.30912288718100167,-0.3031743985804496,No,True
