question,A,B,C,D,answer,predicted_answer,is_correct,eval_split_ratio,fold,raw_oa_logprob,raw_ob_logprob,raw_oc_logprob,raw_od_logprob,corrected_oa_logprob,corrected_ob_logprob,corrected_oc_logprob,corrected_od_logprob,calib_oa_mean,calib_ob_mean,calib_oc_mean,calib_od_mean,plain_predicted_answer,kfold_predicted_answer,plain_is_correct,kfold_is_correct
How can you describe the thinking and outlook of transformational leaders?,(A) Strategic,(B) Operational,(C) Functional,(D) Developmental,A,D,False,20.0,0,-3.7204296588897705,-4.17418909072876,-3.907036781311035,-2.907036781311035,0.40176402032375336,-0.007807542880375884,-0.13920356333255768,1.5205093622207642,-4.122193679213524,-4.166381547848384,-3.7678332179784775,-4.427546143531799,D,D,False,False
What are the key characteristics of transactional leaders?,"(A) Guiding, mentoring and motivating","(B) Guiding, commanding and motivating","(C) Guiding, demonstrating and motivating","(D) Guiding, mentoring and demonstrating",A,C,False,20.0,0,-3.9482080936431885,-4.068248748779297,-3.506523609161377,-3.8726043701171875,0.1739855855703354,0.098132799069087,0.2613096088171005,0.5549417734146118,-4.122193679213524,-4.166381547848384,-3.7678332179784775,-4.427546143531799,C,D,False,False
What is the definition of a scenario in scenario planning?,(A) An imagined sequence of future events,(B) An unpredictable event,(C) A planned for event,(D) An unplanned for event,A,A,True,20.0,0,-2.3454296588897705,-4.723699569702148,-4.6068501472473145,-5.0443501472473145,1.7767640203237534,-0.5573180218537646,-0.839016929268837,-0.6168040037155151,-4.122193679213524,-4.166381547848384,-3.7678332179784775,-4.427546143531799,A,A,True,True
As what is ensuring that one individual does not carry the burden of a whole work task referred to?,(A) Work specialisation,(B) Work design,(C) Work schedule,(D) Work shift,A,B,False,20.0,0,-3.958477258682251,-3.7002084255218506,-4.6538543701171875,-4.213107585906982,0.1637164205312729,0.4661731223265333,-0.88602115213871,0.2144385576248169,-4.122193679213524,-4.166381547848384,-3.7678332179784775,-4.427546143531799,B,B,False,False
Which of these is not part of the recognised challenges for modern managers?,(A) Micro-managing the workforce,(B) Managing communications,(C) Managing change,(D) Managing the learning organisation,A,C,False,20.0,1,-4.711958408355713,-4.382617950439453,-3.847027063369751,-4.2767229080200195,-0.6468763202428818,-0.21168280144532492,-0.08483097950617458,0.04670170446236899,-4.065082088112831,-4.170935148994128,-3.7621960838635764,-4.3234246124823885,C,D,False,False
What is a virtual organisation?,(A) An organisation that uses information and communications technologies (ICT's) to coordinate activities without physical boundaries between different functions,(B) An organisation that uses internet technologies to sell products to customers,(C) An organisation that manages the supply chain using digital technologies,(D) An organisation that coordinates the workforce via video conferencing,A,A,True,20.0,1,-2.7389161586761475,-4.269500732421875,-4.226754665374756,-4.530860900878906,1.3261659294366837,-0.0985655834277468,-0.46455858151117946,-0.20743628839651773,-4.065082088112831,-4.170935148994128,-3.7621960838635764,-4.3234246124823885,A,A,True,True
What is not a characteristic of a corporate social responsibility framework?,(A) Retaining the status quo,(B) Understanding society,(C) Harnessing diversity,(D) Building capacity,A,C,False,20.0,1,-4.270796775817871,-4.0778727531433105,-3.847027063369751,-4.211958408355713,-0.20571468770503998,0.09306239585081766,-0.08483097950617458,0.11146620412667563,-4.065082088112831,-4.170935148994128,-3.7621960838635764,-4.3234246124823885,C,D,False,False
To what time-frame do strategic plans relate?,(A) Long-term,(B) Medium-term,(C) Short-term,(D) Unspecified time it takes to achieve an aim,A,D,False,20.0,1,-4.507275581359863,-4.499610900878906,-4.564901828765869,-4.319775581359863,-0.44219349324703217,-0.32867575188477804,-0.8027057449022927,0.003649031122525237,-4.065082088112831,-4.170935148994128,-3.7621960838635764,-4.3234246124823885,D,D,False,False
Which of these does not form part of the key streams identified by March (1988) in decision making in highly ambiguous environments?,(A) Expectations,(B) Choice opportunities,(C) Problems,(D) Solutions,A,C,False,20.0,2,-4.8278727531433105,-4.073358535766602,-2.936523199081421,-4.425716876983643,-0.6706483711798983,0.06889242927233408,0.9279637932777405,-0.14835997919241617,-4.157224381963412,-4.142250965038936,-3.8644869923591614,-4.277356897791226,C,C,False,False
What is not an assumption underpinning the rational decision making model?,(A) Incomplete information,(B) An agreed goal,(C) A structured problem,(D) High level of certainty regarding the environment,A,A,True,20.0,2,-2.8433609008789062,-4.070117950439453,-3.899458646774292,-4.563032150268555,1.313863481084506,0.07213301459948251,-0.034971654415130615,-0.2856752524773283,-4.157224381963412,-4.142250965038936,-3.8644869923591614,-4.277356897791226,A,A,True,True
What is the term for the set of behaviours and tasks that a member of the group is expected to perform because he or she is a member of the group?,(A) Group roles,(B) Virtual teamwork,(C) Synergy,(D) Role making,A,A,True,20.0,2,-3.1558609008789062,-4.905860900878906,-5.095249652862549,-5.1517229080200195,1.001363481084506,-0.7636099358399706,-1.2307626605033875,-0.8743660102287931,-4.157224381963412,-4.142250965038936,-3.8644869923591614,-4.277356897791226,A,A,True,True
What is a whistleblower?,(A) Someone who reports illegal or unethical acts,(B) Someone who commits illegal or unethical acts,(C) Someone who benefits from illegal or unethical acts,(D) Someone who devises illegal or unethical acts,A,A,True,20.0,2,-2.3433609008789062,-4.019500732421875,-4.2767229080200195,-4.137408256530762,1.813863481084506,0.12275023261706064,-0.41223591566085815,0.1399486412604647,-4.157224381963412,-4.142250965038936,-3.8644869923591614,-4.277356897791226,A,A,True,True
Who was a major protagonist of utilitarianism?,(A) John Stuart Mill,(B) Thomas Hobbes,(C) Karl Marx,(D) Adam Smith,A,A,True,20.0,3,-2.9728760719299316,-4.059164524078369,-4.2107744216918945,-4.0092620849609375,1.1288584371407824,0.19861604273319244,-0.48006293674310063,0.3028699209292727,-4.101734509070714,-4.257780566811562,-3.730711484948794,-4.31213200589021,A,A,True,True
