property,prefix,Context,Question,Correct Answer,negative_sample_type,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,20.0,0,-0.005980611313134432,-5.124983310699463,6.127885767586738,-3.0140548687388455,-6.133866378899873,-2.1109284419606174,Yes,True,True,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,20.0,3,-0.007647396065294743,-4.87497091293335,6.165953278046014,-2.7992606109671496,-6.1736006741113085,-2.0757103019662,Yes,True,True,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,20.0,2,-9.874903678894043,-7.46254445402883e-05,-3.6977310715587954,2.109819099374776,-6.1771726073352475,-2.109893724819316,No,True,False,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,20.0,1,-12.937397956848145,-1.1682650438160636e-05,-6.709412968681255,2.0267908454553023,-6.22798498816689,-2.0268025281057405,No,True,False,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,20.0,4,-14.749820709228516,-2.920661063399166e-05,-8.499305876436646,1.9853530033120916,-6.25051483279187,-1.9853822099227256,No,True,False,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,20.0,3,-8.12476921081543,-0.00046193916932679713,-1.9511685367041212,2.075248362796873,-6.1736006741113085,-2.0757103019662,No,True,False,True
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,20.0,0,-4.874820709228516,-0.007706525735557079,1.259045669671357,2.1032219162250603,-6.133866378899873,-2.1109284419606174,No,False,False,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,20.0,3,-8.68735122680664,-0.0002051597402896732,-2.513750552695332,2.0755051422259103,-6.1736006741113085,-2.0757103019662,No,True,False,True
can affect urine,hair,'',Can hair affect urine?,No,random,20.0,0,-3.7811057567596436,-0.023625614121556282,2.352760622140229,2.087302827839061,-6.133866378899873,-2.1109284419606174,No,True,True,False
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,20.0,0,-14.18735122680664,-2.0027269783895463e-05,-8.053484847906768,2.1109084146908335,-6.133866378899873,-2.1109284419606174,No,True,False,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,20.0,1,-9.999820709228516,-9.203028457704931e-05,-3.771835721061626,2.0267104978211634,-6.22798498816689,-2.0268025281057405,No,True,False,True
can bark,an arrow,'',Can an arrow bark?,No,random,20.0,4,-14.37489128112793,-1.7523823771625757e-05,-8.12437644833606,1.985364686098954,-6.25051483279187,-1.9853822099227256,No,True,False,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,20.0,0,-0.0003062492178287357,-8.49997615814209,6.133560129682044,-6.389047716181473,-6.133866378899873,-2.1109284419606174,Yes,True,True,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,20.0,3,-2.265453815460205,-0.14152050018310547,3.9081468586511035,1.9341898017830945,-6.1736006741113085,-2.0757103019662,No,True,True,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,20.0,3,-3.731306060217321e-05,-11.749979019165039,6.173563361050706,-9.674268717198839,-6.1736006741113085,-2.0757103019662,Yes,True,True,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,20.0,0,-7.749796390533447,-0.0004962714738212526,-1.6159300116335746,2.110432170486796,-6.133866378899873,-2.1109284419606174,No,True,False,True
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,20.0,1,-10.437309265136719,-5.817493365611881e-05,-4.209324276969829,2.0267443531720843,-6.22798498816689,-2.0268025281057405,No,True,False,True
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,20.0,0,-12.812309265136719,-3.731288597919047e-05,-6.678442886236846,2.110891129074638,-6.133866378899873,-2.1109284419606174,No,True,False,True
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,20.0,3,-5.874841690063477,-0.0030422236304730177,0.29875898404783197,2.072668078335727,-6.1736006741113085,-2.0757103019662,No,True,False,True
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,20.0,3,-11.437383651733398,-4.9591297283768654e-05,-5.26378297762209,2.075660710668916,-6.1736006741113085,-2.0757103019662,No,True,False,True
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,20.0,2,-10.312383651733398,-9.238753409590572e-05,-4.135211044398151,2.1098013372852202,-6.1771726073352475,-2.109893724819316,No,True,False,True
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,20.0,2,-11.187254905700684,-4.6969369577709585e-05,-5.010082298365436,2.1098467554497384,-6.1771726073352475,-2.109893724819316,No,True,False,True
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,20.0,2,-14.624738693237305,-4.0412574890069664e-05,-8.447566085902057,2.109853312244426,-6.1771726073352475,-2.109893724819316,No,True,False,True
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,20.0,3,-15.124796867370605,-2.0504294298007153e-05,-8.951196193259296,2.075689797671902,-6.1736006741113085,-2.0757103019662,No,True,False,True
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,20.0,3,-13.812309265136719,-2.3723026970401406e-05,-7.63870859102541,2.0756865789392296,-6.1736006741113085,-2.0757103019662,No,True,False,True
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,20.0,4,-0.007818343117833138,-4.874959945678711,6.242696489674037,-2.889577735755985,-6.25051483279187,-1.9853822099227256,Yes,True,True,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,20.0,1,-3.2811057567596436,-0.03824198618531227,2.9468792314072463,1.9885605419204282,-6.22798498816689,-2.0268025281057405,No,False,True,True
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,20.0,0,-11.124820709228516,-7.152637408580631e-05,-4.990954330328643,2.1108569155865315,-6.133866378899873,-2.1109284419606174,No,True,False,True
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,20.0,1,-0.0032100703101605177,-5.8749518394470215,6.224774917856729,-3.848149311341281,-6.22798498816689,-2.0268025281057405,Yes,True,True,True
can be baked,a bean,'',Can a bean be baked?,Yes,random,20.0,2,-1.4061859846115112,-0.2812157869338989,4.770986622723736,1.8286779378854172,-6.1771726073352475,-2.109893724819316,No,False,True,True
can be baked,broccoli,'',Can broccoli be baked?,No,random,20.0,2,-0.07904589176177979,-2.5780932903289795,6.098126715573468,-0.46819956550966335,-6.1771726073352475,-2.109893724819316,Yes,False,True,False
