property,prefix,Context,Question,Correct Answer,negative_sample_type,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,20.0,0,-0.6870416402816772,-0.8123204708099365,0.5984825544414065,-0.2831978368395496,-1.2855241947230838,-0.529122633970387,Yes,True,True,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,20.0,3,-0.8276876211166382,-0.702918291091919,0.4618399104369537,-0.1749190477388246,-1.289527531553592,-0.5279992433530943,No,False,True,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,20.0,2,-1.6793546676635742,-0.30843591690063477,-0.39360999220183923,0.2214605696188907,-1.285744675461735,-0.5298964865195255,No,True,False,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,20.0,1,-1.5777140855789185,-0.32595232129096985,-0.2850287100034101,0.20027806412960802,-1.2926853755755083,-0.5262303854205779,No,True,False,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,20.0,4,-2.640213966369629,-0.1374892145395279,-1.3512077868871746,0.3885189958715013,-1.2890061794824543,-0.5260082104110292,No,True,False,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,20.0,3,-1.1635857820510864,-0.5427426099777222,0.12594174950250547,-0.01474336662462783,-1.289527531553592,-0.5279992433530943,No,True,True,False
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,20.0,0,-1.3663893938064575,-0.3647199869155884,-0.08086519908337375,0.16440264705479857,-1.2855241947230838,-0.529122633970387,No,False,False,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,20.0,3,-1.0620694160461426,-0.5662260055541992,0.22745811550744932,-0.03822676220110488,-1.289527531553592,-0.5279992433530943,No,True,True,False
can affect urine,hair,'',Can hair affect urine?,No,random,20.0,0,-1.1791720390319824,-0.5505386590957642,0.10635215569110135,-0.021416025125377214,-1.2855241947230838,-0.529122633970387,No,True,True,False
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,20.0,0,-1.3198504447937012,-0.4431275427341461,-0.0343262500706174,0.08599509123624083,-1.2855241947230838,-0.529122633970387,No,True,False,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,20.0,1,-1.0698504447937012,-0.5701198577880859,0.22283493078180716,-0.043889472367508064,-1.2926853755755083,-0.5262303854205779,No,True,True,False
can bark,an arrow,'',Can an arrow bark?,No,random,20.0,4,-2.4057769775390625,-0.14920558035373688,-1.1167707980566082,0.3768026300572923,-1.2890061794824543,-0.5260082104110292,No,True,False,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,20.0,0,-0.6049593687057495,-1.2341747283935547,0.6805648260173343,-0.7050520944231677,-1.2855241947230838,-0.529122633970387,Yes,True,True,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,20.0,3,-0.9917032718658447,-0.741985559463501,0.2978242596877472,-0.21398631611040664,-1.289527531553592,-0.5279992433530943,No,True,True,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,20.0,3,-0.5971508026123047,-1.1013637781143188,0.6923767289412872,-0.5733645347612245,-1.289527531553592,-0.5279992433530943,Yes,True,True,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,20.0,0,-1.4135550260543823,-0.41382279992103577,-0.12803083133129856,0.11529983404935118,-1.2855241947230838,-0.529122633970387,No,True,False,True
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,20.0,1,-1.8667861223220825,-0.2390909343957901,-0.5741007467465742,0.2871394510247878,-1.2926853755755083,-0.5262303854205779,No,True,False,True
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,20.0,0,-1.4214510917663574,-0.4197341501712799,-0.13592689704327365,0.10938848379910704,-1.2855241947230838,-0.529122633970387,No,True,False,True
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,20.0,3,-1.085405707359314,-0.5896346569061279,0.20412182419427793,-0.06163541355303359,-1.289527531553592,-0.5279992433530943,No,True,True,False
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,20.0,3,-1.507288932800293,-0.3825801908969879,-0.21776140124670107,0.14541905245610642,-1.289527531553592,-0.5279992433530943,No,True,False,True
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,20.0,2,-1.2495120763778687,-0.49589112401008606,0.036232599083866335,0.03400536250943942,-1.285744675461735,-0.5298964865195255,No,True,True,False
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,20.0,2,-1.319788932800293,-0.4470328390598297,-0.03404425733855798,0.08286364745969577,-1.285744675461735,-0.5298964865195255,No,True,False,True
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,20.0,2,-2.03067946434021,-0.28099682927131653,-0.744934788878475,0.24889965724820895,-1.285744675461735,-0.5298964865195255,No,True,False,True
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,20.0,3,-1.7808057069778442,-0.2830175459384918,-0.49127817542425234,0.24498169741460252,-1.289527531553592,-0.5279992433530943,No,True,False,True
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,20.0,3,-1.3120416402816772,-0.43923619389533997,-0.022514108728085347,0.08876304945775437,-1.289527531553592,-0.5279992433530943,No,True,False,True
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,20.0,4,-0.6831371784210205,-0.9334033727645874,0.6058690010614338,-0.4073951623535582,-1.2890061794824543,-0.5260082104110292,Yes,True,True,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,20.0,1,-1.0464767217636108,-0.5506144762039185,0.2462086538118975,-0.024384090783340584,-1.2926853755755083,-0.5262303854205779,No,False,True,True
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,20.0,0,-1.4995120763778687,-0.3728438913822174,-0.21398788165478488,0.15627874258816954,-1.2855241947230838,-0.529122633970387,No,True,False,True
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,20.0,1,-1.132288932800293,-0.6325322985649109,0.16039644277521536,-0.10630191314433302,-1.2926853755755083,-0.5262303854205779,No,False,True,True
can be baked,a bean,'',Can a bean be baked?,Yes,random,20.0,2,-0.9917860627174377,-0.6169978380203247,0.29395861274429724,-0.08710135150079923,-1.285744675461735,-0.5298964865195255,No,False,True,True
can be baked,broccoli,'',Can broccoli be baked?,No,random,20.0,2,-0.7222625613212585,-0.8474920988082886,0.5634821141404764,-0.3175956122887631,-1.285744675461735,-0.5298964865195255,Yes,False,True,False
