Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,yes_logprob,no_logprob,predicted_answer,is_correct
1,1,material-properties,,negation,1,Chao can see through the wheel.,Is the wheel transparent?,Yes,-1.266774296760559,-1.5202845335006714,Yes,True
2,1,material-properties,,negation,1,Chao can see through the wheel.,Is the wheel opaque?,No,-1.7120347023010254,-1.2155722379684448,No,True
3,1,material-properties,,negation,2,Chao cannot see through the wheel.,Is the wheel transparent?,No,-1.532294750213623,-1.534952163696289,Yes,False
4,1,material-properties,,negation,2,Chao cannot see through the wheel.,Is the wheel opaque?,Yes,-1.4775543212890625,-1.4802324771881104,Yes,True
5,2,material-properties,,material,1,The wheel is made of polyethylene.,Is the wheel transparent?,Yes,-1.3428807258605957,-1.347452163696289,Yes,True
6,2,material-properties,,material,1,The wheel is made of polyethylene.,Is the wheel opaque?,No,-1.454274296760559,-1.2068907022476196,No,True
7,2,material-properties,,material,2,The wheel is made of bronze.,Is the wheel transparent?,No,-1.4307847023010254,-1.4322662353515625,Yes,False
8,2,material-properties,,material,2,The wheel is made of bronze.,Is the wheel opaque?,Yes,-1.4053807258605957,-1.408787727355957,Yes,True
9,3,material-properties,,antonym,1,The surface of the wheel is completely flat.,Is the surface of the wheel smooth?,Yes,-1.1866307258605957,-1.690037727355957,Yes,True
10,3,material-properties,,antonym,1,The surface of the wheel is completely flat.,Is the surface of the wheel rough?,No,-1.532294750213623,-1.283787727355957,No,True
11,3,material-properties,,antonym,2,The surface of the wheel is somewhat bumpy.,Is the surface of the wheel smooth?,No,-1.3196436166763306,-1.5715134143829346,Yes,False
12,3,material-properties,,antonym,2,The surface of the wheel is somewhat bumpy.,Is the surface of the wheel rough?,Yes,-1.3586397171020508,-1.6119942665100098,Yes,True
13,4,material-properties,,material,1,The wheel is made of polyethylene.,Is the surface of the wheel smooth?,Yes,-1.3116307258605957,-1.565037727355957,Yes,True
14,4,material-properties,,material,1,The wheel is made of polyethylene.,Is the surface of the wheel rough?,No,-1.3196436166763306,-1.5715134143829346,Yes,False
15,4,material-properties,,material,2,The wheel is made of concrete.,Is the surface of the wheel smooth?,No,-1.298024296760559,-1.5506407022476196,Yes,False
16,4,material-properties,,material,2,The wheel is made of concrete.,Is the surface of the wheel rough?,Yes,-1.423024296760559,-1.4256407022476196,Yes,True
17,5,material-properties,,antonym,1,Chao squeezed the wheel. It changed its shape.,Is the wheel soft?,Yes,-1.4557442665100098,-1.4577845335006714,Yes,True
18,5,material-properties,,antonym,1,Chao squeezed the wheel. It changed its shape.,Is the wheel hard?,No,-1.5417221784591675,-1.5437464714050293,Yes,False
19,5,material-properties,,antonym,2,Chao squeezed the wheel. It kept its shape.,Is the wheel soft?,No,-1.6432442665100098,-1.6443907022476196,Yes,False
20,5,material-properties,,antonym,2,Chao squeezed the wheel. It kept its shape.,Is the wheel hard?,Yes,-1.7369942665100098,-1.4890345335006714,No,False
21,6,material-properties,,material,1,The wheel is made of flannel.,Is the wheel soft?,Yes,-1.3213043212890625,-1.5739824771881104,Yes,True
22,6,material-properties,,material,1,The wheel is made of flannel.,Is the wheel hard?,No,-1.5870347023010254,-1.3396716117858887,No,True
23,6,material-properties,,material,2,The wheel is made of bronze.,Is the wheel soft?,No,-1.3273897171020508,-1.5807442665100098,Yes,False
24,6,material-properties,,material,2,The wheel is made of bronze.,Is the wheel hard?,Yes,-1.298024296760559,-1.5494942665100098,Yes,True
25,7,material-properties,,antonym,1,Chao squeezed the wheel. It changed its shape.,Is the surface of the wheel soft?,Yes,-1.4557442665100098,-1.7068907022476196,Yes,True
26,7,material-properties,,antonym,1,Chao squeezed the wheel. It changed its shape.,Is the surface of the wheel hard?,No,-1.5715134143829346,-1.5749964714050293,Yes,False
27,7,material-properties,,antonym,2,Chao squeezed the wheel. It kept its shape.,Is the surface of the wheel soft?,No,-1.8213043212890625,-1.5739824771881104,No,True
