Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,raw_yes_logprob,raw_no_logprob,base_yes_logprob,base_no_logprob,adjusted_yes_logprob,adjusted_no_logprob,predicted_answer,is_correct
1.0,1.0,social-relations,1.0,negation,1.0,Chao knows Yan.,Are Chao and Yan friends?,Yes,-4.204559803009033,-4.96364164352417,-8.882797241210938,-7.881962299346924,4.678237438201904,2.918320655822754,Yes,True
2.0,1.0,social-relations,1.0,negation,1.0,Chao knows Yan.,Are Chao and Yan strangers?,No,-4.004825115203857,-2.5162594318389893,-8.882797241210938,-7.881962299346924,4.87797212600708,5.365702867507935,No,True
3.0,1.0,social-relations,1.0,negation,2.0,Chao doesn't know Yan.,Are Chao and Yan friends?,No,-4.532167911529541,-4.032167911529541,-8.882797241210938,-7.881962299346924,4.3506293296813965,3.849794387817383,Yes,False
4.0,1.0,social-relations,1.0,negation,2.0,Chao doesn't know Yan.,Are Chao and Yan strangers?,Yes,-3.7281689643859863,-3.7281689643859863,-8.882797241210938,-7.881962299346924,5.154628276824951,4.1537933349609375,Yes,True
5.0,2.0,social-relations,2.0,antonym,1.0,Chao is warm toward Yan.,Are Chao and Yan friends?,Yes,-4.668812274932861,-5.437514781951904,-8.882797241210938,-7.881962299346924,4.213984966278076,2.4444475173950195,Yes,True
6.0,2.0,social-relations,2.0,antonym,1.0,Chao is warm toward Yan.,Are Chao and Yan strangers?,No,-4.312490940093994,-2.319460391998291,-8.882797241210938,-7.881962299346924,4.570306301116943,5.562501907348633,No,True
8.0,2.0,social-relations,2.0,antonym,2.0,Chao is indifferent toward Yan.,Are Chao and Yan strangers?,Yes,-4.352413654327393,-3.366485357284546,-8.882797241210938,-7.881962299346924,4.530383586883545,4.515476942062378,Yes,True
9.0,3.0,social-relations,3.0,other,1.0,Chao likes Yan.,Are Chao and Yan friends?,Yes,-4.697014331817627,-5.708448886871338,-8.882797241210938,-7.881962299346924,4.1857829093933105,2.173513412475586,Yes,True
10.0,3.0,social-relations,3.0,other,1.0,Chao likes Yan.,Are Chao and Yan strangers?,No,-4.6096906661987305,-4.121125221252441,-8.882797241210938,-7.881962299346924,4.273106575012207,3.7608370780944824,Yes,False
13.0,4.0,social-relations,4.0,antonym,1.0,Chao enjoys spending time with Yan.,Are Chao and Yan friends?,Yes,-4.46447229385376,-5.968804836273193,-8.882797241210938,-7.881962299346924,4.418324947357178,1.9131574630737305,Yes,True
14.0,4.0,social-relations,4.0,antonym,1.0,Chao enjoys spending time with Yan.,Are Chao and Yan strangers?,No,-4.338825702667236,-2.8459277153015137,-8.882797241210938,-7.881962299346924,4.543971538543701,5.03603458404541,No,True
16.0,4.0,social-relations,4.0,antonym,2.0,Chao is indifferent about spending time with Yan.,Are Chao and Yan strangers?,Yes,-4.198916912078857,-2.7103514671325684,-8.882797241210938,-7.881962299346924,4.68388032913208,5.1716108322143555,No,False
17.0,5.0,social-relations,5.0,antonym,1.0,Chao likes Yan.,Is Chao Yan's friend?,Yes,-4.2035417556762695,-5.710989952087402,-8.882797241210938,-7.881962299346924,4.679255485534668,2.1709723472595215,Yes,True
18.0,5.0,social-relations,5.0,antonym,1.0,Chao likes Yan.,Is Chao Yan's enemy?,No,-3.5273876190185547,-4.530503273010254,-8.882797241210938,-7.881962299346924,5.355409622192383,3.35145902633667,Yes,False
19.0,5.0,social-relations,5.0,antonym,2.0,Chao hates Yan.,Is Chao Yan's friend?,No,-4.295095443725586,-5.920095443725586,-8.882797241210938,-7.881962299346924,4.587701797485352,1.961866855621338,Yes,False
20.0,5.0,social-relations,5.0,antonym,2.0,Chao hates Yan.,Is Chao Yan's enemy?,Yes,-3.526596784591675,-5.029712200164795,-8.882797241210938,-7.881962299346924,5.356200456619263,2.852250099182129,Yes,True
21.0,6.0,social-relations,6.0,antonym,1.0,Chao enjoys spending time with Yan.,Is Chao Yan's friend?,Yes,-3.978785991668701,-6.979759216308594,-8.882797241210938,-7.881962299346924,4.904011249542236,0.9022030830383301,Yes,True
