task,QID,AnsRefIDs,Context,Question,Correct Answer,yes_logprob,no_logprob,predicted_answer,is_correct
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the hallway?,Yes,-0.9910263419151306,-0.48933178186416626,No,False
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the bathroom?,No,-1.3271992206573486,-0.32917898893356323,No,True
qa1,6,[1],John travelled to the kitchen.,Is John in the kitchen?,Yes,-0.9871246218681335,-0.4873804450035095,No,False
qa1,6,[1],John travelled to the kitchen.,Is John in the hallway?,No,-0.991283118724823,-0.491283118724823,No,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the kitchen?,Yes,-0.7061304450035095,-0.7063295841217041,Yes,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the garden?,No,-1.7102106809616089,-0.21331694722175598,No,True
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bathroom?,Yes,-0.9873804450035095,-0.48712462186813354,No,False
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bedroom?,No,-1.3274039030075073,-0.3254522383213043,No,True
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the office?,Yes,-0.9873804450035095,-0.48953139781951904,No,False
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the hallway?,No,-0.991283118724823,-0.49148309230804443,No,True
qa1,15,[11],John moved to the bathroom.,Is John in the bathroom?,Yes,-0.9836760759353638,-0.48367607593536377,No,False
qa1,15,[11],John moved to the bathroom.,Is John in the office?,No,-1.3274039030075073,-0.32719916105270386,No,True
qa1,15,[11],Sandra went back to the bathroom.,Is Sandra in the bathroom?,Yes,-0.991283118724823,-0.48907551169395447,No,False
qa1,15,[11],Sandra went back to the bathroom.,Is Sandra in the kitchen?,No,-1.3274039030075073,-0.3254522383213043,No,True
qa1,12,[10],Mary went to the bathroom.,Is Mary in the bathroom?,Yes,-0.9873804450035095,-0.48712462186813354,No,False
qa1,12,[10],Mary went to the bathroom.,Is Mary in the kitchen?,No,-1.3274039030075073,-0.32917898893356323,No,True
qa1,3,[1],John moved to the bathroom.,Is John in the bathroom?,Yes,-0.9836760759353638,-0.48367607593536377,No,False
qa1,3,[1],John moved to the bathroom.,Is John in the garden?,No,-1.7102106809616089,-0.21429291367530823,No,True
qa1,3,[2],Mary moved to the bedroom.,Is Mary in the bedroom?,Yes,-0.9834776520729065,-0.48542898893356323,No,False
qa1,3,[2],Mary moved to the bedroom.,Is Mary in the hallway?,No,-1.3271992206573486,-0.32365933060646057,No,True
qa1,9,[7],Mary moved to the hallway.,Is Mary in the hallway?,Yes,-0.9836760759353638,-0.48383060097694397,No,False
qa1,9,[7],Mary moved to the hallway.,Is Mary in the bedroom?,No,-0.9877347350120544,-0.4875795841217041,No,True
qa1,3,[2],Sandra travelled to the bathroom.,Is Sandra in the bathroom?,Yes,-1.3269363641738892,-0.3254522383213043,No,False
qa1,3,[2],Sandra travelled to the bathroom.,Is Sandra in the hallway?,No,-0.9875795841217041,-0.4856278896331787,No,True
qa1,15,[13],Mary went back to the bathroom.,Is Mary in the bathroom?,Yes,-0.9871246218681335,-0.48907551169395447,No,False
qa1,15,[13],Mary went back to the bathroom.,Is Mary in the bedroom?,No,-1.3271992206573486,-0.32719916105270386,No,True
qa1,9,[5],Daniel journeyed to the office.,Is Daniel in the office?,Yes,-0.7063295841217041,-0.7061304450035095,No,False
qa1,9,[5],Daniel journeyed to the office.,Is Daniel in the hallway?,No,-0.7063295841217041,-0.7061304450035095,No,True
qa1,15,[13],Daniel went to the garden.,Is Daniel in the garden?,Yes,-1.3269363641738892,-0.3254522383213043,No,False
qa1,15,[13],Daniel went to the garden.,Is Daniel in the bathroom?,No,-1.3271992206573486,-0.3269729018211365,No,True
qa1,12,[8],Sandra moved to the garden.,Is Sandra in the garden?,Yes,-0.9836760759353638,-0.48367607593536377,No,False
qa1,12,[8],Sandra moved to the garden.,Is Sandra in the bedroom?,No,-0.9875795841217041,-0.48907551169395447,No,True
qa1,6,[1],Daniel went back to the hallway.,Is Daniel in the hallway?,Yes,-0.9836760759353638,-0.48367607593536377,No,False
qa1,6,[1],Daniel went back to the hallway.,Is Daniel in the kitchen?,No,-1.3271992206573486,-0.3293778896331787,No,True
qa1,3,[2],Daniel journeyed to the hallway.,Is Daniel in the hallway?,Yes,-0.9910263419151306,-0.491283118724823,No,False
qa1,3,[2],Daniel journeyed to the hallway.,Is Daniel in the office?,No,-0.9875795841217041,-0.4875795841217041,No,True
qa1,6,[2],Daniel journeyed to the hallway.,Is Daniel in the hallway?,Yes,-0.9910263419151306,-0.491283118724823,No,False
qa1,6,[2],Daniel journeyed to the hallway.,Is Daniel in the kitchen?,No,-1.3271992206573486,-0.3272276520729065,No,True
qa1,6,[5],Sandra journeyed to the garden.,Is Sandra in the garden?,Yes,-0.9873804450035095,-0.4873804450035095,No,False
qa1,6,[5],Sandra journeyed to the garden.,Is Sandra in the hallway?,No,-0.9875795841217041,-0.48542898893356323,No,True
qa1,15,[11],John journeyed to the garden.,Is John in the garden?,Yes,-0.9873804450035095,-0.48933178186416626,No,False
