task,QID,AnsRefIDs,Context,Question,Correct Answer,yes_logprob,no_logprob,predicted_answer,is_correct
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the hallway?,Yes,-1.312341570854187,-0.31437814235687256,No,False
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the bathroom?,No,-1.7029995918273926,-0.20404231548309326,No,True
qa1,6,[1],John travelled to the kitchen.,Is John in the kitchen?,Yes,-0.47644197940826416,-0.9764419794082642,Yes,True
qa1,6,[1],John travelled to the kitchen.,Is John in the hallway?,No,-0.47648942470550537,-0.9764894247055054,Yes,False
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the kitchen?,Yes,-0.31432950496673584,-1.312403917312622,Yes,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the garden?,No,-1.7030489444732666,-0.2021024227142334,No,True
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bathroom?,Yes,-0.6952155828475952,-0.6952155828475952,No,False
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bedroom?,No,-1.312376618385315,-0.3163098096847534,No,True
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the office?,Yes,-0.6951881647109985,-0.6951881647109985,No,False
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the hallway?,No,-0.6990939378738403,-0.6991214752197266,Yes,False
qa1,15,[11],John moved to the bathroom.,Is John in the bathroom?,Yes,-0.6951881647109985,-0.6952155828475952,Yes,True
qa1,15,[11],John moved to the bathroom.,Is John in the office?,No,-1.7030489444732666,-0.2021024227142334,No,True
qa1,15,[11],Sandra went back to the bathroom.,Is Sandra in the bathroom?,Yes,-0.9764077663421631,-0.4764077663421631,No,False
qa1,15,[11],Sandra went back to the bathroom.,Is Sandra in the kitchen?,No,-0.980347752571106,-0.47842156887054443,No,True
qa1,12,[10],Mary went to the bathroom.,Is Mary in the bathroom?,Yes,-0.6952155828475952,-0.6952155828475952,No,False
qa1,12,[10],Mary went to the bathroom.,Is Mary in the kitchen?,No,-1.3201881647109985,-0.316331148147583,No,True
