Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
1,1,social-properties,1,antonym,1,Chao treats people kindly.,Is Chao friendly?,Yes,20.0,0,-0.06235732138156891,-3.1618521213531494,1.0545514681344401,-2.2470415159578208,-1.116908789516009,-0.9148106053953284,Yes,True,True,True
2,1,social-properties,1,antonym,1,Chao treats people kindly.,Is Chao hostile?,No,20.0,0,-3.481673002243042,-0.04522544518113136,-2.364764212727033,0.8695851602141971,-1.116908789516009,-0.9148106053953284,No,True,False,True
3,1,social-properties,1,antonym,2,Chao treats people coldly.,Is Chao friendly?,No,20.0,0,-3.4718804359436035,-0.04527799412608147,-2.3549716464275945,0.869532611269247,-1.116908789516009,-0.9148106053953284,No,True,False,True
4,1,social-properties,1,antonym,2,Chao treats people coldly.,Is Chao hostile?,Yes,20.0,0,-0.20150232315063477,-1.8411599397659302,0.9154064663653743,-0.9263493343706017,-1.116908789516009,-0.9148106053953284,Yes,True,True,True
5,2,social-properties,2,antonym,1,Chao greeted Yan.,Is Chao friendly?,Yes,20.0,0,-0.2912268340587616,-1.6044697761535645,0.8256819554572474,-0.689659170758236,-1.116908789516009,-0.9148106053953284,Yes,True,True,True
6,2,social-properties,2,antonym,1,Chao greeted Yan.,Is Chao hostile?,No,20.0,0,-1.7411818504333496,-0.22593872249126434,-0.6242730609173406,0.6888718829040641,-1.116908789516009,-0.9148106053953284,No,True,False,True
7,2,social-properties,2,antonym,2,Chao insulted Yan.,Is Chao friendly?,No,20.0,0,-2.11922550201416,-0.15171615779399872,-1.0023167124981511,0.7630944476013297,-1.116908789516009,-0.9148106053953284,No,True,False,True
8,2,social-properties,2,antonym,2,Chao insulted Yan.,Is Chao hostile?,Yes,20.0,0,-0.28702855110168457,-1.5156731605529785,0.8298802384143245,-0.6008625551576501,-1.116908789516009,-0.9148106053953284,Yes,True,True,True
9,3,social-properties,3,antonym,1,Chao enjoys meeting new people.,Is Chao friendly?,Yes,20.0,0,-0.08926483988761902,-2.8489913940429688,1.02764394962839,-1.9341807886476403,-1.116908789516009,-0.9148106053953284,Yes,True,True,True
10,3,social-properties,3,antonym,1,Chao enjoys meeting new people.,Is Chao hostile?,No,20.0,0,-2.2883870601654053,-0.12508884072303772,-1.1714782706493962,0.7897217646722907,-1.116908789516009,-0.9148106053953284,No,True,False,True
11,3,social-properties,3,antonym,2,Chao avoids meeting new people.,Is Chao friendly?,No,20.0,0,-2.6674511432647705,-0.08866564929485321,-1.5505423537487615,0.8261449561004752,-1.116908789516009,-0.9148106053953284,No,True,False,True
12,3,social-properties,3,antonym,2,Chao avoids meeting new people.,Is Chao hostile?,Yes,20.0,0,-0.6244533061981201,-0.8285545706748962,0.4924554833178889,0.0862560347204322,-1.116908789516009,-0.9148106053953284,Yes,True,True,True
13,4,social-properties,4,other,1,Chao gave Yan a gift.,Is Chao friendly?,Yes,20.0,0,-0.32575270533561707,-1.543752670288086,0.791156084180392,-0.6289420648927575,-1.116908789516009,-0.9148106053953284,Yes,True,True,True
14,4,social-properties,4,other,1,Chao gave Yan a gift.,Is Chao hostile?,No,20.0,0,-1.4590959548950195,-0.30571526288986206,-0.3421871653790105,0.6090953425054664,-1.116908789516009,-0.9148106053953284,No,True,False,True
15,4,social-properties,4,other,2,Chao gave Yan a glare.,Is Chao friendly?,No,20.0,0,-2.4957776069641113,-0.10934913158416748,-1.3788688174481023,0.805461473811161,-1.116908789516009,-0.9148106053953284,No,True,False,True
16,4,social-properties,4,other,2,Chao gave Yan a glare.,Is Chao hostile?,Yes,20.0,0,-0.3465162515640259,-1.3821673393249512,0.7703925379519831,-0.46735673392962274,-1.116908789516009,-0.9148106053953284,Yes,True,True,True
17,5,social-properties,5,antonym,1,Chao is reliable.,Is Chao trustworthy?,Yes,20.0,0,-0.1463797390460968,-2.258235216140747,0.9705290504699122,-1.3434246107454186,-1.116908789516009,-0.9148106053953284,Yes,True,True,True
18,5,social-properties,5,antonym,1,Chao is reliable.,Is Chao untrustworthy?,No,20.0,0,-2.9359567165374756,-0.07799738645553589,-1.8190479270214666,0.8368132189397925,-1.116908789516009,-0.9148106053953284,No,True,False,True
19,5,social-properties,5,antonym,2,Chao is unreliable.,Is Chao trustworthy?,No,20.0,0,-3.477402448654175,-0.04914155229926109,-2.360493659138166,0.8656690530960673,-1.116908789516009,-0.9148106053953284,No,True,False,True
20,5,social-properties,5,antonym,2,Chao is unreliable.,Is Chao untrustworthy?,Yes,20.0,0,-0.08764561265707016,-2.995948314666748,1.0292631768589389,-2.0811377092714194,-1.116908789516009,-0.9148106053953284,Yes,True,True,True
21,6,social-properties,6,negation,1,Chao can be depended upon.,Is Chao trustworthy?,Yes,20.0,0,-0.15240612626075745,-2.1579554080963135,0.9645026632552516,-1.243144802700985,-1.116908789516009,-0.9148106053953284,Yes,True,True,True
22,6,social-properties,6,negation,1,Chao can be depended upon.,Is Chao untrustworthy?,No,20.0,0,-2.9628758430480957,-0.0703183263540268,-1.8459670535320867,0.8444922790413016,-1.116908789516009,-0.9148106053953284,No,True,False,True
23,6,social-properties,6,negation,2,Chao cannot be depended upon.,Is Chao trustworthy?,No,20.0,0,-2.7700448036193848,-0.08441890776157379,-1.6531360141033757,0.8303916976337546,-1.116908789516009,-0.9148106053953284,No,True,False,True
24,6,social-properties,6,negation,2,Chao cannot be depended upon.,Is Chao untrustworthy?,Yes,20.0,0,-0.0770668014883995,-3.2053098678588867,1.0398419880276095,-2.290499262463558,-1.116908789516009,-0.9148106053953284,Yes,True,True,True
25,7,social-properties,7,antonym,1,"Yan told Chao a secret. Today, no one else knows the secret.",Is Chao trustworthy?,Yes,20.0,0,-0.49256834387779236,-1.024505376815796,0.6243404456382167,-0.10969477142046746,-1.116908789516009,-0.9148106053953284,Yes,True,True,True
26,7,social-properties,7,antonym,1,"Yan told Chao a secret. Today, no one else knows the secret.",Is Chao untrustworthy?,No,20.0,0,-0.7869544625282288,-0.663939356803894,0.32995432698778027,0.2508712485914344,-1.116908789516009,-0.9148106053953284,No,True,True,False
27,7,social-properties,7,antonym,2,"Yan told Chao a secret. Today, everyone knows the secret.",Is Chao trustworthy?,No,20.0,0,-1.1889482736587524,-0.39283525943756104,-0.07203948414274342,0.5219753459577674,-1.116908789516009,-0.9148106053953284,No,True,False,True
28,7,social-properties,7,antonym,2,"Yan told Chao a secret. Today, everyone knows the secret.",Is Chao untrustworthy?,Yes,20.0,0,-0.6426104307174683,-0.7939328551292419,0.47429835879854076,0.12087775026608649,-1.116908789516009,-0.9148106053953284,Yes,True,True,True
29,8,social-properties,8,antonym,1,Chao is good at completing important tasks.,Is Chao trustworthy?,Yes,20.0,0,-0.19113785028457642,-2.009737253189087,0.9257709392314326,-1.0949266477937585,-1.116908789516009,-0.9148106053953284,Yes,True,True,True
30,8,social-properties,8,antonym,1,Chao is good at completing important tasks.,Is Chao untrustworthy?,No,20.0,0,-2.0496933460235596,-0.17000170052051544,-0.9327845565075505,0.744808904874813,-1.116908789516009,-0.9148106053953284,No,True,False,True
31,8,social-properties,8,antonym,2,Chao is bad at completing important tasks.,Is Chao trustworthy?,No,20.0,0,-2.31965708732605,-0.12780146300792694,-1.2027482978100408,0.7870091423874015,-1.116908789516009,-0.9148106053953284,No,True,False,True
