question,A,B,C,D,answer,oa_logprob,ob_logprob,oc_logprob,od_logprob,predicted_answer,is_correct
 Just war theory's principle of military necessity belongs to,(A) jus in bello.,(B) jus ad bellum.,(C) moral nihilism.,(D) all of the above,A,-0.08192694932222366,-7.987490653991699,-9.990243911743164,-8.497946739196777,A,True
" According to Mill, censoring speech that is possibly true",(A) violates human dignity.,(B) fails a prima facie duty of honesty.,(C) is tantamount to asserting that you are infallible.,(D) is a risk worth taking of the speech is dangerous enough.,C,-2.4374799728393555,-1.3121848106384277,-0.5624810457229614,-4.312474250793457,C,True
 West argues that feminist rhetoric has,"(A) obscures the harms of noncoerced, consensual sex by implying that because what is coerced is bad what is noncoerced is good.",(B) obscures the harms of rape by equating all sex with nonconsensual sex.,"(C) by not acknowledging a distinction between what is good and what noncoerced, has led to the acknowledgement of the harms of consensual sex.",(D) All of the above,A,-3.6718356609344482,-6.03004264831543,-9.560571670532227,-0.03953444957733154,D,False
" According to Mill, the value of a particular pleasure depends on",(A) its quantity alone.,(B) its quality alone.,(C) both its quantity and its quality.,(D) neither its quantity nor its quality.,C,-9.367393493652344,-7.8065714836120605,-0.015477780252695084,-8.686088562011719,C,True
" According to Carruthers, whenever someone is required to act in a certain way toward an animal for the sake of the animal, what explains that fact are facts about",(A) the animal.,(B) the wider effects on human beings.,(C) both A and B,(D) neither A nor B,B,-4.906189918518066,-6.029964923858643,-6.4682464599609375,-0.031467437744140625,D,False
" What does SCNT stand for, as used in the discussion on cloning?",(A) skin cell nuclear transfer,(B) stem cell nuclear transmission,(C) somatic cell nuclear transfer,(D) none of the above,C,-9.244766235351562,-10.867853164672852,-0.004763733595609665,-10.998297691345215,C,True
" Velleman worries that, by offering a patient the option of euthanasia,",(A) we allow the patient to harm him- or herself.,(B) we force doctors to harm the patient.,(C) we harm the patient's family.,(D) we harm the patient.,D,-8.936400413513184,-9.37092113494873,-9.811088562011719,-0.00498807430267334,D,True
 Nathanson supports which of the following kinds of retributivism?,(A) preventive,(B) proportional,(C) equality,(D) retaliatory,B,-5.405561923980713,-0.16209673881530762,-6.467919826507568,-2.9057769775390625,B,True
 Carruthers approaches questions about the moral standing of nonhuman animals from the perspective of which of the following moral theories?,(A) consequentialism,(B) Kantianism,(C) virtue ethics,(D) contractualism,D,-1.1718401908874512,-0.6718423366546631,-4.0624098777771,-4.812434196472168,B,False
" In Gardiner's analysis, which of the following is a characteristic of the climate change problem?",(A) institutional adequacy,(B) dispersion of causes and effects,(C) fragmentation of agency,(D) all of the above,D,-9.87116813659668,-6.624373435974121,-9.99752426147461,-0.0034819841384887695,D,True
" What is the ""intergenerational storm"" of climate change?",(A) the problem of massive world overpopulation over generations.,(B) the problem that the bad effects of current carbon dioxide emissions will fall largely on future generations.,"(C) the problem that the compounding effects of greenhouse gas emissions require the current generation to, in effect, cooperate with future generations.","(D) the problem that countries are possibly biased toward the interests of the current generation, which largely benefits from carbon dioxide emissions.",D,-9.811400413513184,-0.014026889577507973,-9.249195098876953,-8.87451171875,B,False
 Hourdequin argues that one flaw of consequentialist calculation is that,(A) it fails to reconcile prima facie duties.,(B) it can run counter to a person's being able to integrate her commitments at various levels.,(C) it can run counter to the idea that persons are atomistic and individually rational actors.,(D) it fails to recognize that possibility that the persons are best understood in relation to one another.,B,-7.9682464599609375,-3.530944585800171,-8.311790466308594,-0.038324832916259766,D,False
 Dershowitz discusses the hypothetical case where the hijacked planes of 9/11 must be shot down to argue that important decisions like these,(A) often have to be made quickly and without immediate authorization.,(B) should be made with visibility and accountability by the highest-level officials.,(C) have no objective answer.,(D) none of the above,B,-0.23236465454101562,-5.779131889343262,-9.74592113494873,-8.624333381652832,A,False
 Baxter argues that we should view our treatment of the environment as a matter of various trade-offs whose aim is,(A) to minimize damage incurred by all individual living beings.,(B) to minimize the suffering of all sentient creatures.,(C) to promote the functional integrity of ecosystems.,(D) to promote human welfare.,D,-9.685173988342285,-8.80758285522461,-0.003971815574914217,-7.0623979568481445,C,False
 Which of the following is an example of a value-based moral theory?,(A) consequentialism,(B) virtue ethics,(C) both A and B,(D) neither A nor B,C,-9.178885459899902,-9.054893493652344,-0.008991008624434471,-10.93486499786377,C,True
 Kass worries that cloned individuals:,(A) will be seen as curiosities.,(B) will be scrutinized in relation to the person they are clones of.,(C) both of the above,(D) none of the above,C,-7.749332904815674,-2.5616438388824463,-0.18944859504699707,-6.8123602867126465,C,True
" Why, according to Gill, does Leon Kass think the notion of being ""better off dead"" is incoherent?","(A) because dead people no longer exist, and thus cannot benefit from choosing to die.","(B) because some things (e.g., long-term torture) are worse than death.",(C) because there has yet to be a satisfactory philosophical explanation of why death is bad.,"(D) because death is, by definition, undesirable.",A,-4.24989128112793,-2.2340235710144043,-0.23534786701202393,-2.4843552112579346,C,False
" In response to the argument that embryos are not persons because they lack certain rights that all persons have (such as the right to life), Lee and George argue that",(A) the right to life belongs to a human being at all times that he or she exists.,"(B) the right to life belongs to all living creatures, human or not.","(C) not all persons have the right to life-for example, a murderer has given up his or her right to life through his or her actions",(D) all of the above,A,-5.437351226806641,-1.749929666519165,-5.749841690063477,-0.24608230590820312,D,False
 The consequentialist approach to punishment is at odds with,(A) retributive theories of punishment.,(B) perfectionist theories of punishment.,(C) legal theories of punishment.,(D) preventive theories of punishment.,A,-0.039674289524555206,-7.903169631958008,-9.62008285522461,-9.431190490722656,A,True
" What does Hursthouse say about the claim that any adequate action-guiding (i.e., moral) theory must provide clear guidance about what ought and ought not to be done that any intelligent person could follow?",(A) She says the claim is very plausible.,(B) She says the claim is implausible.,(C) She says the claim is self-evident.,(D) She says the claim is true.,B,-5.593017578125,-0.03936399891972542,-8.435900688171387,-5.343553066253662,B,True
 Which of the following is not an objection that Kass makes against cloning?,(A) It constitutes unethical experimentation.,(B) It threatens identity and individuality.,(C) It will produce harmful biological mutations as clones produce further clones.,(D) It perverts our values concerning parenthood and the raising of children.,C,-3.795091152191162,-7.576153755187988,-0.16601264476776123,-4.842809677124023,C,True
" In response to the objection that freedom of association is much more important in the marital context than the political realm, Wellman says",(A) there is no freedom of association in the marital context.,(B) his argument does not require that marital and political freedom of association be equally important.,(C) freedom of association is equally important in both contexts.,(D) none of the above,B,-9.309117317199707,-0.08620894700288773,-8.372815132141113,-8.311911582946777,B,True
" If it were known that a policy would wipe out several animal species without negatively affecting human beings, Baxter would most likely say that",(A) this policy is morally problematic because it harms the environment.,(B) this policy is morally problematic because it damages the integrity of the ecosystem.,(C) this policy is morally obligatory because the environment ought not to exist.,(D) this policy is morally unproblematic.,D,-6.466631889343262,-0.4117388129234314,-9.186744689941406,-5.906026363372803,B,False
" According to Reiman, van den Haag's argument leads to the conclusion that",(A) we should refrain from imposing the death penalty.,(B) the refusal to execute criminals has a civilizing effect.,(C) we should institute death by torture.,(D) murder is wrong.,C,-1.1327863931655884,-2.499769449234009,-7.686467170715332,-0.7577790021896362,D,False
" According to Singer, the principle of equality requires",(A) identical treatment.,(B) differential treatment.,(C) equal consideration.,(D) differential consideration.,B,-0.027791155502200127,-9.77672290802002,-9.616905212402344,-9.184117317199707,A,False
 Advocates of care ethics argue that,(A) care ethics is an important development of virtue ethics.,(B) that traditional moral theories have difficulty explaining the rightness or wrongness of attitudes.,(C) that the only important more concepts are care and compassion.,(D) that we should think about welfare and happiness in terms of sympathy.,B,-5.843103408813477,-4.654964923858643,-8.998188018798828,-0.022083044052124023,D,False
" According to Norcross, any attempt to justify the claim that humans have a higher moral status than other animals by appealing to some version of rationality as the morally relevant difference between humans and animals will",(A) fail to give an adequate answer to the argument from marginal cases.,(B) fail to make the case that such a difference is morally relevant to the status of animals as moral patients as opposed to their status as moral agents.,(C) both A and B,(D) neither A nor B,C,-7.40470027923584,-4.6527605056762695,-0.02179098315536976,-6.405603408813477,C,True
" In response to the argument that the death penalty does not deter murderers, van den Haag claims that",(A) he is still confident that the threat of the death penalty at least sometimes prevents murder.,(B) criminal law is supposed to protect the innocent over murderers.,(C) the severity and finality of the death penalty is appropriate to the seriousness and finality of murder.,(D) all of the above,D,-3.42185115814209,-6.999244213104248,-7.562095642089844,-0.05369436740875244,D,True
" Thomas Nagel call the two kinds of moral considerations he discusses in ""War and Massacre""",(A) consequentialist and dignity-based,(B) forward-looking and backward-looking,(C) utilitarian and absolutist,(D) All of the above,C,-0.08000659942626953,-6.404131889343262,-7.998673915863037,-3.4528050422668457,A,False
 What is the main reason why Arthur doesn't think that the poor have a right to aid from the affluent?,(A) Persons can never have a right to aid from anyone.,(B) The right to aid is a negative right.,(C) The consequences of helping the poor would be worse than the consequences of not helping them.,"(D) This kind of right would require a contract or agreement, and the affluent haven't entered into a contract or agreement with the poor.",D,-10.430353164672852,-8.61395263671875,-7.749684810638428,-0.0031598806381225586,D,True
 What assumption does Pence think people who object to SCNT make when they say that SCNT is not best for the child?,(A) The parents have good motives.,(B) We can't tell what the motives of the parents are.,(C) The parents have bad motives.,(D) none of the above,A,-4.249332904815674,-0.6246848702430725,-0.8749958276748657,-5.249783515930176,B,False
 Van den Haag is,(A) a distributionist.,(B) an abolitionist.,(C) a retentionist.,(D) a humanitarian.,C,-3.608358144760132,-3.2341012954711914,-0.23632574081420898,-4.437164783477783,C,True
