Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,bias_correction,predicted_answer,is_correct
1.0,1.0,agent-properties,1.0,negation,1.0,Chao is looking at the wheel.,Does Chao see the wheel?,Yes,0,-0.144805446267128,-10.37492561340332,1.9392440859705973,-12.458975145641045,-2.0840495322377253,Yes,True
2.0,1.0,agent-properties,1.0,negation,2.0,Chao is not looking at the wheel.,Does Chao see the wheel?,No,0,-0.4015425145626068,-4.90615701675415,1.6825070176751185,-6.990206548991876,-2.0840495322377253,Yes,False
3.0,1.0,agent-properties,1.0,negation,1.0,Chao is looking at the wheel.,Does Chao not see the wheel?,No,0,-3.296745777130127,-1.546844244003296,-1.2126962448924017,-3.630893776241021,-2.0840495322377253,Yes,False
4.0,1.0,agent-properties,1.0,negation,2.0,Chao is not looking at the wheel.,Does Chao not see the wheel?,Yes,0,-0.1335255205631256,-5.2499098777771,1.9505240116745997,-7.333959410014825,-2.0840495322377253,Yes,True
5.0,2.0,agent-properties,2.0,antonym,1.0,The wheel is in front of Chao. Chao is awake.,Does Chao see the wheel?,Yes,0,-0.1622759997844696,-11.687383651733398,1.9217735324532557,-13.771433183971123,-2.0840495322377253,Yes,True
6.0,2.0,agent-properties,2.0,antonym,2.0,The wheel is in front of Chao. Chao is asleep.,Does Chao see the wheel?,No,0,-1.085163950920105,-0.9608111381530762,0.9988855813176203,-3.0448606703908014,-2.0840495322377253,Yes,False
7.0,2.0,agent-properties,2.0,antonym,1.0,The wheel is in front of Chao. Chao is awake.,Does Chao not see the wheel?,No,0,-1.562119960784912,-1.937429666519165,0.5219295714528132,-4.02147919875689,-2.0840495322377253,Yes,False
8.0,2.0,agent-properties,2.0,antonym,2.0,The wheel is in front of Chao. Chao is asleep.,Does Chao not see the wheel?,Yes,0,-0.05151903256773949,-6.312351226806641,2.032530499669986,-8.396400759044365,-2.0840495322377253,Yes,True
9.0,3.0,agent-properties,3.0,antonym,1.0,The wheel is in front of Chao. Chao's eyes are open.,Does Chao see the wheel?,Yes,0,-0.10172757506370544,-11.24989128112793,1.9823219571740198,-13.333940813365654,-2.0840495322377253,Yes,True
10.0,3.0,agent-properties,3.0,antonym,2.0,The wheel is in front of Chao. Chao's eyes are closed.,Does Chao see the wheel?,No,0,-4.249411582946777,-0.137628436088562,-2.165362050709052,-2.2216779683262873,-2.0840495322377253,Yes,False
11.0,3.0,agent-properties,3.0,antonym,1.0,The wheel is in front of Chao. Chao's eyes are open.,Does Chao not see the wheel?,No,0,-2.2966012954711914,-1.4218330383300781,-0.21255176323346614,-3.5058825705678034,-2.0840495322377253,Yes,False
12.0,3.0,agent-properties,3.0,antonym,2.0,The wheel is in front of Chao. Chao's eyes are closed.,Does Chao not see the wheel?,Yes,0,-0.06487516313791275,-6.187331199645996,2.0191743690998125,-8.27138073188372,-2.0840495322377253,Yes,True
13.0,4.0,agent-properties,4.0,antonym,1.0,The wheel is in front of Chao.,Does Chao see the wheel?,Yes,0,-0.1623711735010147,-11.124876976013184,1.9216783587367106,-13.208926508250908,-2.0840495322377253,Yes,True
14.0,4.0,agent-properties,4.0,antonym,2.0,The wheel is behind Chao.,Does Chao see the wheel?,No,0,-0.18121251463890076,-10.312429428100586,1.9028370175988245,-12.39647896033831,-2.0840495322377253,Yes,False
15.0,4.0,agent-properties,4.0,antonym,1.0,The wheel is in front of Chao.,Does Chao not see the wheel?,No,0,-1.2809804677963257,-2.0312001705169678,0.8030690644413996,-4.115249702754693,-2.0840495322377253,Yes,False
16.0,4.0,agent-properties,4.0,antonym,2.0,The wheel is behind Chao.,Does Chao not see the wheel?,Yes,0,-0.20095232129096985,-3.953075885772705,1.8830972109467554,-6.03712541801043,-2.0840495322377253,Yes,True
17.0,6.0,agent-properties,5.0,antonym,1.0,The bed is in the same room as Chao. The door is closed.,Does Chao see the bed?,Yes,0,-0.2860705256462097,-7.218586444854736,1.7979790065915155,-9.30263597709246,-2.0840495322377253,Yes,True
18.0,6.0,agent-properties,5.0,antonym,2.0,The bed is in a different room than Chao. The door is closed.,Does Chao see the bed?,No,0,-0.48524367809295654,-2.234161853790283,1.5988058541447687,-4.3182113860280085,-2.0840495322377253,Yes,False
19.0,6.0,agent-properties,5.0,antonym,1.0,The bed is in the same room as Chao. The door is closed.,Does Chao not see the bed?,No,0,-1.2339236736297607,-1.8592860698699951,0.8501258586079645,-3.9433356021077204,-2.0840495322377253,Yes,False
20.0,6.0,agent-properties,5.0,antonym,2.0,The bed is in a different room than Chao. The door is closed.,Does Chao not see the bed?,Yes,0,-0.32765936851501465,-3.2029917240142822,1.7563901637227106,-5.2870412562520075,-2.0840495322377253,Yes,True
21.0,7.0,agent-properties,6.0,antonym,1.0,The airplane is making sounds. The airplane is within earshot of Chao.,Does Chao hear the airplane?,Yes,0,-0.3144701421260834,-10.437041282653809,1.769579390111642,-12.521090814891533,-2.0840495322377253,Yes,True
22.0,7.0,agent-properties,6.0,antonym,2.0,The airplane is making sounds. The airplane is out of earshot of Chao.,Does Chao hear the airplane?,No,0,-0.9515506625175476,-2.20285964012146,1.1324988697201777,-4.286909172359185,-2.0840495322377253,Yes,False
23.0,7.0,agent-properties,6.0,antonym,1.0,The airplane is making sounds. The airplane is within earshot of Chao.,Does Chao not hear the airplane?,No,0,-1.2652623653411865,-2.1405441761016846,0.8187871668965387,-4.22459370833941,-2.0840495322377253,Yes,False
