question,A,B,C,D,answer,oa_logprob,ob_logprob,oc_logprob,od_logprob,predicted_answer,is_correct
"As of 2016, about what percentage of adults aged 18 years or older were overweight?",(A) 10%,(B) 20%,(C) 40%,(D) 80%,C,-3.450448513031006,-1.3799856901168823,-0.6296098232269287,-1.8794037103652954,C,True
What was GDP per capita in the United States in 1850 when adjusting for inflation and PPP in 2011 prices?,(A) About $300,(B) About $3k,(C) About $8k,(D) About $15k,B,-1.5919381380081177,-1.3420478105545044,-1.0915648937225342,-1.8415648937225342,C,False
"As of 2019, about what percentage of people from the United States says homosexuality should be accepted by society?",(A) 52%,(B) 62%,(C) 72%,(D) 82%,C,-2.3418805599212646,-1.2871187925338745,-1.0364067554473877,-1.4115674495697021,C,True
Which of the following countries generated the most total energy from solar sources in 2019?,(A) China,(B) United States,(C) Germany,(D) Japan,A,-1.990787148475647,-1.365787148475647,-0.7403897643089294,-2.232699155807495,C,False
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in Japan?",(A) by 5 fold,(B) by 10 fold,(C) by 15 fold,(D) by 20 fold,C,-2.153695821762085,-1.4657645225524902,-0.9026499390602112,-1.6526498794555664,C,True
What is the biggest cause of death in children under five years old (as of 2017)?,(A) Lower respiratory infections,(B) Preterm birth complications,(C) Diarrheal diseases,(D) Malaria,A,-0.8307207822799683,-1.4597395658493042,-1.5841398239135742,-2.2016913890838623,A,True
"As of 2019, about what percentage of the global population does not have access to safe drinking water?",(A) 10%,(B) 20%,(C) 30%,(D) 40%,C,-2.0913503170013428,-1.45876944065094,-0.9579752683639526,-1.4579752683639526,C,True
About what percentage of survey respondents from India report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,(A) 29%,(B) 49%,(C) 69%,(D) 89%,C,-2.2007625102996826,-1.1928174495697021,-1.0671098232269287,-1.5669037103652954,C,True
"As of 2017, what fraction of the population in Brazil used the internet in the past three months?",(A) 18%,(B) 38%,(C) 58%,(D) 78%,C,-2.1385397911071777,-1.1307436227798462,-1.0053174495697021,-1.8174856901168823,C,True
"As of 2017, what fraction of the population in India used the internet in the past three months?",(A) 11%,(B) 26%,(C) 41%,(D) 56%,B,-2.591632127761841,-1.2867183685302734,-0.9112356305122375,-1.5358598232269287,C,False
