Type,Digits,Context,Question,Correct Answer,yes_logprob,no_logprob,predicted_answer,is_correct
Arithmetic,1_digit_addition,'',Is 8 plus 3 equal to 17?,No,-2.4816136360168457,-0.1718568205833435,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 6 equal to 5?,No,-1.7321555614471436,-0.29089176654815674,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 8 equal to 4?,No,-1.685024380683899,-0.31017419695854187,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 0 equal to 6?,No,-1.1226742267608643,-0.49840089678764343,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 4 equal to 4?,No,-1.4740674495697021,-0.3496187627315521,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 1 equal to 9?,No,-1.9347813129425049,-0.25126081705093384,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 0 equal to 6?,No,-1.8721951246261597,-0.24736489355564117,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 6 equal to 70?,No,-3.7941136360168457,-0.10770668834447861,No,True
Arithmetic,1_digit_addition,'',Is 3 plus 8 equal to 77?,No,-3.4502761363983154,-0.13524310290813446,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 1 equal to 8?,No,-1.0372364521026611,-0.5375483632087708,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 7 equal to 76?,No,-3.8566136360168457,-0.10916701704263687,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 3 equal to 3?,No,-1.5290648937225342,-0.3419381082057953,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 3 equal to 89?,No,-3.4973649978637695,-0.12279576063156128,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 4 equal to 7?,No,-0.7711297869682312,-0.8340238928794861,Yes,False
Arithmetic,1_digit_addition,'',Is 1 plus 4 equal to 8?,No,-3.0127761363983154,-0.13981129229068756,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 1 equal to 4?,No,-1.4431102275848389,-0.3829360008239746,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 6 equal to 57?,No,-3.747195243835449,-0.1179283931851387,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 0 equal to 1?,No,-1.3803174495697021,-0.3829360008239746,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 7 equal to 86?,No,-3.8566136360168457,-0.11257417500019073,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 5 equal to 4?,No,-1.7164242267608643,-0.2830953299999237,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 9 equal to 59?,No,-3.341195821762085,-0.14723144471645355,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 1 equal to 26?,No,-3.3091177940368652,-0.12139993160963058,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 1 equal to 6?,No,-2.7783563137054443,-0.15848475694656372,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 5 equal to 98?,No,-3.388110399246216,-0.13467173278331757,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 9 equal to 85?,No,-3.200448513031006,-0.14175906777381897,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 5 equal to 26?,No,-3.9191136360168457,-0.10147455334663391,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 8 equal to 1?,No,-1.2081544399261475,-0.4607182443141937,No,True
