Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
1,1,physical-dynamics,,negation,1,The speck on the wheel is rotating.,Is the wheel rolling?,Yes,20.0,0,-4.965035915374756,-6.935571193695068,-0.7525406430164976,-2.1317878862222033,-4.212495272358258,-4.803783307472865,Yes,True,True,True
2,1,physical-dynamics,,negation,1,The speck on the wheel is rotating.,Is the wheel sliding?,No,20.0,0,-4.466760158538818,-5.561529636383057,-0.2542648861805601,-0.7577463289101916,-4.212495272358258,-4.803783307472865,Yes,False,True,False
3,1,physical-dynamics,,negation,2,The speck on the wheel is not rotating.,Is the wheel rolling?,No,20.0,0,-4.901771545410156,-6.653696060180664,-0.689276273051898,-1.849912752707799,-4.212495272358258,-4.803783307472865,Yes,False,True,False
4,1,physical-dynamics,,negation,2,The speck on the wheel is not rotating.,Is the wheel sliding?,Yes,20.0,0,-4.404260158538818,-5.655249118804932,-0.1917648861805601,-0.8514658113320666,-4.212495272358258,-4.803783307472865,Yes,True,True,True
5,2,physical-dynamics,,other,1,"In a moment, the top of the wheel will touch the floor.",Is the wheel rolling?,Yes,20.0,0,-4.216993808746338,-5.874088764190674,-0.004498536388079621,-1.0703054567178087,-4.212495272358258,-4.803783307472865,Yes,True,True,True
6,2,physical-dynamics,,other,1,"In a moment, the top of the wheel will touch the floor.",Is the wheel sliding?,No,20.0,0,-4.030419826507568,-4.937119960784912,0.1820754458506899,-0.13333665331204703,-4.212495272358258,-4.803783307472865,Yes,False,True,False
7,2,physical-dynamics,,other,2,"In a moment, the top of the wheel will remain at the top.",Is the wheel rolling?,No,20.0,0,-3.980602502822876,-5.216631889343262,0.2318927695353823,-0.41284858187039664,-4.212495272358258,-4.803783307472865,Yes,False,True,False
8,2,physical-dynamics,,other,2,"In a moment, the top of the wheel will remain at the top.",Is the wheel sliding?,Yes,20.0,0,-3.6391913890838623,-4.4992899894714355,0.573303883274396,0.30449331800142954,-4.212495272358258,-4.803783307472865,Yes,True,True,True
9,3,physical-dynamics,,other,1,The wheel is moving forward on a surface. The surface is very flat.,Is the wheel rolling?,Yes,20.0,0,-3.653531312942505,-5.779600143432617,0.5589639594157534,-0.9758168359597521,-4.212495272358258,-4.803783307472865,Yes,True,True,True
10,3,physical-dynamics,,other,1,The wheel is moving forward on a surface. The surface is very flat.,Is the wheel sliding?,No,20.0,0,-3.8417601585388184,-5.09254264831543,0.3707351138194399,-0.2887593408425646,-4.212495272358258,-4.803783307472865,Yes,False,True,False
