question,A,B,C,D,answer,oa_logprob,ob_logprob,oc_logprob,od_logprob,predicted_answer,is_correct
A 10-N force at an angle 45° above the horizontal has a horizontal component of about,(A) 7 N,(B) 5 N,(C) 10 N,(D) 12 N,A,-1.2886673212051392,-0.38427281379699707,-4.405679702758789,-5.280805587768555,B,False
A completely submerged object always displaces its own,(A) weight of fluid.,(B) volume of fluid.,(C) density of fluid.,(D) All of these.,B,-3.515284299850464,-0.407757967710495,-4.343305587768555,-1.2809040546417236,B,True
"When a diver points a flashlight upward toward the surface of the water at an angle 20° from the normal, the beam of light",(A) totally internally reflects,(B) passes into the air above,(C) is absorbed,(D) None of these,B,-3.1558055877685547,-0.11811985820531845,-5.312012195587158,-3.452629327774048,B,True
"According to four-dimensional geometry, the angles of a triangle add to 180°",(A) always.,(B) sometimes.,(C) never.,(D) on planet Earth only.,B,-0.2926397919654846,-2.5307466983795166,-2.3588945865631104,-3.0775632858276367,A,False
A voltage will be induced in a wire loop when the magnetic field within that loop,(A) changes,(B) aligns with the electric field,(C) is at right angles to the electric field,(D) converts to magnetic energy,A,-0.026510978117585182,-7.030832767486572,-5.374512195587158,-5.624446868896484,A,True
"Among these colors, the one that has the most energy per photon is",(A) red,(B) yellow-green,(C) blue,(D) violet,D,-5.468630313873291,-5.593637466430664,-4.468605995178223,-0.027750138193368912,D,True
"According to general relativity,",(A) mass distorts spacetime.,(B) gravity affects clocks.,(C) light can’t escape from a black hole.,(D) All of these.,D,-6.281026363372803,-7.155858039855957,-6.312238693237305,-0.010156074538826942,D,True
A step-up transformer in an electric circuit can step up,(A) voltage,(B) energy,(C) Both of these,(D) Neither of these,A,-0.27519455552101135,-6.687269687652588,-1.5621848106384277,-4.4059247970581055,A,True
Spectral lines of the elements are,(A) chaotic,(B) ordered,(C) positioned by amplitude,(D) in phase,B,-4.062041759490967,-0.07814740389585495,-4.687164783477783,-3.7182769775390625,B,True
A wave transfers,(A) amplitude,(B) wavelength,(C) frequency,(D) energy,D,-3.79681396484375,-5.906162738800049,-5.843689918518066,-0.03582430258393288,D,True
"Immediately after two separated charged particles are released from rest, both increase in acceleration. The sign of charge of the particles is therefore",(A) the same,(B) opposite,(C) Either of these,(D) Need more information,B,-1.5150632858276367,-0.4268864393234253,-3.3584775924682617,-3.48341965675354,B,True
The surface of planet Earth loses energy to outer space due mostly to,(A) conduction,(B) convection,(C) radiation,(D) radioactivity,C,-4.406053066253662,-5.468512058258057,-0.045901209115982056,-4.093575954437256,C,True
"In a series circuit, if the current in one lamp is 2 A, the current in the lamp next to it is","(A) half, 1 A",(B) 2 A,(C) Depends on which lamp is closer to the battery,(D) Not enough information to say,B,-4.968381404876709,-0.05104588344693184,-5.468305587768555,-3.6557769775390625,B,True
"As a blinking light source approaching you gains speed, you see the frequency of flashes",(A) increase.,(B) decrease.,(C) remain unchanged.,(D) None of these.,A,-0.03385370224714279,-4.530603408813477,-5.936832904815674,-5.624244213104248,A,True
In the absence of air resistance a ball of mass m is tossed upward to reach a height of 20 m. At the 10-m position half way up the net force on the ball is,(A) 2mg,(B) mg,(C) mg/2,(D) mg/4,B,-3.0150632858276367,-0.15768267214298248,-3.2339510917663574,-3.3744804859161377,B,True
Pumice is a volcanic rock that floats in water. The density of pumice compared with that of water is,(A) less.,(B) equal.,(C) greater.,(D) none because it sinks.,A,-0.020132018253207207,-6.655184268951416,-6.092749118804932,-6.186088562011719,A,True
When you look at the red petals of a rose the color light you're seeing is,(A) red.,(B) green.,(C) white minus red.,(D) a mixture of green and yellow.,A,-0.07132886350154877,-4.374195575714111,-4.59286642074585,-4.061643600463867,A,True
Compared with the sound you hear from the siren of a stationary fire engine the sound you hear when it approaches you has an increased,(A) speed,(B) frequency,(C) wavelength,(D) All of these,B,-4.874411582946777,-0.10432670265436172,-4.874332904815674,-2.6867902278900146,B,True
"When you squeeze an air-filled party balloon, you increase its",(A) volume,(B) mass,(C) weight,(D) density,D,-1.8824949264526367,-1.2965009212493896,-2.70285964012146,-0.7301397919654846,D,True
Polarization is a property of,(A) transverse waves,(B) longitudinal waves,(C) all waves,(D) None of these,A,-0.044451262801885605,-5.718332767486572,-3.999619960784912,-5.59321403503418,A,True
"In a vacuum, an object has no",(A) buoyant force,(B) mass,(C) weight,(D) All of these,A,-2.312283515930176,-5.187222003936768,-1.0075491666793823,-0.6598299145698547,D,False
Temperature is generally proportional to a substance’s,(A) thermal energy.,(B) vibrational kinetic energy.,(C) average translational kinetic energy.,(D) rotational kinetic energy.,C,-2.624373435974121,-2.3116955757141113,-0.2608790397644043,-4.030309677124023,C,True
"In a hydraulic press operation, the output piston cannot",(A) move farther than the input piston,(B) exceed the force input,(C) exceed the input piston’s speed,(D) produce increased energy,D,-2.3902623653411865,-2.468332529067993,-1.1870694160461426,-0.7494804859161377,D,True
When a spinning system contracts in the absence of an external torque its rotational speed increases and its angular momentum,(A) decreases,(B) increases,(C) remains unchanged,(D) may increase or decrease,C,-4.374619960784912,-2.3745694160461426,-0.14711791276931763,-4.1559247970581055,C,True
"According to Hooke’s law, if you hang by a tree branch and note how much it bends, then hanging with twice the weight produces",(A) half the bend.,(B) the same bend if the branch doesn’t break.,(C) twice the bend.,(D) 4 times the bend.,C,-2.5150632858276367,-2.0462582111358643,-0.3001810908317566,-3.7806427478790283,C,True
