task,QID,AnsRefIDs,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the hallway?,Yes,20.0,0,-0.9295650720596313,-0.9296132326126099,1.2918056011199952,-0.21633163331425753,-2.2213706731796266,-0.7132815992983523,Yes,True,True,True
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the bathroom?,No,20.0,0,-3.093703269958496,-0.08688580989837646,-0.8723325967788695,0.6263957893999759,-2.2213706731796266,-0.7132815992983523,No,True,False,True
qa1,6,[1],John travelled to the kitchen.,Is John in the kitchen?,Yes,20.0,3,-0.5935400724411011,-1.0936226844787598,1.6011682552673543,-0.3538844806103346,-2.1947083277084554,-0.7397382038684251,Yes,True,True,True
qa1,6,[1],John travelled to the kitchen.,Is John in the hallway?,No,20.0,2,-3.59363055229187,-0.09465396404266357,-1.373421382725549,0.6320530588369971,-2.220209169566321,-0.7267070228796607,No,True,False,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the kitchen?,Yes,20.0,4,-0.25378239154815674,-3.249925136566162,1.9278322542707125,-2.516440999573873,-2.181614645818869,-0.7334841369922894,Yes,True,True,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the garden?,No,20.0,4,-6.531053066253662,-0.03801286593079567,-4.349438420434793,0.6954712710614938,-2.181614645818869,-0.7334841369922894,No,True,False,True
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bathroom?,Yes,20.0,0,-1.0858111381530762,-0.5819849967956543,1.1355595350265504,0.13129660250269803,-2.2213706731796266,-0.7132815992983523,No,False,True,True
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bedroom?,No,20.0,2,-6.031172752380371,-0.019381046295166016,-3.81096358281405,0.7073259765844947,-2.220209169566321,-0.7267070228796607,No,True,False,True
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the office?,Yes,20.0,1,-0.581689178943634,-1.077918291091919,1.5488831218021613,-0.33724816268465174,-2.1305723007457953,-0.7406701284072672,Yes,True,True,True
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the hallway?,No,20.0,1,-1.3982292413711548,-0.3982292711734772,0.7323430593746405,0.34244085723379003,-2.1305723007457953,-0.7406701284072672,No,True,True,False
