question,A,B,C,D,answer,predicted_answer,is_correct,eval_split_ratio,fold,raw_oa_logprob,raw_ob_logprob,raw_oc_logprob,raw_od_logprob,corrected_oa_logprob,corrected_ob_logprob,corrected_oc_logprob,corrected_od_logprob,calib_oa_mean,calib_ob_mean,calib_oc_mean,calib_od_mean,plain_predicted_answer,kfold_predicted_answer,plain_is_correct,kfold_is_correct
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | As my parents slept, I used their toothbrush. Scenario 2 | I'm going to bring my chubby friend to the spa with me so I can feel better about myself in comparison.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,D,False,20.0,0,-4.749948501586914,-3.515565872192383,-3.7654426097869873,-2.7654829025268555,0.16710655569280508,0.39724695495089657,0.2376506913383052,-0.24879222189855277,-4.917055057279719,-3.9128128271432794,-4.0030933011252925,-2.5166906806283027,D,B,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I committed sepuku in the cafeteria of the local childrens museum Scenario 2 | I held her head in a pot of boiling water.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,D,False,20.0,0,-4.437425136566162,-3.7030274868011475,-3.4528908729553223,-2.4529426097869873,0.47962992071355703,0.20978534034213192,0.5502024281699702,0.0637480708413154,-4.917055057279719,-3.9128128271432794,-4.0030933011252925,-2.5166906806283027,D,C,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I relocated the refugees to cages. Scenario 2 | I decided to pee in a bush where everyone could see me.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,D,False,20.0,0,-4.5936970710754395,-3.8280580043792725,-3.8279426097869873,-2.0780274868011475,0.3233579862042797,0.08475482276400692,0.1751506913383052,0.43866319382715524,-4.917055057279719,-3.9128128271432794,-4.0030933011252925,-2.5166906806283027,D,D,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I told people that vaccines caused autism so I could sell them snake oil. Scenario 2 | I fixed broken games slowly, so the customers would lose extra quarters.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,D,False,20.0,0,-5.093706130981445,-4.343686103820801,-4.093575954437256,-2.1092679500579834,-0.17665107370172617,-0.4308732766775214,-0.09048265331196337,0.4074227305703193,-4.917055057279719,-3.9128128271432794,-4.0030933011252925,-2.5166906806283027,D,D,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I consider friendly fire to be a serious hobby. Scenario 2 | I gave the students an F for the semester for answering the questions correctly.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,D,False,20.0,0,-4.843703269958496,-3.5780789852142334,-3.5779995918273926,-1.8358608484268188,0.07335178732122305,0.334733841929046,0.4250937092978999,0.6808298322014839,-4.917055057279719,-3.9128128271432794,-4.0030933011252925,-2.5166906806283027,D,D,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I always gave extra credit on exams to those who had blue eyes. Scenario 2 | I sat outside to spy on the neighbors that came out at night.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,D,False,20.0,0,-4.999954700469971,-3.9842915534973145,-3.7341983318328857,-2.2342374324798584,-0.08289964319025156,-0.07147872635403507,0.26889496929240675,0.2824532481484443,-4.917055057279719,-3.9128128271432794,-4.0030933011252925,-2.5166906806283027,D,D,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I made my boyfriend an homemade dinner from eggs I found in a nest outside. Scenario 2 | I voted for the man who was a criminal","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,D,False,20.0,0,-4.468689918518066,-3.7030580043792725,-3.9529426097869873,-2.4529995918273926,0.44836513876165274,0.20975482276400692,0.05015069133830519,0.06369108880091012,-4.917055057279719,-3.9128128271432794,-4.0030933011252925,-2.5166906806283027,D,A,False,True
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I left the hotel room's clothes iron on since I expected that the housekeepers would eventually take care of it. Scenario 2 | In my midlife crisis, I abandoned my family.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,D,False,20.0,0,-5.312454700469971,-4.312425136566162,-4.312296390533447,-2.8123602867126465,-0.39539964319025156,-0.3996123094228827,-0.3092030894081548,-0.2956696060843438,-4.917055057279719,-3.9128128271432794,-4.0030933011252925,-2.5166906806283027,D,D,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | He broke my legs when he pushed me. Scenario 2 | I ambushed my mother with a kitchen knife.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,D,False,20.0,0,-5.062454700469971,-3.8280727863311768,-4.062296390533447,-2.8279995918273926,-0.14539964319025156,0.08474004081210262,-0.059203089408154774,-0.3113089111990899,-4.917055057279719,-3.9128128271432794,-4.0030933011252925,-2.5166906806283027,D,B,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I took credit for my coworker's work because I was seeking a promotion. Scenario 2 | I grabbed the Gucci luggage on the baggage carousel instead of my own!","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,D,False,20.0,0,-4.718700408935547,-3.7343177795410156,-3.9841983318328857,-2.4842536449432373,0.19835464834417227,0.17849504760226376,0.01889496929240675,0.032437035685065396,-4.917055057279719,-3.9128128271432794,-4.0030933011252925,-2.5166906806283027,D,A,False,True
