Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,bias_correction,predicted_answer,is_correct
1.0,1.0,social-interactions,1.0,antonym,1.0,Chao is making Yan's job easier.,Is Chao helping Yan?,Yes,0,-0.005678585264831781,-5.7498087882995605,0.2239889563061297,-5.979476329870522,-0.22966754157096148,Yes,True
2.0,1.0,social-interactions,1.0,antonym,1.0,Chao is making Yan's job easier.,Is Chao hindering Yan?,No,0,-5.623297691345215,-0.006151851732283831,-5.393630149774253,-0.2358193933032453,-0.22966754157096148,No,True
3.0,1.0,social-interactions,1.0,antonym,2.0,Chao is making Yan's job harder.,Is Chao helping Yan?,No,0,-5.123400688171387,-0.008386988192796707,-4.893733146600425,-0.23805452976375818,-0.22966754157096148,No,True
4.0,1.0,social-interactions,1.0,antonym,2.0,Chao is making Yan's job harder.,Is Chao hindering Yan?,Yes,0,-0.013515647500753403,-4.687331199645996,0.21615189407020807,-4.916998741216958,-0.22966754157096148,Yes,True
5.0,2.0,social-interactions,2.0,antonym,1.0,Chao is assisting Yan.,Is Chao helping Yan?,Yes,0,-0.007965736091136932,-5.312320709228516,0.22170180547982454,-5.541988250799477,-0.22966754157096148,Yes,True
6.0,2.0,social-interactions,2.0,antonym,1.0,Chao is assisting Yan.,Is Chao hindering Yan?,No,0,-5.873400688171387,-0.005123721435666084,-5.643733146600425,-0.23479126300662756,-0.22966754157096148,No,True
7.0,2.0,social-interactions,2.0,antonym,2.0,Chao is obstructing Yan.,Is Chao helping Yan?,No,0,-5.873297691345215,-0.005092876497656107,-5.643630149774253,-0.23476041806861758,-0.22966754157096148,No,True
8.0,2.0,social-interactions,2.0,antonym,2.0,Chao is obstructing Yan.,Is Chao hindering Yan?,Yes,0,-0.021147260442376137,-4.156096458435059,0.20852028112858534,-4.38576400000602,-0.22966754157096148,Yes,True
9.0,3.0,social-interactions,3.0,antonym,1.0,Chao is removing obstacles in the path of Yan.,Is Chao helping Yan?,Yes,0,-0.04993855580687523,-3.1715447902679443,0.17972898576408625,-3.401212331838906,-0.22966754157096148,Yes,True
10.0,3.0,social-interactions,3.0,antonym,1.0,Chao is removing obstacles in the path of Yan.,Is Chao hindering Yan?,No,0,-3.904493808746338,-0.023986848071217537,-3.6748262671753764,-0.253654389642179,-0.22966754157096148,No,True
11.0,3.0,social-interactions,3.0,antonym,2.0,Chao is introducing obstacles in the path of Yan.,Is Chao helping Yan?,No,0,-5.372524261474609,-0.0075036934576928616,-5.142856719903648,-0.23717123502865434,-0.22966754157096148,No,True
12.0,3.0,social-interactions,3.0,antonym,2.0,Chao is introducing obstacles in the path of Yan.,Is Chao hindering Yan?,Yes,0,-0.019304020330309868,-4.281012058258057,0.2103635212406516,-4.510679599829018,-0.22966754157096148,Yes,True
13.0,4.0,social-interactions,4.0,antonym,1.0,Chao and Yan are working with each other.,Is Chao cooperating with Yan?,Yes,0,-0.04349170997738838,-3.4840235710144043,0.1861758315935731,-3.7136911125853658,-0.22966754157096148,Yes,True
14.0,4.0,social-interactions,4.0,antonym,1.0,Chao and Yan are working with each other.,Is Chao competing with Yan?,No,0,-4.403850555419922,-0.016315503045916557,-4.17418301384896,-0.24598304461687803,-0.22966754157096148,No,True
15.0,4.0,social-interactions,4.0,antonym,2.0,Chao and Yan are working against each other.,Is Chao cooperating with Yan?,No,0,-5.810173988342285,-0.006248250138014555,-5.580506446771324,-0.23591579170897603,-0.22966754157096148,No,True
