property,prefix,Context,Question,Correct Answer,negative_sample_type,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,bias_correction,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,0,-0.43917959928512573,-6.4806904792785645,-0.5582871353431116,-6.361582943220578,0.11910753605798585,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,0,-0.49983739852905273,-5.640705108642578,-0.6189449345870386,-5.521597572584592,0.11910753605798585,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,0,-4.023877143859863,-1.2612159252166748,-4.142984679917849,-1.142108389158689,0.11910753605798585,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,0,-4.209863185882568,-1.0885162353515625,-4.328970721940554,-0.9694086992935766,0.11910753605798585,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,0,-9.056929588317871,-0.33482852578163147,-9.176037124375856,-0.21572098972364562,0.11910753605798585,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,0,-1.6741889715194702,-2.830845832824707,-1.793296507577456,-2.711738296766721,0.11910753605798585,Yes,False
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,0,-5.318248748779297,-2.2476043701171875,-5.437356284837283,-2.1284968340592014,0.11910753605798585,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,0,-1.4516446590423584,-2.1975629329681396,-1.5707521951003443,-2.0784553969101536,0.11910753605798585,Yes,False
can affect urine,hair,'',Can hair affect urine?,No,random,0,-2.945399522781372,-3.011215925216675,-3.064507058839358,-2.8921083891586887,0.11910753605798585,No,True
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,0,-2.0426011085510254,-4.498071193695068,-2.1617086446090115,-4.378963657637082,0.11910753605798585,Yes,False
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,0,-1.936896800994873,-2.2440714836120605,-2.056004337052859,-2.1249639475540745,0.11910753605798585,Yes,False
can bark,an arrow,'',Can an arrow bark?,No,random,0,-2.6491031646728516,-1.7456591129302979,-2.7682107007308376,-1.626551576872312,0.11910753605798585,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,0,-1.162848949432373,-6.710399627685547,-1.281956485490359,-6.591292091627561,0.11910753605798585,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,0,-1.9451552629470825,-6.151176929473877,-2.0642627990050686,-6.032069393415891,0.11910753605798585,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,0,-1.565199613571167,-6.9947662353515625,-1.6843071496291528,-6.875658699293576,0.11910753605798585,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,0,-1.8300548791885376,-6.433421611785889,-1.9491624152465234,-6.314314075727903,0.11910753605798585,Yes,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,0,-3.681929588317871,-2.5902605056762695,-3.801037124375857,-2.4711529696182835,0.11910753605798585,No,True
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,0,-3.118690252304077,-3.087240695953369,-3.2377977883620632,-2.968133159895383,0.11910753605798585,No,True
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,0,-1.699352502822876,-4.183421611785889,-1.8184600388808618,-4.064314075727903,0.11910753605798585,Yes,False
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,0,-1.7231541872024536,-4.491905212402344,-1.8422617232604395,-4.372797676344358,0.11910753605798585,Yes,False
