Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
1,1,physical-relations,,antonym,1,The truck is in front of the bed.,Is the truck blocking the bed?,Yes,20.0,0,-2.7894959449768066,-2.9814584255218506,0.46133146683375026,0.46683379759391164,-3.250827411810557,-3.4482922231157622,Yes,True,False,False
2,1,physical-relations,,antonym,1,The truck is in front of the bed.,Is the bed blocking the truck?,No,20.0,0,-3.110839366912842,-2.298339366912842,0.1399880448977151,1.1499528562029204,-3.250827411810557,-3.4482922231157622,No,True,False,True
3,1,physical-relations,,antonym,2,The truck is behind the bed.,Is the truck blocking the bed?,No,20.0,0,-2.522402048110962,-3.346963405609131,0.728425363699595,0.10132881750663136,-3.250827411810557,-3.4482922231157622,Yes,False,True,False
4,1,physical-relations,,antonym,2,The truck is behind the bed.,Is the bed blocking the truck?,Yes,20.0,0,-2.6444668769836426,-2.902914524078369,0.6063605348269143,0.5453776990373931,-3.250827411810557,-3.4482922231157622,Yes,True,True,True
7,1,physical-relations,,variable swap,2,The bed is in front of the truck.,Is the truck blocking the bed?,No,20.0,0,-3.4371109008789062,-2.6968977451324463,-0.18628348906834935,0.7513944779833159,-3.250827411810557,-3.4482922231157622,No,True,False,True
8,1,physical-relations,,variable swap,2,The bed is in front of the truck.,Is the bed blocking the truck?,Yes,20.0,0,-2.919992446899414,-3.6162774562835693,0.33083496491114284,-0.1679852331678071,-3.250827411810557,-3.4482922231157622,Yes,True,True,True
9,1,physical-relations,,variable swap,1,The bed is behind the truck.,Is the truck blocking the bed?,Yes,20.0,0,-3.019329786300659,-2.837857723236084,0.23149762550989772,0.6104344998796782,-3.250827411810557,-3.4482922231157622,No,False,False,False
10,1,physical-relations,,variable swap,1,The bed is behind the truck.,Is the bed blocking the truck?,No,20.0,0,-2.680708646774292,-3.190777063369751,0.5701187650362649,0.25751515974601125,-3.250827411810557,-3.4482922231157622,Yes,False,True,False
13,2,physical-relations,,variable swap,1,Chao needs to move the truck to reach the bed.,Is the truck blocking the bed?,Yes,20.0,0,-3.3014161586761475,-4.907749652862549,-0.05058874686559056,-1.4594574297467866,-3.250827411810557,-3.4482922231157622,Yes,True,True,True
14,2,physical-relations,,variable swap,1,Chao needs to move the truck to reach the bed.,Is the bed blocking the truck?,No,20.0,0,-3.184112310409546,-4.9475626945495605,0.066715101401011,-1.4992704714337983,-3.250827411810557,-3.4482922231157622,Yes,False,True,False
15,2,physical-relations,,variable swap,2,Chao needs to move the bed to reach the truck.,Is the truck blocking the bed?,No,20.0,0,-3.436840295791626,-4.360836505889893,-0.18601288398106908,-0.9125442827741304,-3.250827411810557,-3.4482922231157622,Yes,False,True,False
16,2,physical-relations,,variable swap,2,Chao needs to move the bed to reach the truck.,Is the bed blocking the truck?,Yes,20.0,0,-3.840362310409546,-5.045440196990967,-0.589534898598989,-1.5971479738752046,-3.250827411810557,-3.4482922231157622,Yes,True,True,True
17,3,physical-relations,,antonym,1,The truck occupies more space than the bed.,Is the truck bigger than the bed?,Yes,20.0,0,-2.7974300384521484,-4.359930038452148,0.45339737335840846,-0.9116378153363862,-3.250827411810557,-3.4482922231157622,Yes,True,True,True
18,3,physical-relations,,antonym,1,The truck occupies more space than the bed.,Is the truck smaller than the bed?,No,20.0,0,-3.374340295791626,-3.5637402534484863,-0.12351288398106908,-0.1154480303327241,-3.250827411810557,-3.4482922231157622,Yes,False,False,True
19,3,physical-relations,,antonym,2,The truck occupies less space than the bed.,Is the truck bigger than the bed?,No,20.0,0,-3.644123077392578,-4.271185874938965,-0.3932956655820212,-0.8228936518232026,-3.250827411810557,-3.4482922231157622,Yes,False,True,False
20,3,physical-relations,,antonym,2,The truck occupies less space than the bed.,Is the truck smaller than the bed?,Yes,20.0,0,-3.3958680629730225,-3.6484034061431885,-0.14504065116246556,-0.20011118302742625,-3.250827411810557,-3.4482922231157622,Yes,True,True,True
23,3,physical-relations,,variable swap,2,The bed occupies more space than the truck.,Is the truck bigger than the bed?,No,20.0,0,-3.5267226696014404,-3.4794580936431885,-0.27589525779088353,-0.031165870527426254,-3.250827411810557,-3.4482922231157622,No,True,False,True
24,3,physical-relations,,variable swap,2,The bed occupies more space than the truck.,Is the truck smaller than the bed?,Yes,20.0,0,-2.945117712020874,-4.4017229080200195,0.3057096997896829,-0.9534306849042573,-3.250827411810557,-3.4482922231157622,Yes,True,True,True
25,3,physical-relations,,variable swap,1,The bed occupies less space than the truck.,Is the truck bigger than the bed?,Yes,20.0,0,-3.3589658737182617,-4.615832328796387,-0.10813846190770482,-1.1675401056806245,-3.250827411810557,-3.4482922231157622,Yes,True,True,True
26,3,physical-relations,,variable swap,1,The bed occupies less space than the truck.,Is the truck smaller than the bed?,No,20.0,0,-3.914254665374756,-2.676452159881592,-0.663427253564199,0.7718400632341704,-3.250827411810557,-3.4482922231157622,No,True,False,True
30,3,physical-relations,,antonym,1,The truck occupies more space than the bed.,Is the bed bigger than the truck?,No,20.0,0,-3.2216696739196777,-4.083685874938965,0.029157737890879165,-0.6353936518232026,-3.250827411810557,-3.4482922231157622,Yes,False,True,False
32,3,physical-relations,,antonym,2,The truck occupies less space than the bed.,Is the bed bigger than the truck?,Yes,20.0,0,-3.333994150161743,-4.6501336097717285,-0.08316673835118626,-1.2018413866559663,-3.250827411810557,-3.4482922231157622,Yes,True,True,True
36,3,physical-relations,,variable swap,2,The bed occupies more space than the truck.,Is the bed bigger than the truck?,Yes,20.0,0,-3.141663074493408,-3.8996822834014893,0.1091643373171487,-0.45139006028572703,-3.250827411810557,-3.4482922231157622,Yes,True,True,True
38,3,physical-relations,,variable swap,1,The bed occupies less space than the truck.,Is the bed bigger than the truck?,No,20.0,0,-4.264710903167725,-2.944643497467041,-1.0138834913571677,0.5036487256487212,-3.250827411810557,-3.4482922231157622,No,True,False,True
41,3,physical-relations,,antonym,1,The truck occupies more space than the bed.,Is the bed smaller than the truck?,Yes,20.0,0,-3.1915502548217773,-4.397899627685547,0.059277156988779556,-0.9496074045697847,-3.250827411810557,-3.4482922231157622,Yes,True,True,True
43,3,physical-relations,,antonym,2,The truck occupies less space than the bed.,Is the bed smaller than the truck?,No,20.0,0,-3.5198535919189453,-3.7113771438598633,-0.2690261801083884,-0.26308492074410106,-3.250827411810557,-3.4482922231157622,Yes,False,False,True
47,3,physical-relations,,variable swap,2,The bed occupies more space than the truck.,Is the bed smaller than the truck?,No,20.0,0,-3.0354294776916504,-4.3101043701171875,0.2153979341189065,-0.8618121470014253,-3.250827411810557,-3.4482922231157622,Yes,False,True,False
49,3,physical-relations,,variable swap,1,The bed occupies less space than the truck.,Is the bed smaller than the truck?,Yes,20.0,0,-3.2427358627319336,-4.077210903167725,0.008091549078623306,-0.6289186800519624,-3.250827411810557,-3.4482922231157622,Yes,True,True,True
53,4,physical-relations,,antonym,1,The truck can completely hide the bed from view.,Is the truck bigger than the bed?,Yes,20.0,0,-3.132899522781372,-2.8838043212890625,0.11792788902918483,0.5644879018266997,-3.250827411810557,-3.4482922231157622,No,False,False,False
54,4,physical-relations,,antonym,1,The truck can completely hide the bed from view.,Is the truck smaller than the bed?,No,20.0,0,-3.6338043212890625,-2.6344127655029297,-0.3829769094785056,0.8138794576128325,-3.250827411810557,-3.4482922231157622,No,True,False,True
55,4,physical-relations,,antonym,2,The truck can only partially hide the bed from view.,Is the truck bigger than the bed?,No,20.0,0,-3.1663906574249268,-3.9801011085510254,0.08443675438563014,-0.5318088854352632,-3.250827411810557,-3.4482922231157622,Yes,False,True,False
56,4,physical-relations,,antonym,2,The truck can only partially hide the bed from view.,Is the truck smaller than the bed?,Yes,20.0,0,-3.2419052124023438,-3.7447662353515625,0.00892219940821315,-0.2964740122358003,-3.250827411810557,-3.4482922231157622,Yes,True,True,True
59,4,physical-relations,,variable swap,2,The bed can completely hide the truck from view.,Is the truck bigger than the bed?,No,20.0,0,-2.884216070175171,-3.0119683742523193,0.366611341635386,0.4363238488634429,-3.250827411810557,-3.4482922231157622,Yes,False,False,True
60,4,physical-relations,,variable swap,2,The bed can completely hide the truck from view.,Is the truck smaller than the bed?,Yes,20.0,0,-2.850625514984131,-2.8538906574249268,0.40020189682642604,0.5944015656908355,-3.250827411810557,-3.4482922231157622,Yes,True,False,False
61,4,physical-relations,,variable swap,1,The bed can only partially hide the truck from view.,Is the truck bigger than the bed?,Yes,20.0,0,-3.1382625102996826,-5.498754501342773,0.11256490151087428,-2.050462278227011,-3.250827411810557,-3.4482922231157622,Yes,True,True,True
62,4,physical-relations,,variable swap,1,The bed can only partially hide the truck from view.,Is the truck smaller than the bed?,No,20.0,0,-3.448715925216675,-4.622673988342285,-0.1978885134061179,-1.174381765226523,-3.250827411810557,-3.4482922231157622,Yes,False,True,False
66,4,physical-relations,,antonym,1,The truck can completely hide the bed from view.,Is the bed bigger than the truck?,No,20.0,0,-3.6622695922851562,-2.288905382156372,-0.41144218047459935,1.1593868409593902,-3.250827411810557,-3.4482922231157622,No,True,False,True
68,4,physical-relations,,antonym,2,The truck can only partially hide the bed from view.,Is the bed bigger than the truck?,Yes,20.0,0,-3.4747695922851562,-4.742853164672852,-0.22394218047459935,-1.2945609415570893,-3.250827411810557,-3.4482922231157622,Yes,True,True,True
72,4,physical-relations,,variable swap,2,The bed can completely hide the truck from view.,Is the bed bigger than the truck?,Yes,20.0,0,-3.8188138008117676,-1.9523897171020508,-0.5679863890012107,1.4959025060137114,-3.250827411810557,-3.4482922231157622,No,False,False,False
74,4,physical-relations,,variable swap,1,The bed can only partially hide the truck from view.,Is the bed bigger than the truck?,No,20.0,0,-3.7241532802581787,-3.4160380363464355,-0.4733258684476218,0.032254186769326676,-3.250827411810557,-3.4482922231157622,No,True,False,True
77,4,physical-relations,,antonym,1,The truck can completely hide the bed from view.,Is the bed smaller than the truck?,Yes,20.0,1,-4.177743911743164,-2.0553531646728516,-0.9573960078729167,1.507259778074316,-3.2203479038702474,-3.5626129427471676,No,False,False,False
79,4,physical-relations,,antonym,2,The truck can only partially hide the bed from view.,Is the bed smaller than the truck?,No,20.0,1,-3.601405382156372,-4.8697662353515625,-0.3810574782861247,-1.307153292604395,-3.2203479038702474,-3.5626129427471676,Yes,False,True,False
