Type,Digits,Context,Question,Correct Answer,yes_logprob,no_logprob,predicted_answer,is_correct
Arithmetic,1_digit_addition,'',Is 8 plus 3 equal to 17?,No,-3.761733055114746,-1.2005306482315063,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 6 equal to 5?,No,-3.275503158569336,-1.4716064929962158,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 8 equal to 4?,No,-2.8535380363464355,-1.6738048791885376,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 0 equal to 6?,No,-3.2473649978637695,-1.8105714321136475,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 4 equal to 4?,No,-2.1048262119293213,-2.1678595542907715,Yes,False
Arithmetic,1_digit_addition,'',Is 5 plus 1 equal to 9?,No,-3.4481301307678223,-1.324233055114746,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 0 equal to 6?,No,-3.4639835357666016,-1.9028676748275757,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 6 equal to 70?,No,-3.8038854598999023,-1.3690714836120605,No,True
Arithmetic,1_digit_addition,'',Is 3 plus 8 equal to 77?,No,-3.696716070175171,-1.502537727355957,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 1 equal to 8?,No,-2.026909112930298,-2.151909112930298,Yes,False
Arithmetic,1_digit_addition,'',Is 5 plus 7 equal to 76?,No,-3.9795336723327637,-1.4888314008712769,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 3 equal to 3?,No,-2.370379686355591,-1.878702163696289,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 3 equal to 89?,No,-4.307582378387451,-1.4336682558059692,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 4 equal to 7?,No,-1.7675548791885376,-2.8853089809417725,Yes,False
Arithmetic,1_digit_addition,'',Is 1 plus 4 equal to 8?,No,-2.9785380363464355,-1.612308144569397,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 1 equal to 4?,No,-3.2158563137054443,-1.5367183685302734,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 6 equal to 57?,No,-4.371399879455566,-1.1299856901168823,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 0 equal to 1?,No,-3.3199033737182617,-2.0083658695220947,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 7 equal to 86?,No,-4.24701452255249,-1.294585108757019,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 5 equal to 4?,No,-2.7937464714050293,-1.6142252683639526,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 9 equal to 59?,No,-4.371822357177734,-1.24001944065094,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 1 equal to 26?,No,-4.62201452255249,-1.3183687925338745,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 1 equal to 6?,No,-3.8697662353515625,-1.567008376121521,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 5 equal to 98?,No,-3.6891796588897705,-1.4973496198654175,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 9 equal to 85?,No,-4.058159351348877,-1.4416842460632324,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 5 equal to 26?,No,-4.7154717445373535,-1.2869936227798462,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 8 equal to 1?,No,-2.634216070175171,-1.5717161893844604,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 9 equal to 17?,No,-2.7447662353515625,-1.4409375190734863,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 4 equal to 72?,No,-3.9798262119293213,-1.355939507484436,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 2 equal to 1?,No,-2.9592928886413574,-2.0851354598999023,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 6 equal to 9?,No,-3.8531627655029297,-1.1042221784591675,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 2 equal to 47?,No,-4.841196060180664,-1.2248469591140747,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 0 equal to 7?,No,-3.4645423889160156,-1.6528676748275757,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 5 equal to 7?,No,-2.2751338481903076,-1.963179588317871,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 5 equal to 83?,No,-4.183159351348877,-1.3875926733016968,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 2 equal to 6?,No,-3.2898385524749756,-1.4160380363464355,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 0 equal to 8?,No,-4.1501336097717285,-1.4563530683517456,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 3 equal to 5?,No,-2.1324033737182617,-1.8206363916397095,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 3 equal to 3?,No,-2.7466177940368652,-1.6843222379684448,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 3 equal to 4?,No,-3.448715925216675,-1.5199750661849976,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 2 equal to 8?,No,-2.0600242614746094,-2.4355714321136475,Yes,False
Arithmetic,1_digit_addition,'',Is 6 plus 9 equal to 96?,No,-3.933159112930298,-1.2463998794555664,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 7 equal to 79?,No,-3.9966177940368652,-1.43486487865448,No,True
