question,A,B,C,D,answer,oa_logprob,ob_logprob,oc_logprob,od_logprob,predicted_answer,is_correct
Which of the following styles of fuzzer is more likely to explore paths covering every line of code in the following program?,(A) Generational,(B) Blackbox,(C) Whitebox,(D) Mutation-based,C,-4.30951452255249,-4.735836505889893,-5.098699569702148,-4.560315132141113,A,False
"Assume that a TLS connection has been established successfully between a client and a server. Establishing the session included checking the server certificate and executing a DiffieHelmann exchange, but the client did not provide a client certificate. Further, assume that the client and server are honest, that the client and server don’t leak their keys, and that the cryptography is good. Which of the following attacks does TLS protect against?1. An attacker replaying bytes that a client sent earlier.2. An attacker impersonating the server.","(A) True, True","(B) False, False","(C) True, False","(D) False, True",A,-4.179893970489502,-4.372524261474609,-3.8098649978637695,-4.998497486114502,C,False
MIT’s Kerberos KDC server has a maximum ticket lifetime of 24 hours (for most user principals). What ensures that an expired Kerberos ticket can no longer be used?,(A) The Kerberos server (KDC) refuses to establish new connections between clients and servers for expired tickets.,"(B) When a client connects to a server, the server sets a 24-hour timer to terminate the connection, which ensures a client cannot remain connected past the ticket’s maximum lifetime.","(C) When a client connects to a server, the server compares the ticket’s expiration time to the server’s current clock, and refuses to authenticate the user if the ticket expiration time is in the past.","(D) When a client connects to a server, the server sends a query to the KDC to check if the ticket is still valid with respect to the KDC’s clock, and refuses to authenticate the user if the KDC reports that the ticket is expired.",C,-5.309322357177734,-6.431190013885498,-5.433159351348877,-3.4372966289520264,D,False
"In Message Condentiality, the transmitted message must make sense to only intended",(A) Receiver,(B) Sender,(C) Modulor,(D) Translator,A,-3.9919052124023438,-5.170440196990967,-6.19967794418335,-5.6681904792785645,A,True
Which of the following is a remote Trojan?,(A) Troya,(B) DaCryptic,(C) BankerA,(D) Game-Troj,A,-2.3122220039367676,-5.048336505889893,-5.679405212402344,-3.4369471073150635,A,True
______________ is a widespread app’s coding mistake made by developers which could be exploited by an attacker for gaining access or malfunctioning your system.,(A) Memory leakage,(B) Buffer-overrun,(C) Less processing power,(D) Inefficient programming,B,-4.083040237426758,-3.452488660812378,-7.199062824249268,-7.231158256530762,B,True
"Consider the paper Native Client: A Sandbox for Portable, Untrusted x86 Native Code by Yee et al. Ben Bitdiddle notes that NaCl uses Intel x86 segmentation to ensure that the sandboxed module does not read or write memory outside its own data area, and does not execute instructions outside its own code. Ben thinks that with these restrictions alone, executing the sandboxed module must be safe; that is, he thinks validation is not needed. Ben is wrong. Circle the types of x86 machine instructions that the validator always forbids in sandboxed code. Please ignore trampoline and springboard code.",(A) all instructions that modify segment state,(B) all loads or stores to addresses that are not 0 mod 32,(C) all indirect loads or stores (via an address in a register or variable),(D) all indirect jumps (via an address in a register or variable),A,-3.870659112930298,-4.305353164672852,-5.18366813659668,-3.437142848968506,D,False
____________ is also a part of darknet that is employed for transferring files anonymously.,(A) Freenet,(B) ARPANET,(C) Stuxnet,(D) Internet,A,-2.7923262119293213,-5.583685874938965,-6.727546691894531,-4.903850555419922,A,True
"Why apps developed in languages like C, C++ is prone to Buffer-overflow?",(A) No string boundary checks in predefined functions,(B) No storage check in the external memory,(C) No processing power check,(D) No database check,A,-3.577404022216797,-4.685797691345215,-4.060797691345215,-5.310997486114502,A,True
Man in the middle attack can endanger the security of Diffie Hellman method if two parties are not,(A) Joined,(B) Authenticated,(C) Submitted,(D) Shared,B,-5.273877143859863,-4.654793739318848,-7.255748748779297,-4.90504264831543,B,True
