Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
1,1,material-dynamics,1,material,1,Chao sees something that is fabric.,Can Chao fold it?,Yes,20.0,0,-4.838983535766602,-3.6520423889160156,0.76533243060112,-0.31056227133824255,-5.604315966367722,-3.341480117577773,No,False,True,True
2,1,material-dynamics,1,material,1,Chao sees something that is fabric.,Can Chao pour it?,No,20.0,0,-5.684117794036865,-2.324897289276123,-0.07980182766914368,1.01658282830165,-5.604315966367722,-3.341480117577773,No,True,False,True
3,1,material-dynamics,1,material,2,Chao sees something that is liquid.,Can Chao fold it?,No,20.0,0,-5.338983535766602,-3.340035915374756,0.26533243060112,0.0014442022030172197,-5.604315966367722,-3.341480117577773,No,True,True,False
4,1,material-dynamics,1,material,2,Chao sees something that is liquid.,Can Chao pour it?,Yes,20.0,0,-4.371617794036865,-2.9963998794555664,1.2326981723308563,0.3450802381222067,-5.604315966367722,-3.341480117577773,No,False,True,True
5,2,material-dynamics,2,material,1,Chao sees the denim.,Can Chao fold it?,Yes,20.0,0,-4.68451452255249,-3.497814893722534,0.9198014438152313,-0.1563347761447611,-5.604315966367722,-3.341480117577773,No,False,True,True
6,2,material-dynamics,2,material,1,Chao sees the denim.,Can Chao pour it?,No,20.0,0,-5.716196060180664,-3.575610399246216,-0.1118800938129425,-0.23413028166844274,-5.604315966367722,-3.341480117577773,No,True,True,False
7,2,material-dynamics,2,material,2,Chao sees the water.,Can Chao fold it?,No,20.0,0,-6.4626336097717285,-3.7614824771881104,-0.858317643404007,-0.4200023596103373,-5.604315966367722,-3.341480117577773,No,True,False,True
8,2,material-dynamics,2,material,2,Chao sees the water.,Can Chao pour it?,Yes,20.0,0,-4.965856075286865,-3.106780767440796,0.6384598910808563,0.23469935013697718,-5.604315966367722,-3.341480117577773,No,False,True,True
10,3,material-dynamics,3,material,1,Chao sees something that is fabric.,Can Chao stir it?,No,20.0,0,-4.277535915374756,-2.7944376468658447,1.3267800509929657,0.5470424707119284,-5.604315966367722,-3.341480117577773,No,True,True,False
12,3,material-dynamics,3,material,2,Chao sees something that is liquid.,Can Chao stir it?,Yes,20.0,0,-3.9176011085510254,-3.2923262119293213,1.6867148578166962,0.04915390564845179,-5.604315966367722,-3.341480117577773,No,False,True,True
16,4,material-dynamics,4,material,2,Chao sees the water.,Can Chao stir it?,Yes,20.0,0,-5.058899879455566,-3.5595145225524902,0.5454160869121552,-0.21803440497471716,-5.604315966367722,-3.341480117577773,No,False,True,True
