Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
1,1,material-dynamics,1,material,1,Chao sees something that is fabric.,Can Chao fold it?,Yes,20.0,0,-4.527535915374756,-4.1529717445373535,0.0017440892182865042,-0.07542285552391625,-4.529280004593042,-4.077548889013437,No,False,True,True
2,1,material-dynamics,1,material,1,Chao sees something that is fabric.,Can Chao pour it?,No,20.0,0,-3.888110399246216,-2.9510397911071777,0.6411696053468265,1.1265090979062595,-4.529280004593042,-4.077548889013437,No,True,False,True
3,1,material-dynamics,1,material,2,Chao sees something that is liquid.,Can Chao fold it?,No,20.0,0,-4.745921611785889,-4.120921611785889,-0.2166416071928463,-0.04337272277245141,-4.529280004593042,-4.077548889013437,No,True,False,True
4,1,material-dynamics,1,material,2,Chao sees something that is liquid.,Can Chao pour it?,Yes,20.0,0,-4.309695243835449,-3.8711681365966797,0.21958476075759314,0.20638075241675757,-4.529280004593042,-4.077548889013437,No,False,True,True
5,2,material-dynamics,2,material,1,Chao sees the denim.,Can Chao fold it?,Yes,20.0,0,-4.715035915374756,-4.153356075286865,-0.1857559107817135,-0.07580718627342797,-4.529280004593042,-4.077548889013437,No,False,False,False
6,2,material-dynamics,2,material,1,Chao sees the denim.,Can Chao pour it?,No,20.0,0,-4.777296543121338,-4.341350555419922,-0.24801653852829553,-0.2638016664064846,-4.529280004593042,-4.077548889013437,No,True,True,False
7,2,material-dynamics,2,material,2,Chao sees the water.,Can Chao fold it?,No,20.0,0,-6.398403167724609,-5.617853164672852,-1.869123163131567,-1.5403042756594143,-4.529280004593042,-4.077548889013437,No,True,False,True
8,2,material-dynamics,2,material,2,Chao sees the water.,Can Chao pour it?,Yes,20.0,0,-5.028356075286865,-4.2779717445373535,-0.49907607069382287,-0.20042285552391625,-4.529280004593042,-4.077548889013437,No,False,False,False
10,3,material-dynamics,3,material,1,Chao sees something that is fabric.,Can Chao stir it?,No,20.0,0,-4.090856075286865,-3.6384055614471436,0.43842392930617713,0.4391433275662937,-4.529280004593042,-4.077548889013437,No,True,False,True
12,3,material-dynamics,3,material,2,Chao sees something that is liquid.,Can Chao stir it?,Yes,20.0,0,-3.8716177940368652,-3.6209216117858887,0.6576622105561771,0.4566272772275486,-4.529280004593042,-4.077548889013437,No,False,True,True
16,4,material-dynamics,4,material,2,Chao sees the water.,Can Chao stir it?,Yes,20.0,0,-5.5565714836120605,-5.525850296020508,-1.0272914790190182,-1.4483014070070706,-4.529280004593042,-4.077548889013437,No,False,True,True
20,5,material-dynamics,5,material,2,Chao sees something that is gas.,Can Chao stir it?,Yes,20.0,0,-4.0598649978637695,-3.606435775756836,0.46941500672927283,0.4711131132566013,-4.529280004593042,-4.077548889013437,No,False,False,False
24,6,material-dynamics,6,material,2,Chao sees the oxygen.,Can Chao stir it?,Yes,20.0,0,-5.994429588317871,-5.401771545410156,-1.4651495837248287,-1.324222656396719,-4.529280004593042,-4.077548889013437,No,False,False,False
25,7,material-dynamics,7,material,1,Chao sees something that is rigid.,Can it break?,Yes,20.0,0,-4.029380798339844,-3.702075958251953,0.4998992062531986,0.37547293076148414,-4.529280004593042,-4.077548889013437,No,False,True,True
26,7,material-dynamics,7,material,1,Chao sees something that is rigid.,Can it ripple?,No,20.0,0,-4.310315132141113,-4.498588562011719,0.21896487245192908,-0.4210396729982815,-4.529280004593042,-4.077548889013437,Yes,False,True,False
27,7,material-dynamics,7,material,2,Chao sees something that is fabric.,Can it break?,No,20.0,0,-4.091631889343262,-4.342464923858643,0.43764811524978064,-0.2649160348452053,-4.529280004593042,-4.077548889013437,Yes,False,True,False
28,7,material-dynamics,7,material,2,Chao sees something that is fabric.,Can it ripple?,Yes,20.0,0,-3.8259055614471436,-3.9519362449645996,0.7033744431458988,0.12561264404883765,-4.529280004593042,-4.077548889013437,Yes,True,True,True
31,8,material-dynamics,8,material,2,Chao sees something that is liquid.,Can it break?,No,20.0,0,-3.7634055614471436,-3.9516913890838623,0.7658744431458988,0.12585749992957496,-4.529280004593042,-4.077548889013437,Yes,False,True,False
32,8,material-dynamics,8,material,2,Chao sees something that is liquid.,Can it ripple?,Yes,20.0,0,-3.857591152191162,-4.248900890350342,0.6716888524018803,-0.17135200133690454,-4.529280004593042,-4.077548889013437,Yes,True,True,True
33,9,material-dynamics,9,material,1,Chao sees something that is non-rigid.,Can it break?,Yes,20.0,0,-3.5761661529541016,-3.827075958251953,0.9531138516389408,0.25047293076148414,-4.529280004593042,-4.077548889013437,Yes,True,True,True
34,9,material-dynamics,9,material,1,Chao sees something that is non-rigid.,Can it ripple?,No,20.0,0,-3.732699155807495,-4.655470371246338,0.7965808487855472,-0.5779214822329006,-4.529280004593042,-4.077548889013437,Yes,False,True,False
37,10,material-dynamics,10,material,1,Chao sees the feather.,Can it break?,Yes,20.0,0,-5.653356075286865,-3.779493808746338,-1.1240760706938229,0.29805508026709937,-4.529280004593042,-4.077548889013437,No,False,False,False
38,10,material-dynamics,10,material,1,Chao sees the feather.,Can it ripple?,No,20.0,0,-4.748188018798828,-4.1238298416137695,-0.21890801420578576,-0.04628095260033227,-4.529280004593042,-4.077548889013437,No,True,False,True
40,10,material-dynamics,10,material,2,Chao sees the denim.,Can it ripple?,Yes,20.0,0,-4.30866813659668,-4.997673988342285,0.22061186799636268,-0.9201250993288479,-4.529280004593042,-4.077548889013437,Yes,True,True,True
47,12,material-dynamics,12,material,2,Chao sees the water.,Can it break?,No,20.0,0,-5.806190013885498,-5.213983535766602,-1.2769100092924557,-1.1364346467531643,-4.529280004593042,-4.077548889013437,No,True,False,True
48,12,material-dynamics,12,material,2,Chao sees the water.,Can it ripple?,Yes,20.0,0,-4.778169631958008,-4.966495513916016,-0.24888962736496545,-0.8889466249025784,-4.529280004593042,-4.077548889013437,Yes,True,True,True
50,13,material-dynamics,13,material,1,Chao sees something that is fabric.,Can it disperse?,No,20.0,0,-3.902535915374756,-3.6543805599212646,0.6267440892182865,0.4231683290921726,-4.529280004593042,-4.077548889013437,No,True,True,False
52,13,material-dynamics,13,material,2,Chao sees something that is gas.,Can it disperse?,Yes,20.0,0,-3.9819376468658447,-3.732985496520996,0.5473423577271976,0.34456339249244117,-4.529280004593042,-4.077548889013437,No,False,True,True
53,14,material-dynamics,14,material,1,Chao sees something that is rigid.,Can Chao squeeze it?,Yes,20.0,1,-4.497673988342285,-3.4350242614746094,-0.03517932387498668,0.670988555137928,-4.4624946644672985,-4.106012816612537,No,False,False,False
57,15,material-dynamics,15,material,1,Chao sees the cup.,Can Chao squeeze it?,Yes,20.0,1,-6.586377143859863,-5.273403167724609,-2.123882479392565,-1.167390351112072,-4.4624946644672985,-4.106012816612537,No,False,False,False
58,15,material-dynamics,15,material,1,Chao sees the cup.,Can Chao pour it?,No,20.0,1,-5.715035915374756,-4.527042388916016,-1.2525412509074574,-0.42102957230347826,-4.4624946644672985,-4.106012816612537,No,True,False,True
59,15,material-dynamics,15,material,2,Chao sees the water.,Can Chao squeeze it?,No,20.0,1,-6.37037992477417,-5.1822662353515625,-1.9078852603068714,-1.0762534187390251,-4.4624946644672985,-4.106012816612537,No,True,False,True
61,16,material-dynamics,16,material,1,Chao sees something that is non-rigid.,Can Chao compresse it?,Yes,20.0,1,-4.090856075286865,-3.795199155807495,0.37163858918043324,0.31081366080504225,-4.4624946644672985,-4.106012816612537,No,False,True,True
