property,prefix,Context,Question,Correct Answer,negative_sample_type,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,bias_correction,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,0,-1.530517578125,-0.28080567717552185,-0.9497686988208442,-0.8615545564796776,-0.5807488793041558,No,False
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,0,-1.1943939924240112,-0.44069352746009827,-0.6136451131198555,-1.021442406764254,-0.5807488793041558,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,0,-2.4053096771240234,-0.15276899933815002,-1.8245607978198677,-0.7335178786423058,-0.5807488793041558,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,0,-2.1709775924682617,-0.16448119282722473,-1.590228713164106,-0.7452300721313805,-0.5807488793041558,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,0,-2.155115842819214,-0.16021686792373657,-1.5743669635150581,-0.7409657472278923,-0.5807488793041558,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,0,-1.5693939924240112,-0.3213452696800232,-0.9886451131198555,-0.902094148984179,-0.5807488793041558,No,True
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,0,-1.9668806791305542,-0.22072014212608337,-1.3861317998263984,-0.8014690214302391,-0.5807488793041558,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,0,-1.5539830923080444,-0.30230793356895447,-0.9732342130038887,-0.8830568128731102,-0.5807488793041558,No,True
can affect urine,hair,'',Can hair affect urine?,No,random,0,-1.5928096771240234,-0.3430401086807251,-1.0120607978198677,-0.9237889879848808,-0.5807488793041558,No,True
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,0,-1.9678096771240234,-0.21722105145454407,-1.3870607978198677,-0.7979699307586998,-0.5807488793041558,No,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,0,-1.7646992206573486,-0.26492607593536377,-1.1839503413531929,-0.8456749552395195,-0.5807488793041558,No,True
can bark,an arrow,'',Can an arrow bark?,No,random,0,-2.4053096771240234,-0.15179291367530823,-1.8245607978198677,-0.732541792979464,-0.5807488793041558,No,True
