property,prefix,Context,Question,Correct Answer,negative_sample_type,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,bias_correction,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,0,-0.8503831624984741,-0.6006439328193665,-0.07965032803449068,-1.37137676728335,-0.7707328344639834,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,0,-1.5371187925338745,-0.29144880175590515,-0.7663859580698911,-1.0621816362198886,-0.7707328344639834,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,0,-2.623497724533081,-0.11992808431386948,-1.8527648900690976,-0.8906609187778529,-0.7707328344639834,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,0,-2.8422937393188477,-0.09550604224205017,-2.071560904854864,-0.8662388767060336,-0.7707328344639834,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,0,-2.607896089553833,-0.11212463676929474,-1.8371632550898496,-0.8828574712332782,-0.7707328344639834,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,0,-1.95896315574646,-0.20652154088020325,-1.1882303212824765,-0.9772543753441867,-0.7707328344639834,No,True
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,0,-1.9646716117858887,-0.21467159688472748,-1.1939387773219052,-0.9854044313487109,-0.7707328344639834,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,0,-1.9519363641738892,-0.20613043010234833,-1.1812035297099057,-0.9768632645663318,-0.7707328344639834,No,True
can affect urine,hair,'',Can hair affect urine?,No,random,0,-1.7484976053237915,-0.2490885853767395,-0.9777647708598081,-1.019821419840723,-0.7707328344639834,Yes,False
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,0,-2.170396089553833,-0.17292897403240204,-1.3996632550898496,-0.9436618084963855,-0.7707328344639834,No,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,0,-2.170396089553833,-0.16678474843502045,-1.3996632550898496,-0.9375175828990039,-0.7707328344639834,No,True
can bark,an arrow,'',Can an arrow bark?,No,random,0,-3.57659912109375,-0.07280869036912918,-2.8058662866297666,-0.8435415248331126,-0.7707328344639834,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,0,-0.6160263419151306,-0.866283118724823,0.15470649254885283,-1.6370159531888064,-0.7707328344639834,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,0,-1.2094467878341675,-0.4563295841217041,-0.43871395337018404,-1.2270624185856875,-0.7707328344639834,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,0,-0.732416033744812,-0.73284912109375,0.03831680071917143,-1.5035819555577334,-0.7707328344639834,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,0,-1.1777738332748413,-0.43014708161354065,-0.40704099881085787,-1.200879916077524,-0.7707328344639834,Yes,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,0,-2.170396089553833,-0.16385851800441742,-1.3996632550898496,-0.9345913524684009,-0.7707328344639834,No,True
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,0,-1.77146315574646,-0.27194681763648987,-1.0007303212824765,-1.0426796521004733,-0.7707328344639834,Yes,False
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,0,-1.9593995809555054,-0.21316076815128326,-1.188666746491522,-0.9838936026152667,-0.7707328344639834,No,True
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,0,-1.5613298416137695,-0.31569352746009827,-0.7905970071497861,-1.0864263619240817,-0.7707328344639834,Yes,False
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,0,-1.5531967878341675,-0.30183178186416626,-0.782463953370184,-1.0725646163281497,-0.7707328344639834,Yes,False
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,0,-2.842615842819214,-0.09840740263462067,-2.0718830083552304,-0.8691402370986041,-0.7707328344639834,No,True
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,0,-2.1694376468658447,-0.16894139349460602,-1.3987048124018613,-0.9396742279585895,-0.7707328344639834,No,True
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,0,-2.3886661529541016,-0.13947291672229767,-1.6179333184901181,-0.9102057511862811,-0.7707328344639834,No,True
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,0,-1.9593995809555054,-0.20782549679279327,-1.188666746491522,-0.9785583312567767,-0.7707328344639834,No,True
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,0,-0.8808687925338745,-0.6312983632087708,-0.11013595806989107,-1.4020311976727542,-0.7707328344639834,Yes,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,0,-1.1777738332748413,-0.43209725618362427,-0.40704099881085787,-1.2028300906476077,-0.7707328344639834,Yes,True
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,0,-1.951166033744812,-0.19998560845851898,-1.1804331992808286,-0.9707184429225024,-0.7707328344639834,No,True
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,0,-1.3582229614257812,-0.3625795841217041,-0.5874901269617978,-1.1333124185856875,-0.7707328344639834,Yes,True
can be baked,a bean,'',Can a bean be baked?,Yes,random,0,-1.3660264015197754,-0.36823445558547974,-0.595293567055792,-1.1389672900494632,-0.7707328344639834,Yes,True
can be baked,broccoli,'',Can broccoli be baked?,No,random,0,-1.7566331624984741,-0.25319352746009827,-0.9859003280344907,-1.0239263619240817,-0.7707328344639834,Yes,False
can be bald,an owl,'',Can an owl be bald?,No,random,0,-2.607476234436035,-0.1135554388165474,-1.8367433999720517,-0.8842882732805308,-0.7707328344639834,No,True
can be banned in a drought,a boomerang,'',Can a boomerang be banned in a drought?,No,random,0,-1.5609976053237915,-0.3132806718349457,-0.7902647708598081,-1.0840135062989291,-0.7707328344639834,Yes,False
can be bass,a guitar,'',Can a guitar be bass?,Yes,random,0,-2.63909912109375,-0.13677223026752472,-1.8683662866297666,-0.9075050647315082,-0.7707328344639834,No,False
can be bent,a leg,'',Can a leg be bent?,Yes,random,0,-1.0209810733795166,-0.5261780619621277,-0.25024823891553316,-1.2969108964261111,-0.7707328344639834,Yes,True
can be bent,an owl,'',Can an owl be bent?,No,random,0,-2.38909912109375,-0.14460603892803192,-1.6183662866297666,-0.9153388733920154,-0.7707328344639834,No,True
can be bitter in taste,cider,'',Can cider be bitter in taste?,Yes,random,0,-1.1785264015197754,-0.428526371717453,-0.40779356705579195,-1.1992592061814364,-0.7707328344639834,Yes,True
can be blonde,hair,'',Can hair be blonde?,Yes,random,0,-1.7324762344360352,-0.2351737767457962,-0.9617433999720517,-1.0059066112097796,-0.7707328344639834,Yes,True
can be blonde,an ambulance,'',Can an ambulance be blonde?,No,random,0,-2.6230714321136475,-0.1287069022655487,-1.852338597649664,-0.8994397367295321,-0.7707328344639834,No,True
can be blunt,a bayonet,'',Can a bayonet be blunt?,Yes,random,0,-1.1621187925338745,-0.41678476333618164,-0.39138595806989107,-1.187517597800165,-0.7707328344639834,Yes,True
can be broken,a sweater,'',Can a sweater be broken?,No,random,0,-2.170396089553833,-0.16411954164505005,-1.3996632550898496,-0.9348523761090335,-0.7707328344639834,No,True
can be button shaped,mushroom,'',Can mushroom be button shaped?,Yes,random,0,-1.3562464714050293,-0.36083438992500305,-0.5855136369410459,-1.1315672243889865,-0.7707328344639834,Yes,True
can be carbonated,lemonade,'',Can lemonade be carbonated?,Yes,random,0,-1.7332229614257812,-0.23640470206737518,-0.9624901269617978,-1.0071375365313586,-0.7707328344639834,Yes,True
can be claustrophobic,a squirrel,'',Can a squirrel be claustrophobic?,No,random,0,-2.169976234436035,-0.16873560845851898,-1.3992433999720517,-0.9394684429225024,-0.7707328344639834,No,True
can be coated with flavor,a donut,'',Can a donut be coated with flavor?,Yes,random,0,-1.1855714321136475,-0.4382806718349457,-0.414838597649664,-1.2090135062989291,-0.7707328344639834,Yes,True
