property,prefix,Context,Question,Correct Answer,negative_sample_type,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,bias_correction,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,0,-1.5150632858276367,-0.2613794207572937,-0.5518823882131115,-1.224560318371819,-0.9631808976145252,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,0,-0.8391140699386597,-0.5892755389213562,0.12406682767586552,-1.5524564365358815,-0.9631808976145252,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,0,-3.5303666591644287,-0.037773169577121735,-2.5671857615499034,-1.000954067191647,-0.9631808976145252,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,0,-4.530309677124023,-0.016055196523666382,-3.567128779509498,-0.9792360941381916,-0.9631808976145252,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,0,-4.748071193695068,-0.011467286385595798,-3.784890296080543,-0.974648184000121,-0.9631808976145252,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,0,-2.8271992206573486,-0.07642807811498642,-1.8640183230428233,-1.0396089757295117,-0.9631808976145252,No,True
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,0,-3.3093223571777344,-0.054454922676086426,-2.346141459563209,-1.0176358202906117,-0.9631808976145252,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,0,-3.0617902278900146,-0.056700561195611954,-2.0986093302754893,-1.0198814588101373,-0.9631808976145252,No,True
can affect urine,hair,'',Can hair affect urine?,No,random,0,-1.522504448890686,-0.27663660049438477,-0.5593235512761608,-1.23981749810891,-0.9631808976145252,Yes,False
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,0,-2.8269362449645996,-0.083924800157547,-1.8637553473500743,-1.0471056977720723,-0.9631808976145252,No,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,0,-1.718017578125,-0.21722105145454407,-0.7548366805104748,-1.1804019490690694,-0.9631808976145252,Yes,False
can bark,an arrow,'',Can an arrow bark?,No,random,0,-5.499088764190674,-0.00945279560983181,-4.5359078665761485,-0.972633693224357,-0.9631808976145252,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,0,-0.23367607593536377,-1.9839510917663574,0.7295048216791614,-2.9471319893808827,-0.9631808976145252,Yes,True
