property,prefix,Context,Question,Correct Answer,negative_sample_type,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,bias_correction,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,0,-1.312341570854187,-0.31628239154815674,-0.4860785686115421,-1.1425453937908017,-0.8262630022426449,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,0,-0.31628239154815674,-1.320152759552002,0.5099806106944882,-2.146415761794647,-0.8262630022426449,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,0,-4.28112268447876,-0.01774609461426735,-3.4548596822361146,-0.8440090968569123,-0.8262630022426449,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,0,-5.999738693237305,-0.00411487091332674,-5.1734756909946595,-0.8303778731559717,-0.8262630022426449,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,0,-4.499796390533447,-0.012753374874591827,-3.673533388290802,-0.8390163771172368,-0.8262630022426449,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,0,-2.812403917312622,-0.06584286689758301,-1.9861409150699771,-0.8921058691402279,-0.8262630022426449,No,True
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,0,-1.5151876211166382,-0.26323530077934265,-0.6889246188739933,-1.0894983030219876,-0.8262630022426449,Yes,True
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,0,-1.3202667236328125,-0.32028472423553467,-0.49400372139016757,-1.1465477264781796,-0.8262630022426449,Yes,False
can affect urine,hair,'',Can hair affect urine?,No,random,0,-1.507652759552002,-0.25760748982429504,-0.681389757309357,-1.08387049206694,-0.8262630022426449,Yes,False
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,0,-2.5936226844787598,-0.08634912967681885,-1.7673596822361148,-0.9126121319194638,-0.8262630022426449,No,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,0,-2.5780274868011475,-0.0814666748046875,-1.7517644845585025,-0.9077296770473324,-0.8262630022426449,No,True
can bark,an arrow,'',Can an arrow bark?,No,random,0,-5.499876499176025,-0.004989744164049625,-4.67361349693338,-0.8312527464066946,-0.8262630022426449,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,0,-0.13275372982025146,-2.124925136566162,0.6935092724223935,-2.9511881388088073,-0.8262630022426449,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,0,-1.7420921325683594,-0.24504268169403076,-0.9158291303257144,-1.0713056839366757,-0.8262630022426449,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,0,-0.316331148147583,-1.3202370405197144,0.5099318540950619,-2.1465000427623595,-0.8262630022426449,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,0,-2.5780274868011475,-0.08293139934539795,-1.7517644845585025,-0.9091944015880429,-0.8262630022426449,No,True
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,0,-2.812403917312622,-0.06537127494812012,-1.9861409150699771,-0.891634277190765,-0.8262630022426449,No,True
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,0,-3.2966747283935547,-0.04696310684084892,-2.4704117261509095,-0.8732261090834939,-0.8262630022426449,No,True
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,0,-2.5935866832733154,-0.08727587014436722,-1.7673236810306705,-0.9135388723870121,-0.8262630022426449,No,True
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,0,-0.8358608484268188,-0.5858777761459351,-0.00959784618417392,-1.41214077838858,-0.8262630022426449,Yes,False
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,0,-0.3163607120513916,-1.3202667236328125,0.5099022901912533,-2.1465297258754577,-0.8262630022426449,Yes,False
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,0,-2.3592803478240967,-0.10488630086183548,-1.5330173455814518,-0.9311493031044804,-0.8262630022426449,No,True
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,0,-4.2809038162231445,-0.01932384818792343,-3.4546408139804994,-0.8455868504305684,-0.8262630022426449,No,True
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,0,-3.531052827835083,-0.033842090517282486,-2.704789825592438,-0.8601050927599274,-0.8262630022426449,No,True
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,0,-3.0467190742492676,-0.052883271127939224,-2.2204560720066224,-0.8791462733705842,-0.8262630022426449,No,True
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,0,-0.4862833023071289,-0.9882463216781616,0.339979699935516,-1.8145093239208065,-0.8262630022426449,Yes,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,0,-0.8358608484268188,-0.5858777761459351,-0.00959784618417392,-1.41214077838858,-0.8262630022426449,Yes,True
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,0,-1.5076881647109985,-0.2577155828475952,-0.6814251624683536,-1.0839785850902401,-0.8262630022426449,Yes,False
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,0,-1.9139894247055054,-0.16299211978912354,-1.0877264224628604,-0.9892551220317685,-0.8262630022426449,No,False
can be baked,a bean,'',Can a bean be baked?,Yes,random,0,-0.5819717645645142,-0.8319952487945557,0.24429123767813077,-1.6582582510372006,-0.8262630022426449,Yes,True
can be baked,broccoli,'',Can broccoli be baked?,No,random,0,-0.20407354831695557,-1.7030969858169556,0.6221894539256894,-2.5293599880596007,-0.8262630022426449,Yes,False
can be bald,an owl,'',Can an owl be bald?,No,random,0,-2.124941825866699,-0.1278841495513916,-1.2986788236240543,-0.9541471517940365,-0.8262630022426449,No,True
can be banned in a drought,a boomerang,'',Can a boomerang be banned in a drought?,No,random,0,-1.515527367591858,-0.26164305210113525,-0.689264365349213,-1.0879060543437802,-0.8262630022426449,Yes,False
can be bass,a guitar,'',Can a guitar be bass?,Yes,random,0,-3.0467803478240967,-0.05292081832885742,-2.2205173455814515,-0.8791838205715024,-0.8262630022426449,No,False
can be bent,a leg,'',Can a leg be bent?,Yes,random,0,-0.20793139934539795,-1.7109012603759766,0.618331602897247,-2.5371642626186217,-0.8262630022426449,Yes,True
can be bent,an owl,'',Can an owl be bent?,No,random,0,-4.281086444854736,-0.01762402430176735,-3.454823442612091,-0.8438870265444123,-0.8262630022426449,No,True
can be bitter in taste,cider,'',Can cider be bitter in taste?,Yes,random,0,-0.6991214752197266,-0.6991214752197266,0.12714152702291837,-1.5253844774623715,-0.8262630022426449,Yes,True
can be blonde,hair,'',Can hair be blonde?,Yes,random,0,-1.1405657529830933,-0.3886359930038452,-0.31430275074044833,-1.2148989952464901,-0.8262630022426449,Yes,True
can be blonde,an ambulance,'',Can an ambulance be blonde?,No,random,0,-4.531086444854736,-0.01642024703323841,-3.704823442612091,-0.8426832492758833,-0.8262630022426449,No,True
can be blunt,a bayonet,'',Can a bayonet be blunt?,Yes,random,0,-1.1405891180038452,-0.3886439800262451,-0.3143261157612003,-1.21490698226889,-0.8262630022426449,Yes,True
can be broken,a sweater,'',Can a sweater be broken?,No,random,0,-3.046830415725708,-0.05050218105316162,-2.220567413483063,-0.8767651832958065,-0.8262630022426449,No,True
can be button shaped,mushroom,'',Can mushroom be button shaped?,Yes,random,0,-0.6991430521011353,-0.6991430521011353,0.12711995014150967,-1.5254060543437802,-0.8262630022426449,Yes,True
can be carbonated,lemonade,'',Can lemonade be carbonated?,Yes,random,0,-3.531221628189087,-0.030367136001586914,-2.7049586259464418,-0.8566301382442318,-0.8262630022426449,No,False
can be claustrophobic,a squirrel,'',Can a squirrel be claustrophobic?,No,random,0,-3.53113055229187,-0.03267073631286621,-2.704867550049225,-0.8589337385555111,-0.8262630022426449,No,True
can be coated with flavor,a donut,'',Can a donut be coated with flavor?,Yes,random,0,-0.7069053649902344,-0.7069332599639893,0.11935763725241055,-1.5331962622066342,-0.8262630022426449,Yes,True
can be cold,a plow,'',Can a plow be cold?,No,random,0,-1.7030489444732666,-0.2030489444732666,-0.8767859422306217,-1.0293119467159115,-0.8262630022426449,Yes,False
can be cooked,cheese,'',Can cheese be cooked?,Yes,random,0,-0.9765055179595947,-0.4765055179595947,-0.1502425157169498,-1.3027685202022397,-0.8262630022426449,Yes,True
can be covered,butter,'',Can butter be covered?,No,random,0,-0.9842535257339478,-0.4842803478240967,-0.15799052349130283,-1.3105433500667416,-0.8262630022426449,Yes,False
can be covered in chocolate,a seagull,'',Can a seagull be covered in chocolate?,No,random,0,-2.5935866832733154,-0.08734261989593506,-1.7673236810306705,-0.91360562213858,-0.8262630022426449,No,True
can be covered in lip gloss,a lip,'',Can a lip be covered in lip gloss?,Yes,random,0,-0.8319332599639893,-0.5819332599639893,-0.0056702577213443295,-1.4081962622066342,-0.8262630022426449,Yes,True
can be covered in lip gloss,a harpsichord,'',Can a harpsichord be covered in lip gloss?,No,random,0,-4.781086444854736,-0.0159151591360569,-3.954823442612091,-0.8421781613787018,-0.8262630022426449,No,True
can be crumbly,a bagpipe,'',Can a bagpipe be crumbly?,No,random,0,-4.031086444854736,-0.023360852152109146,-3.204823442612091,-0.8496238543947541,-0.8262630022426449,No,True
can be crushed,garlic,'',Can garlic be crushed?,Yes,random,0,-0.20505011081695557,-1.7031031847000122,0.6212128914256894,-2.5293661869426574,-0.8262630022426449,Yes,True
can be crushed,a bikini,'',Can a bikini be crushed?,No,random,0,-2.5780274868011475,-0.08246004581451416,-1.7517644845585025,-0.9087230480571591,-0.8262630022426449,No,True
can be curly,hair,'',Can hair be curly?,Yes,random,0,-0.4765055179595947,-0.9764894247055054,0.3497574842830502,-1.8027524269481503,-0.8262630022426449,Yes,True
can be cut into slices,mango,'',Can mango be cut into slices?,Yes,random,0,-0.20500195026397705,-1.7030657529830933,0.6212610519786679,-2.5293287552257384,-0.8262630022426449,Yes,True
can be cut into slices,a spider,'',Can a spider be cut into slices?,No,random,0,-4.031040191650391,-0.022118574008345604,-3.2047771894077455,-0.8483815762509905,-0.8262630022426449,No,True
can be dangerous,a centipede,'',Can a centipede be dangerous?,No,random,0,-0.08632732182741165,-2.5936508178710938,0.7399356804152333,-3.419913820113739,-0.8262630022426449,Yes,False
can be decaffeinated,a trombone,'',Can a trombone be decaffeinated?,No,random,0,-2.812403917312622,-0.0697784423828125,-1.9861409150699771,-0.8960414446254574,-0.8262630022426449,No,True
can be decorative,a corkscrew,'',Can a corkscrew be decorative?,No,random,0,-0.6991430521011353,-0.6991214752197266,0.12711995014150967,-1.5253844774623715,-0.8262630022426449,Yes,False
can be deflated,a balloon,'',Can a balloon be deflated?,Yes,random,0,-0.3163607120513916,-1.3202768564224243,0.5099022901912533,-2.1465398586650695,-0.8262630022426449,Yes,True
can be deflated,flour,'',Can flour be deflated?,No,random,0,-2.359340190887451,-0.10201621055603027,-1.5330771886448062,-0.9282792127986752,-0.8262630022426449,No,True
can be difficult to digest,corn,'',Can corn be difficult to digest?,Yes,random,0,-0.6991597414016724,-0.6991430521011353,0.12710326084097257,-1.5254060543437802,-0.8262630022426449,Yes,True
can be dressed up,a doll,'',Can a doll be dressed up?,Yes,random,0,-0.47844231128692627,-0.9803953170776367,0.34782069095571866,-1.8066583193202816,-0.8262630022426449,Yes,True
can be driven,a motorcycle,'',Can a motorcycle be driven?,Yes,random,0,-0.3905489444732666,-1.1405657529830933,0.4357140577693783,-1.9668287552257382,-0.8262630022426449,Yes,True
can be driven,satsuma,'',Can satsuma be driven?,No,random,0,-2.5779640674591064,-0.08193326741456985,-1.7517010652164615,-0.9081962696572148,-0.8262630022426449,No,True
can be eaten cold,a date,'',Can a date be eaten cold?,Yes,random,0,-0.6952155828475952,-0.6952155828475952,0.1310474193950497,-1.5214785850902401,-0.8262630022426449,Yes,True
can be eaten dried,an apricot,'',Can an apricot be eaten dried?,Yes,random,0,-0.5819549560546875,-0.8319717645645142,0.24430804618795743,-1.658234766807159,-0.8262630022426449,Yes,True
can be eaten raw,tomato,'',Can tomato be eaten raw?,Yes,random,0,-0.5780657529830933,-0.8280657529830933,0.24819724925955167,-1.6543287552257382,-0.8262630022426449,Yes,True
can be eaten raw,a caravan,'',Can a caravan be eaten raw?,No,random,0,-4.031086444854736,-0.023743988946080208,-3.204823442612091,-0.8500069911887251,-0.8262630022426449,No,True
can be eaten with chips,a deer,'',Can a deer be eaten with chips?,No,random,0,-3.0623416900634766,-0.05729854479432106,-2.2360786878208314,-0.883561547036966,-0.8262630022426449,No,True
can be emptied,a bolt,'',Can a bolt be emptied?,No,random,0,-1.5077537298202515,-0.25582385063171387,-0.6814907275776065,-1.0820868528743588,-0.8262630022426449,Yes,False
can be empty,a barrel,'',Can a barrel be empty?,Yes,random,0,-0.5819549560546875,-0.8319849967956543,0.24430804618795743,-1.6582479990382992,-0.8262630022426449,Yes,True
