property,prefix,Context,Question,Correct Answer,negative_sample_type,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,bias_correction,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,0,-1.530517578125,-0.2788533866405487,-1.7667595180727185,-0.042611446692830235,0.23624193994771847,No,False
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,0,-1.1865885257720947,-0.4367901086807251,-1.4228304657198132,-0.20054816873300663,0.23624193994771847,No,False
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,0,-2.1709775924682617,-0.1742587387561798,-2.40721953241598,0.06198320119153866,0.23624193994771847,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,0,-2.1709775924682617,-0.168385311961174,-2.40721953241598,0.06785662798654446,0.23624193994771847,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,0,-2.155115842819214,-0.16119259595870972,-2.3913577827669323,0.07504934398900875,0.23624193994771847,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,0,-1.5691331624984741,-0.31939393281936646,-1.8053751024461926,-0.08315199287164798,0.23624193994771847,No,True
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,0,-2.1694376468658447,-0.17722180485725403,-2.405679586813563,0.05902013509046444,0.23624193994771847,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,0,-1.5539830923080444,-0.3042602241039276,-1.790225032255763,-0.06801828415620914,0.23624193994771847,No,True
can affect urine,hair,'',Can hair affect urine?,No,random,0,-1.585004448890686,-0.3371847867965698,-1.8212463888384045,-0.10094284684885135,0.23624193994771847,No,True
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,0,-1.7570970058441162,-0.25920727849006653,-1.9933389457918347,-0.022965338542348057,0.23624193994771847,No,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,0,-1.9678665399551392,-0.22014907002449036,-2.2041084799028576,0.016092869923228115,0.23624193994771847,No,True
can bark,an arrow,'',Can an arrow bark?,No,random,0,-2.3896992206573486,-0.14788880944252014,-2.625941160605067,0.08835313050519833,0.23624193994771847,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,0,-0.761159360408783,-0.7612830400466919,-0.9974013003565014,-0.5250411000989734,0.23624193994771847,No,False
can be a distraction,cider,'',Can cider be a distraction?,No,random,0,-1.4289830923080444,-0.4331648051738739,-1.665225032255763,-0.19692286522615543,0.23624193994771847,No,True
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,0,-0.6436304450035095,-0.8936304450035095,-0.879872384951228,-0.657388505055791,0.23624193994771847,No,False
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,0,-1.2178665399551392,-0.4678385853767395,-1.4541084799028576,-0.23159664542902103,0.23624193994771847,No,True
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,0,-1.9834775924682617,-0.23072637617588043,-2.21971953241598,0.005515563771838039,0.23624193994771847,No,True
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,0,-1.7800426483154297,-0.27858829498291016,-2.016284588263148,-0.042346355035191685,0.23624193994771847,No,True
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,0,-1.585004448890686,-0.3373408615589142,-1.8212463888384045,-0.10109892161119571,0.23624193994771847,No,True
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,0,-1.2336760759353638,-0.485782653093338,-1.4699180158830822,-0.24954071314561954,0.23624193994771847,No,True
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,0,-1.3894363641738892,-0.3918778896331787,-1.6256783041216076,-0.15563594968546024,0.23624193994771847,No,True
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,0,-1.585004448890686,-0.3371847867965698,-1.8212463888384045,-0.10094284684885135,0.23624193994771847,No,True
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,0,-1.9828959703445435,-0.22928474843502045,-2.219137910292262,0.006957191512698024,0.23624193994771847,No,True
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,0,-2.170396089553833,-0.17017807066440582,-2.4066380295015515,0.06606386928331265,0.23624193994771847,No,True
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,0,-1.7644363641738892,-0.2668778896331787,-2.0006783041216076,-0.03063594968546024,0.23624193994771847,No,True
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,0,-0.7956863641738892,-0.7961760759353638,-1.0319283041216076,-0.5599341359876453,0.23624193994771847,No,False
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,0,-1.0378831624984741,-0.5383470058441162,-1.2741251024461926,-0.30210506589639774,0.23624193994771847,No,False
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,0,-1.7722395658493042,-0.27078139781951904,-2.0084815057970227,-0.03453945787180057,0.23624193994771847,No,True
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,0,-1.585004448890686,-0.33308178186416626,-1.8212463888384045,-0.09683984191644779,0.23624193994771847,No,False
can be baked,a bean,'',Can a bean be baked?,Yes,random,0,-1.3894363641738892,-0.3879522383213043,-1.6256783041216076,-0.15171029837358585,0.23624193994771847,No,False
can be baked,broccoli,'',Can broccoli be baked?,No,random,0,-1.0461760759353638,-0.5463305711746216,-1.2824180158830822,-0.3100886312269031,0.23624193994771847,No,True
can be bald,an owl,'',Can an owl be bald?,No,random,0,-1.749290108680725,-0.2495693862438202,-1.9855320486284436,-0.01332744629610172,0.23624193994771847,No,True
can be banned in a drought,a boomerang,'',Can a boomerang be banned in a drought?,No,random,0,-1.5925426483154297,-0.34108829498291016,-1.8287845882631482,-0.10484635503519169,0.23624193994771847,No,True
can be bass,a guitar,'',Can a guitar be bass?,Yes,random,0,-1.7490885257720947,-0.2512418031692505,-1.9853304657198132,-0.014999863221532017,0.23624193994771847,No,False
can be bent,a leg,'',Can a leg be bent?,Yes,random,0,-0.8896991610527039,-0.6400633454322815,-1.1259411010004223,-0.403821405484563,0.23624193994771847,No,False
can be bent,an owl,'',Can an owl be bent?,No,random,0,-2.1709775924682617,-0.17633172869682312,-2.40721953241598,0.05991021125089535,0.23624193994771847,No,True
