property,prefix,Context,Question,Correct Answer,negative_sample_type,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,bias_correction,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,0,-1.312376618385315,-0.31432950496673584,-1.3262405874118919,-0.3004655359401589,0.013863969026576939,No,False
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,0,-0.3163098096847534,-1.320152759552002,-0.33017377871133036,-1.306288790525425,0.013863969026576939,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,0,-4.499876499176025,-0.013978959992527962,-4.513740468202602,-0.00011499096595102287,0.013863969026576939,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,0,-5.999738693237305,-0.003931884653866291,-6.013602662263882,0.009932084372710648,0.013863969026576939,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,0,-4.499796390533447,-0.012781028635799885,-4.513660359560024,0.001082940390777054,0.013863969026576939,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,0,-2.3593013286590576,-0.10441887378692627,-2.3731652976856346,-0.09055490476034933,0.013863969026576939,No,True
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,0,-1.5150632858276367,-0.2612830102443695,-1.5289272548542137,-0.24741904121779257,0.013863969026576939,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,0,-1.3202667236328125,-0.31832385063171387,-1.3341306926593894,-0.30445988160513693,0.013863969026576939,No,True
can affect urine,hair,'',Can hair affect urine?,No,random,0,-1.7107292413711548,-0.20682384073734283,-1.7245932103977317,-0.1929598717107659,0.013863969026576939,No,True
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,0,-2.8123767375946045,-0.0692605972290039,-2.8262407066211814,-0.05539662820242697,0.013863969026576939,No,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,0,-2.8123767375946045,-0.06437814235687256,-2.8262407066211814,-0.05051417333029562,0.013863969026576939,No,True
can bark,an arrow,'',Can an arrow bark?,No,random,0,-5.499876499176025,-0.0049388413317501545,-5.513740468202602,0.008925127694826784,0.013863969026576939,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,0,-0.10539531707763672,-2.3592803478240967,-0.11925928610421366,-2.3454163787975197,0.013863969026576939,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,0,-1.7420921325683594,-0.24209213256835938,-1.7559561015949363,-0.22822816354178244,0.013863969026576939,No,True
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,0,-0.316331148147583,-1.3202370405197144,-0.33019511717415995,-1.3063730714931374,0.013863969026576939,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,0,-2.5780274868011475,-0.08341968059539795,-2.5918914558277244,-0.06955571156882101,0.013863969026576939,No,True
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,0,-3.2967536449432373,-0.040958523750305176,-3.3106176139698142,-0.027094554723728237,0.013863969026576939,No,True
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,0,-3.531052827835083,-0.03674495965242386,-3.54491679686166,-0.02288099062584692,0.013863969026576939,No,True
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,0,-2.5935866832733154,-0.08776403218507767,-2.6074506522998924,-0.07390006315850073,0.013863969026576939,No,True
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,0,-0.8358608484268188,-0.5858777761459351,-0.8497248174533958,-0.5720138071193581,0.013863969026576939,No,True
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,0,-0.39056575298309326,-1.1405788660049438,-0.4044297220096702,-1.126714896978367,0.013863969026576939,Yes,False
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,0,-2.3592803478240967,-0.10490715503692627,-2.3731443168506736,-0.09104318601034933,0.013863969026576939,No,True
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,0,-4.499664783477783,-0.01509786956012249,-4.51352875250436,-0.001233900533545551,0.013863969026576939,No,True
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,0,-3.531052827835083,-0.033842090517282486,-3.54491679686166,-0.019978121490705547,0.013863969026576939,No,True
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,0,-3.2967190742492676,-0.04216301813721657,-3.3105830432758445,-0.02829904911063963,0.013863969026576939,No,True
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,0,-0.4862833023071289,-0.9882364273071289,-0.5001472713337058,-0.974372458280552,0.013863969026576939,Yes,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,0,-0.8358391523361206,-0.5858608484268188,-0.8497031213626975,-0.5719968794002419,0.013863969026576939,No,False
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,0,-1.5076881647109985,-0.25773704051971436,-1.5215521337375755,-0.24387307149313742,0.013863969026576939,No,True
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,0,-1.9139894247055054,-0.16301286220550537,-1.9278533937320823,-0.14914889317892843,0.013863969026576939,No,False
can be baked,a bean,'',Can a bean be baked?,Yes,random,0,-0.5819849967956543,-0.8319952487945557,-0.5958489658222312,-0.8181312797679787,0.013863969026576939,Yes,True
can be baked,broccoli,'',Can broccoli be baked?,No,random,0,-0.31637072563171387,-1.3202909231185913,-0.3302346946582908,-1.3064269540920144,0.013863969026576939,Yes,False
can be bald,an owl,'',Can an owl be bald?,No,random,0,-2.343693494796753,-0.10152792930603027,-2.35755746382333,-0.08766396027945333,0.013863969026576939,No,True
can be banned in a drought,a boomerang,'',Can a boomerang be banned in a drought?,No,random,0,-1.3202370405197144,-0.3222067356109619,-1.3341010095462913,-0.308342766584385,0.013863969026576939,No,True
can be bass,a guitar,'',Can a guitar be bass?,Yes,random,0,-3.2967803478240967,-0.04145944118499756,-3.3106443168506736,-0.02759547215842062,0.013863969026576939,No,False
can be bent,a leg,'',Can a leg be bent?,Yes,random,0,-0.2098844051361084,-1.7108910083770752,-0.22374837416268534,-1.6970270393504983,0.013863969026576939,Yes,True
can be bent,an owl,'',Can an owl be bent?,No,random,0,-4.031086444854736,-0.022362595424056053,-4.044950413881313,-0.008498626397479114,0.013863969026576939,No,True
can be bitter in taste,cider,'',Can cider be bitter in taste?,Yes,random,0,-0.6952370405197144,-0.6952155828475952,-0.7091010095462913,-0.6813516138210183,0.013863969026576939,No,False
can be blonde,hair,'',Can hair be blonde?,Yes,random,0,-1.1405657529830933,-0.3886258602142334,-1.1544297220096702,-0.37476189118765646,0.013863969026576939,No,False
can be blonde,an ambulance,'',Can an ambulance be blonde?,No,random,0,-4.749738693237305,-0.014084222726523876,-4.763602662263882,-0.00022025369994693733,0.013863969026576939,No,True
can be blunt,a bayonet,'',Can a bayonet be blunt?,Yes,random,0,-0.9765181541442871,-0.4765181541442871,-0.990382123170864,-0.46265418511771017,0.013863969026576939,No,False
can be broken,a sweater,'',Can a sweater be broken?,No,random,0,-3.296830415725708,-0.03952383995056152,-3.310694384752285,-0.025659870923984585,0.013863969026576939,No,True
can be button shaped,mushroom,'',Can mushroom be button shaped?,Yes,random,0,-0.8319717645645142,-0.5819717645645142,-0.8458357335910911,-0.5681077955379372,0.013863969026576939,No,False
can be carbonated,lemonade,'',Can lemonade be carbonated?,Yes,random,0,-3.781203269958496,-0.023889541625976562,-3.795067238985073,-0.010025572599399624,0.013863969026576939,No,False
can be claustrophobic,a squirrel,'',Can a squirrel be claustrophobic?,No,random,0,-3.53113055229187,-0.03314650058746338,-3.544994521318447,-0.01928253156088644,0.013863969026576939,No,True
can be coated with flavor,a donut,'',Can a donut be coated with flavor?,Yes,random,0,-0.589716911315918,-0.839716911315918,-0.6035808803424949,-0.825852942289341,0.013863969026576939,Yes,True
can be cold,a plow,'',Can a plow be cold?,No,random,0,-1.9139894247055054,-0.16205251216888428,-1.9278533937320823,-0.14818854314230734,0.013863969026576939,No,True
can be cooked,cheese,'',Can cheese be cooked?,Yes,random,0,-1.1405489444732666,-0.39056575298309326,-1.1544129134998435,-0.3767017839565163,0.013863969026576939,No,False
can be covered,butter,'',Can butter be covered?,No,random,0,-0.9803744554519653,-0.4823274612426758,-0.9942384244785423,-0.46846349221609884,0.013863969026576939,No,True
can be covered in chocolate,a seagull,'',Can a seagull be covered in chocolate?,No,random,0,-2.3592536449432373,-0.11076605319976807,-2.3731176139698142,-0.09690208417319113,0.013863969026576939,No,True
can be covered in lip gloss,a lip,'',Can a lip be covered in lip gloss?,Yes,random,0,-0.8319332599639893,-0.5819332599639893,-0.8457972289905662,-0.5680692909374123,0.013863969026576939,No,False
can be covered in lip gloss,a harpsichord,'',Can a harpsichord be covered in lip gloss?,No,random,0,-4.749796390533447,-0.015426876954734325,-4.763660359560024,-0.0015629079281573866,0.013863969026576939,No,True
can be crumbly,a bagpipe,'',Can a bagpipe be crumbly?,No,random,0,-4.031086444854736,-0.022994641214609146,-4.044950413881313,-0.009130672188032207,0.013863969026576939,No,True
can be crushed,garlic,'',Can garlic be crushed?,Yes,random,0,-0.2558317184448242,-1.5077909231185913,-0.26969568747140116,-1.4939269540920144,0.013863969026576939,Yes,True
can be crushed,a bikini,'',Can a bikini be crushed?,No,random,0,-2.5779995918273926,-0.0839078426361084,-2.5918635608539695,-0.07004387360953146,0.013863969026576939,No,True
can be curly,hair,'',Can hair be curly?,Yes,random,0,-0.4765055179595947,-0.9765055179595947,-0.49036948698617167,-0.9626415489330178,0.013863969026576939,Yes,True
can be cut into slices,mango,'',Can mango be cut into slices?,Yes,random,0,-0.16400551795959473,-1.9139894247055054,-0.17786948698617167,-1.9001254556789284,0.013863969026576939,Yes,True
can be cut into slices,a spider,'',Can a spider be cut into slices?,No,random,0,-4.031040191650391,-0.022484665736556053,-4.044904160676968,-0.008620696709979114,0.013863969026576939,No,True
can be dangerous,a centipede,'',Can a centipede be dangerous?,No,random,0,-0.10683918744325638,-2.3593013286590576,-0.12070315646983332,-2.3454373596324807,0.013863969026576939,Yes,False
can be decaffeinated,a trombone,'',Can a trombone be decaffeinated?,No,random,0,-3.0623767375946045,-0.057327866554260254,-3.0762407066211814,-0.043463897527683315,0.013863969026576939,No,True
