property,prefix,Context,Question,Correct Answer,negative_sample_type,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,bias_correction,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,0,-0.8397971391677856,-0.5898265838623047,-0.6890837882246292,-0.7405399348054611,-0.1507133509431564,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,0,-0.7264894247055054,-0.7265279293060303,-0.575776073762349,-0.8772412802491867,-0.1507133509431564,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,0,-3.7968013286590576,-0.04758632183074951,-3.646087977715901,-0.19829967277390592,-0.1507133509431564,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,0,-3.5467803478240967,-0.04244577884674072,-3.3960669968809403,-0.19315912978989713,-0.1507133509431564,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,0,-3.2967803478240967,-0.04513120651245117,-3.1460669968809403,-0.19584455745560758,-0.1507133509431564,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,0,-2.1405489444732666,-0.1474248170852661,-1.9898355935301102,-0.2981381680284225,-0.1507133509431564,No,True
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,0,-1.5541387796401978,-0.30240219831466675,-1.4034254286970413,-0.45311554925782316,-0.1507133509431564,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,0,-3.0624547004699707,-0.05857706069946289,-2.9117413495268143,-0.2092904116426193,-0.1507133509431564,No,True
can affect urine,hair,'',Can hair affect urine?,No,random,0,-1.7187135219573975,-0.2167748212814331,-1.568000171014241,-0.3674881722245895,-0.1507133509431564,No,True
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,0,-3.328065872192383,-0.07517361640930176,-3.1773525212492264,-0.22588696735245817,-0.1507133509431564,No,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,0,-2.6092803478240967,-0.10934019088745117,-2.4585669968809403,-0.2600535418306076,-0.1507133509431564,No,True
can bark,an arrow,'',Can an arrow bark?,No,random,0,-4.999954700469971,-0.008836984634399414,-4.849241349526814,-0.15955033557755582,-0.1507133509431564,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,0,-0.1269075870513916,-2.374983310699463,0.02380576389176481,-2.5256966616426193,-0.1507133509431564,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,0,-1.6405891180038452,-0.3867056369781494,-1.4898757670606888,-0.5374189879213058,-0.1507133509431564,No,True
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,0,-0.283130407333374,-1.5312232971191406,-0.1324170563902176,-1.681936648062297,-0.1507133509431564,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,0,-2.1561570167541504,-0.16400551795959473,-2.005443665810994,-0.31471886890275114,-0.1507133509431564,No,True
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,0,-3.062441825866699,-0.06198418140411377,-2.911728474923543,-0.21269753234727018,-0.1507133509431564,No,True
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,0,-3.2968177795410156,-0.04685389995574951,-3.146104428597859,-0.19756725089890592,-0.1507133509431564,No,True
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,0,-2.5937061309814453,-0.10154616832733154,-2.442992780038289,-0.25225951927048795,-0.1507133509431564,No,True
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,0,-2.1562159061431885,-0.15721392631530762,-2.005502555200032,-0.307927277258464,-0.1507133509431564,No,True
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,0,-1.9296424388885498,-0.17771315574645996,-1.7789290879453934,-0.32842650668961637,-0.1507133509431564,No,True
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,0,-3.531193494796753,-0.03782546520233154,-3.3804801438535965,-0.18853881614548795,-0.1507133509431564,No,True
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,0,-3.7811508178710938,-0.03035902976989746,-3.6304374669279373,-0.18107238071305387,-0.1507133509431564,No,True
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,0,-4.031203269958496,-0.02061283588409424,-3.8804899190153397,-0.17132618682725065,-0.1507133509431564,No,True
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,0,-3.296830415725708,-0.04173171520233154,-3.1461170647825516,-0.19244506614548795,-0.1507133509431564,No,True
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,0,-0.4413607120513916,-1.1874785423278809,-0.2906473611082352,-1.3381918932710373,-0.1507133509431564,Yes,True
