property,prefix,Context,Question,Correct Answer,negative_sample_type,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,bias_correction,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,0,-0.9984976649284363,-0.502991259098053,-1.0395445220881985,-0.4619444019382908,0.041046857159762196,No,False
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,0,-1.5375949144363403,-0.2839815318584442,-1.5786417715961025,-0.24293467469868202,0.041046857159762196,No,False
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,0,-2.3894362449645996,-0.14630098640918732,-2.430483102124362,-0.10525412924942512,0.041046857159762196,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,0,-3.07659912109375,-0.08331330120563507,-3.1176459782535124,-0.042266444045872875,0.041046857159762196,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,0,-2.6082229614257812,-0.11335604637861252,-2.6492698185855437,-0.07230918921885032,0.041046857159762196,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,0,-1.951166033744812,-0.20554640889167786,-1.9922128909045742,-0.16449955173191566,0.041046857159762196,No,True
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,0,-1.9635162353515625,-0.21661676466464996,-2.004563092511325,-0.17556990750488777,0.041046857159762196,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,0,-1.95159912109375,-0.20417897403240204,-1.9926459782535122,-0.16313211687263984,0.041046857159762196,No,True
can affect urine,hair,'',Can hair affect urine?,No,random,0,-1.5457229614257812,-0.2957229018211365,-1.5867698185855434,-0.2546760446613743,0.041046857159762196,No,True
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,0,-2.38909912109375,-0.14460603892803192,-2.4301459782535124,-0.10355918176826973,0.041046857159762196,No,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,0,-2.170396089553833,-0.16483400762081146,-2.2114429467135954,-0.12378715046104927,0.041046857159762196,No,True
can bark,an arrow,'',Can an arrow bark?,No,random,0,-3.57659912109375,-0.07719917595386505,-3.6176459782535124,-0.036152318794102856,0.041046857159762196,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,0,-0.7331863641738892,-0.7334491610527039,-0.7742332213336514,-0.6924023038929417,0.041046857159762196,No,False
can be a distraction,cider,'',Can cider be a distraction?,No,random,0,-1.2097764015197754,-0.45828139781951904,-1.2508232586795376,-0.41723454065975685,0.041046857159762196,No,True
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,0,-0.73284912109375,-0.73284912109375,-0.7738959782535122,-0.6918022639339878,0.041046857159762196,No,False
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,0,-1.185024380683899,-0.4316726326942444,-1.2260712378436611,-0.3906257755344822,0.041046857159762196,No,True
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,0,-1.95159912109375,-0.20489926636219025,-1.9926459782535122,-0.16385240920242805,0.041046857159762196,No,True
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,0,-1.9668806791305542,-0.21855518221855164,-2.0079275362903166,-0.17750832505878944,0.041046857159762196,No,True
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,0,-1.7566331624984741,-0.252991259098053,-1.7976800196582363,-0.21194440193829078,0.041046857159762196,No,True
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,0,-1.76409912109375,-0.26667898893356323,-1.8051459782535122,-0.22563213177380104,0.041046857159762196,No,True
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,0,-1.5457229614257812,-0.2998804450035095,-1.5867698185855434,-0.2588335878437473,0.041046857159762196,No,True
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,0,-2.6238298416137695,-0.11892283707857132,-2.664876698773532,-0.07787597991880912,0.041046857159762196,No,True
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,0,-2.1694376468658447,-0.167423814535141,-2.210484504025607,-0.1263769573753788,0.041046857159762196,No,True
