question,A,B,C,D,answer,oa_logprob,ob_logprob,oc_logprob,od_logprob,predicted_answer,is_correct
The Barkhausen criterion for an oscillator,(A) Loop gain should be unity,(B) Loop gain should be less than unity,(C) The phase of a feedback signal with respect to input should be 0° or 360°,(D) Both A and C,D,-1.8353713750839233,-1.335004448890686,-1.335004448890686,-1.335004448890686,B,False
Potentiometer method of DC voltage measurement is more accurate than direct measurement using a voltmeter because,(A) It loads the circuit moderately.,(B) It loads the circuit to maximum extent.,(C) It uses centre zero galvanometer instead of voltmeter.,(D) It does not load the circuit at all.,D,-1.2959775924682617,-1.2953959703445435,-1.2959775924682617,-1.7953959703445435,B,False
Which of these sets of logic gates are designated as universal gates?,"(A) NOR, NAND.","(B) XOR, NOR, NAND.","(C) OR, NOT, AND.","(D) NOR, NAND, XNOR.",A,-1.4760223627090454,-0.9795464873313904,-1.4756721258163452,-1.9756721258163452,B,False
"A single phase one pulse controlled circuit has a resistance R and counter emf E load 400 sin(314 t) as the source voltage. For a load counter emf of 200 V, the range of firing angle control is",(A) 30° to 150°.,(B) 30° to 180°.,(C) 60° to 120°.,(D) 60° to 180°.,A,-1.4047476053237915,-1.4047476053237915,-1.403774380683899,-1.4047476053237915,C,False
A box which tells the effect of inputs on control sub system is known as,(A) Data Box.,(B) Logical box.,(C) Decision box.,(D) State box.,C,-1.7562984228134155,-1.7562984228134155,-0.7562983632087708,-1.7562984228134155,C,True
Two infinite parallel metal plates are charged with equal surface charge density of the same polarity. The electric field in the gap between the plates is,(A) same as that produced by one plate.,(B) double the field produced by one plate.,(C) dependent on coordinates of field points.,(D) zero.,D,-1.460004448890686,-0.9639357924461365,-1.460004448890686,-1.960004448890686,B,False
The resistance in the circuit of the moving coil of a dynamometer wattmeter should be,(A) Low.,(B) Very low.,(C) High.,(D) Almost zero.,C,-1.311946988105774,-1.3115885257720947,-1.3115885257720947,-1.8115885257720947,B,False
The following are the necessary requirements of an oscillator,(A) Amplitude stability,(B) Frequency stability,(C) Power stability,(D) Both A and B,D,-2.7803666591644287,-2.2797937393188477,-3.2797937393188477,-0.2846011221408844,D,True
The normal voltage used in directional heating is,(A) 1.5 KV.,(B) 15 KV.,(C) 33 KV.,(D) 66 KV.,A,-1.2963305711746216,-1.2959775924682617,-1.2959775924682617,-1.7959775924682617,B,False
LC oscillators are used for produce a waveform with frequency ranging from,(A) 1MHz to 500 MHz,(B) 100 KHz to 500 MHz,(C) 1 KHz to 1 MHz,(D) 1MHz to 100 GHz,A,-0.6898980736732483,-1.1928174495697021,-2.1850242614746094,-2.685997724533081,A,True
A working diode must have,(A) High resistance when forward or reverse biased,"(B) Low resistance when forward biased, while high resistance when reverse bias","(C) High resistance when forward biased, while low resistance when reverse bias",(D) Low resistance when forward or reverse biased,B,-1.4678096771240234,-0.9633472561836243,-1.4672476053237915,-1.966274380683899,B,True
What is the name of the fluorescent material that gives red colour fluorescence?,(A) Zinc silicate.,(B) Calcium silicate.,(C) Zinc sulphide.,(D) Magnesium silicate.,D,-2.4194376468658447,-1.9193603992462158,-0.41644880175590515,-2.420396089553833,C,False
How many bits are required to store one BCD digit ?,(A) 1,(B) 2,(C) 3,(D) 4,D,-1.5775632858276367,-1.5771992206573486,-1.0771992206573486,-1.5771992206573486,C,False
Commutator in DC generator is used for,(A) collecting of current,(B) reduce losses,(C) increase efficiency,(D) convert AC armature current in to DC,D,-1.316202163696289,-1.313544750213623,-1.313544750213623,-1.816202163696289,B,False
1 F is theoretically equal to,(A) 1 ohm of resistance,(B) ratio of 1 V to 1 C,(C) ratio of 1 C to 1 V,(D) none of these,C,-1.40567946434021,-1.40567946434021,-1.40567946434021,-1.40567946434021,A,False
How many entries will be in the truth table of a 3 input NAND gate ?,(A) 3,(B) 6,(C) 8,(D) 9,C,-2.482896089553833,-1.4802324771881104,-0.9763423800468445,-1.4818603992462158,C,True
In decimal number system what is MSD,(A) First digit from left to right,(B) First digit from right to left,(C) Middle digit,(D) Mean of all digits,A,-1.686946988105774,-1.6865885257720947,-0.6830429434776306,-2.1869471073150635,C,False
"In Digital Logic Designs, GAL is abbreviated as",(A) General Advance Logic,(B) General Array Logic,(C) Generic Advance Logic,(D) Generic Array Logic,D,-2.7646992206573486,-0.26804640889167786,-2.26409912109375,-2.76409912109375,B,False
Inintel 8085A microprocessor ALE signal is made high to,(A) Enable the data bus to be used as low order address bus,(B) To latch data D0-D7 from data bus,(C) To disable data bus,(D) To achieve all the functions listed above,A,-1.6312984228134155,-2.138110399246216,-2.138110399246216,-0.6351987719535828,D,False
For an SCR gate cathode characteristic is a straight line of 130. For triggered source volume of 15 V and allowable gate power dissipation of 0.5 W compute the gate source resistance?,(A) 111.9 ohm,(B) 11.19 ohm,(C) 108 ohm,(D) 115 ohm,A,-1.7021992206573486,-1.2021992206573486,-1.2016459703445435,-1.7021992206573486,C,False
The concept of V/f control of inverters driving induction motors resuls in,(A) constant torque operation,(B) speed reversal,(C) reduced magnetic loss,(D) hormonic elimination,A,-0.6982964873313904,-1.6928174495697021,-1.6928174495697021,-2.200610399246216,A,True
"The energy stored in the magnetic field in a solenoid 30 cm long and 3 cm diameter wound with 1000 turns of wire carrying a current at 10 amp, is",(A) 0.015 joule.,(B) 0.15 joule.,(C) 0.015 joule.,(D) 1.15 joule.,B,-1.4125484228134155,-1.4115674495697021,-1.4115674495697021,-1.4125484228134155,B,True
"While operating on variable frequency supplies, the AC motor requires variable voltage in order to",(A) protect the insulation.,(B) avoid effect of saturation.,(C) improve the capabilities of the inverter.,(D) protect thyristor from dV / dt.,B,-1.42034912109375,-1.42034912109375,-1.42034912109375,-1.4209775924682617,A,False
Which of the following windings are necessary in case of all dc machines?,(A) closed winding,(B) lap winding,(C) wave winding,(D) open type winding,A,-1.1631721258163452,-1.6625949144363403,-1.6625949144363403,-2.1547937393188477,A,True
Relaxation Voltage controlled oscillators are used to generate,(A) Sinusoidal wave,(B) Triangular wave,(C) Sawtooth wave,(D) Both B and C,D,-2.4365885257720947,-1.4365885257720947,-1.4365885257720947,-0.9365885853767395,D,True
The supply frequency usually employed for high frequency eddy current heating is,(A) 1 KHz.,(B) 5 KHz.,(C) 10 MHz.,(D) 10 KHz to 400 KHz.,D,-2.1244471073150635,-2.1244471073150635,-1.6166387796401978,-0.6205429434776306,D,True
In the toggle mode a JK flip-flop has,"(A) J = 0, K = 0.","(B) J = 1, K = 1.","(C) J = 0, K = 1.","(D) J = 1, K = 0.",B,-1.686946988105774,-1.6865885257720947,-1.1865885257720947,-1.186946988105774,C,False
Electric drive is becoming more and more popular because,(A) all of below.,(B) it provide smooth and easy control.,(C) it is cheaper in cost.,(D) it is simple and reliable.,A,-1.1234976053237915,-1.6234976053237915,-2.1225242614746094,-2.123497724533081,A,True
A step up chopper has input voltage 110 V and output voltage 150 V. The value of duty cycle is,(A) 0.32.,(B) 0.67.,(C) 0.45.,(D) 0.27.,B,-1.6553665399551392,-1.1547476053237915,-1.1547476053237915,-2.1547937393188477,B,True
A Binary number system has how many digits.,(A) 0,(B) 1,(C) 2,(D) 10,C,-2.8428096771240234,-1.3353713750839233,-1.3344467878341675,-2.3428096771240234,C,True
"Lowest critical frequency is due to pole and it may be present at the origin or nearer to the origin, then the type of network is",(A) LC.,(B) RL.,(C) RC.,(D) Any of the above.,C,-1.8193939924240112,-2.325610399246216,-1.8187984228134155,-0.8187983632087708,D,False
Advantages of open loop control system is/are,(A) simple and economical.,(B) accurate.,(C) reliable.,(D) all of the above.,A,-3.20159912109375,-3.20159912109375,-3.200610399246216,-0.19574852287769318,D,False
"The voltage induced in an inductor is represented as,",(A) product of its inductance and current through it.,(B) ratio of its inductance to current through it.,(C) ratio of current through it to its inductance.,(D) product of its inductance and rate of change of current through it.,D,-1.9678096771240234,-1.4672476053237915,-0.9633472561836243,-1.4678096771240234,C,False
"If a Hexadecimal number needs to convert to binary. For each hexadecimal digit, there will be how many bits",(A) 1,(B) 2,(C) 4,(D) 8,C,-2.1244471073150635,-2.1244471073150635,-1.6156967878341675,-0.6166388392448425,D,False
Induction heating takes place in,(A) conducting but non-magnetic materials.,(B) conducting materials which may be either magnetic or non-magentic materials.,(C) insulating materials.,(D) conducting and magnetic materials.,B,-1.17034912109375,-0.669360339641571,-2.1694376468658447,-3.1678595542907715,B,True
In a lap winding dc machine number of conductors are 100 and number of parallel paths are 10. Find the average pitch,(A) 10,(B) 100,(C) 50,(D) 1,A,-1.6547938585281372,-1.1553665399551392,-1.1553665399551392,-2.1547937393188477,B,False
Magnetic flux has the unit of,(A) Newton,(B) Ampere turn,(C) Weber,(D) Tesla,C,-3.4047937393188477,-0.9053385853767395,-0.9053385853767395,-1.9053665399551392,B,False
"In balanced bridge, if the positions of detector and source are interchanged, the bridge will still remain balanced. This can be explained from which theorem",(A) Reciprocity theorem,(B) Thevinin's theorem,(C) Norton's theorem,(D) Compensation theorem,A,-1.3193939924240112,-1.3193939924240112,-1.3193939924240112,-1.8193939924240112,A,True
A D-flip-flop is said to be transparent when,(A) the output is LOW,(B) the output is HIGH,(C) the output follows clock,(D) the output follow input,D,-1.538369059562683,-1.5381721258163452,-1.2881721258163452,-1.288369059562683,C,False
A Lissajous pattern on an oscilloscope has 5 horinzontal tangencies and 2 vertical tangencies. The frequency of horizontal input is 100 Hz. The frequency of the vertical will be,(A) 500 Hz.,(B) 250 Hz.,(C) 400 Hz.,(D) 625 Hz.,B,-1.6859976053237915,-1.6859976053237915,-1.1859976053237915,-1.1865885257720947,C,False
Speed control by variation of field flux results in,(A) constant power drive.,(B) constant torque drive.,(C) variable power drive.,(D) none of the above.,A,-2.0444376468658447,-1.0365674495697021,-1.0365674495697021,-2.0444376468658447,B,False
Which of the following memories uses one transistor and one capacitor as basic memory unit,(A) SRAM,(B) DRAM,(C) Both SRAM and DRAM,(D) None,B,-1.9990885257720947,-0.49713724851608276,-1.9984976053237915,-2.4990885257720947,B,True
"What will be the number of lamps, each having 300 lumens, required to obtain an average illuminance of 50 lux on a 4m * 3m rectangular room?",(A) 2,(B) 4,(C) 5,(D) 6,A,-2.0146992206573486,-1.0146992206573486,-1.5146992206573486,-1.5146992206573486,B,False
"The output of the system has an effect upon the input quantity, then the system is a",(A) open loop control system.,(B) closed loop control system.,(C) either A or B.,(D) none of the above.,B,-4.59321403503418,-0.09514907747507095,-3.0922937393188477,-3.5932140350341797,B,True
"A sinusoidal signal is analog signal, because",(A) it can have a number of values between the negative and positive peaks,(B) it is negative for one half cycle,(C) it is positive for one half cycle,(D) it has positive as well as negative values,A,-0.4818613827228546,-1.9828959703445435,-2.482896089553833,-1.9834775924682617,A,True
FM stands for,(A) frequent modulation.,(B) frequency modulation.,(C) frequency moderator.,(D) frequent moderator.,B,-4.560024261474609,-0.05890541896224022,-3.560997724533081,-4.560997486114502,B,True
Stack is also known as,(A) FIFO memory,(B) Flash memory,(C) LIFO memory,(D) LILO memory,C,-0.710033118724823,-1.7084810733795166,-1.7093995809555054,-2.20159912109375,A,False
"In Ward-Leonard system, the lower limit of the speed imposed by",(A) Field resistance.,(B) Armature resistance.,(C) Residual magnetism of the generator.,(D) None of above.,C,-1.3193939924240112,-1.3187984228134155,-1.3193939924240112,-1.8193939924240112,B,False
Colpitts oscillator is also called as,(A) Tank circuit oscillator,(B) LC oscillator,(C) Resonant circuit oscillator,(D) All of the above,D,-2.1396992206573486,-2.13909912109375,-1.6312984228134155,-0.6318939328193665,D,True
An SCR has half cycle surge current rating of 3000 A for 50 Hz supply. One cycle surge current will be,(A) 1500 A.,(B) 6000 A.,(C) 2121.32 A.,(D) 4242.64 A.,C,-1.8031967878341675,-1.3031967878341675,-1.3031967878341675,-1.3031967878341675,B,False
Both the ALU and control section of CPU employ which special purpose storage location?,(A) Buffers,(B) Decoders,(C) Accumulators,(D) Registers,C,-4.123497486114502,-3.123497724533081,-3.123497724533081,-0.11969798058271408,D,False
Systematic errors are,(A) environmental errors.,(B) observational errors.,(C) instrument errors.,(D) all of the above.,D,-2.8584775924682617,-2.857896089553833,-1.8662830591201782,-0.366283118724823,D,True
Which of the following is/are the disadvantages of an open loop control system?,(A) Inaccurate.,(B) Unreliable.,(C) both A and B.,(D) none of the above.,C,-2.7803666591644287,-2.2803666591644287,-0.2861925959587097,-3.7803666591644287,C,True
A diode (p-n junction) when reverse biased act as,(A) On Switch,(B) Zener diode,(C) Capacitor,(D) Off Switch,D,-1.03067946434021,-2.0297000408172607,-2.0297000408172607,-1.0303096771240234,D,True
Piezoelectric effect is carried out in,(A) composite filter.,(B) crystal filter.,(C) m derived.,(D) constant k prototype.,B,-1.4756721258163452,-0.9756439328193665,-1.4756721258163452,-1.9750949144363403,B,True
The resistivity of the conductor depends on,(A) area of the conductor.,(B) length of the conductor.,(C) type of material.,(D) none of these.,C,-2.4678666591644287,-0.9672476649284363,-0.9672476649284363,-1.9678665399551392,B,False
The smallest change in measured variable to which instrument will respond is,(A) resolution.,(B) accuracy.,(C) precision.,(D) sensitivity.,A,-2.123497724533081,-1.6240885257720947,-1.1240885257720947,-1.1240885257720947,C,False
"In electronic communications, ""AM"" stands for",(A) Amp Modification,(B) Amplitude Method,(C) Amplitude Modulation,(D) Ampere Method,C,-5.060997486114502,-4.061588764190674,-0.06197279691696167,-3.5615885257720947,C,True
Which system is also known as automatic control system?,(A) Open loop control system,(B) Closed loop control system,(C) Either A or B,(D) Nether A nor B,B,-4.561588764190674,-0.07524783164262772,-3.07659912109375,-4.561588764190674,B,True
A combinational PLD with a fixed AND array and a programmable OR array is called a,(A) PLD,(B) PROM,(C) PAL,(D) PLA,B,-1.2021992206573486,-1.70159912109375,-1.2021992206573486,-1.7021992206573486,A,False
A null type instrument as compared to a deflected type instrument has,(A) a lower sensitivity.,(B) a faster response.,(C) a higher accuracy.,(D) all of the above.,C,-2.8896992206573486,-2.3900632858276367,-1.8896992206573486,-0.3881113827228546,D,False
"Length of the cable is doubled, its capacitance C will be",(A) one-fourth.,(B) one-half.,(C) doubled.,(D) unchanged.,C,-2.6396992206573486,-1.6400632858276367,-0.6439674496650696,-1.6396992206573486,C,True
Electrons in p-type material of a semi-conductor are called as,(A) either minority carriers or majority carriers,(B) minority carriers,(C) majority carriers,(D) valance carriers,B,-1.42034912109375,-0.92034912109375,-1.42034912109375,-2.4194376468658447,B,True
________ is the most detrimental impurity in the magnetic materials,(A) Carbon.,(B) Sulphur.,(C) Oxygen.,(D) Nitrogen.,A,-2.07659912109375,-1.0766459703445435,-1.0766459703445435,-2.07659912109375,B,False
Voltage controlled oscillators are used commonly in,(A) Pulse Modulators Frequency Modulators Phase Clocked loops,(B) Frequency Modulators,(C) Phase Clocked loops,(D) All the above,D,-2.1553666591644287,-2.1553666591644287,-1.6553665399551392,-0.6553385853767395,D,True
Low frequency supply is necessary for direct core type induction furnaces because,(A) With normal frequeny supply the electromagnetic forces causes severe stirring action in the molten metal.,(B) Magnetic coupling between the primary and secondary circuit is poor.,(C) Both A and B.,(D) None of the above.,C,-1.772504448890686,-1.7718995809555054,-0.7680464386940002,-1.7718995809555054,C,True
"The moving coil-meters, damping is provided by",(A) the aluminium frame of the coil.,(B) the coil spring attached to the moving.,(C) eddy current disk.,(D) damping vane in the airtight chamber.,A,-1.5615885257720947,-1.0609976053237915,-1.5609976053237915,-1.5609976053237915,B,False
Which of the following is the analogous quantity for mass element in force-voltage analogy?,(A) Resistance.,(B) Inductance.,(C) Capacitance.,(D) All of the above.,B,-2.7021992206573486,-2.2021992206573486,-1.210004448890686,-0.7061304450035095,D,False
A latch is ________ sensitive,(A) both level and edge,(B) edge,(C) level,(D) None,C,-0.6357964873313904,-1.1312984228134155,-2.63909912109375,-3.63909912109375,A,False
What is used to protect the SCR from over current ?,(A) CB and fuse.,(B) Heat sink.,(C) Snubber circuit.,(D) Voltage clamping device.,A,-2.2475242614746094,-2.2475242614746094,-0.7436277270317078,-1.2484976053237915,C,False
The errors mainly caused by human mistakes are,(A) gross error.,(B) instrumental error.,(C) observational error.,(D) systematic error.,A,-1.8666387796401978,-1.3666387796401978,-0.8701857924461365,-1.8666387796401978,C,False
Electrical analogous quantity for dash-pot in force-current analogy is,(A) resistance.,(B) conductance.,(C) inductance.,(D) capacitance.,B,-1.8109976053237915,-0.8070972561836243,-1.3109976053237915,-2.3100242614746094,B,True
Which lamp has the best Colour Rendering Index (CRI)?,(A) LED,(B) Fluorescent,(C) Incandescent,(D) High pressure sodium vapour,C,-1.21817946434021,-1.71817946434021,-1.2184040546417236,-1.71817946434021,A,False
Power dissipation in ideal inductor is,(A) Maximum,(B) Minimum,(C) Zero,(D) A finite value,C,-1.3041387796401978,-1.3037830591201782,-1.3037830591201782,-1.8037830591201782,B,False
For intermittent work which of the following furnace is suitable?,(A) Core less furnace.,(B) Indirect arc furnace.,(C) Either of above.,(D) Nither of above.,B,-2.123497724533081,-1.6234976053237915,-0.6240885853767395,-2.1240885257720947,C,False
In electrical resistance welding material of electrode should have,(A) higher electrical conductivities.,(B) higher thermal conductivities.,(C) sufficient strength to sustain high pressure at elevated temperatures.,(D) all of above.,D,-2.810997724533081,-2.810997724533081,-2.310997724533081,-0.3041793704032898,D,True
Which of the following are the passive elements?,(A) Resistor,(B) Bulb,(C) Both,(D) None of these.,C,-3.3275632858276367,-2.3271992206573486,-0.3252478241920471,-2.3275632858276367,C,True
The main advantage of dielectric heating is that,(A) heating occurs in the material itself.,(B) heating occurs due to high frequency.,(C) it can be used for drying the explosives.,(D) None of the above.,A,-0.7178385853767395,-1.7172938585281372,-1.7172938585281372,-2.2172937393188477,A,True
Materials used in heat sink should have,(A) high thermal conductivity.,(B) large surface area.,(C) high melting point.,(D) All of these.,D,-1.4365885257720947,-1.9359976053237915,-1.9359976053237915,-0.9320972561836243,D,True
Conductor is static and the field is varying then emf will be induced. This principle is called,(A) virtually induced emf.,(B) dynamically induced emf.,(C) static induced emf.,(D) none of these,C,-2.0615885257720947,-0.5648980736732483,-1.5609976053237915,-2.5615885257720947,B,False
"Four identical alternators each are rated for 20 MVA, 11 KV having a subtransient reactance of 16% are working in parallel. The short circuit level at the busbar is",(A) 500 MVA,(B) 400 MVA,(C) 125 MVA,(D) 100 MVA,A,-1.4047476053237915,-1.4047476053237915,-1.4047476053237915,-1.4047476053237915,A,True
"According to the Bohr model, an electron gains or losses energy only by",(A) moving faster or slower in an allowed orbit.,(B) jumping from one allowed orbit to another.,(C) being completely removed from an atom.,(D) jumping from one atom to another atom.,B,-1.4135223627090454,-0.4150952696800232,-2.920396089553833,-3.4209775924682617,B,True
A three-state buffer has the following output states,"(A) 1, 0, float","(B) High, Low, Float",(C) Both A and B,"(D) Set, Reset, Halt",C,-1.4916387796401978,-1.4912830591201782,-0.991283118724823,-2.4990885257720947,C,True
"By using which of the following elements, mechanical translational systems are obtained?",(A) mass element,(B) spring element,(C) dash-pot,(D) all of the above,D,-3.6244471073150635,-3.6244471073150635,-3.1240885257720947,-0.12151899933815002,D,True
