question,A,B,C,D,answer,oa_logprob,ob_logprob,oc_logprob,od_logprob,predicted_answer,is_correct
The Barkhausen criterion for an oscillator,(A) Loop gain should be unity,(B) Loop gain should be less than unity,(C) The phase of a feedback signal with respect to input should be 0° or 360°,(D) Both A and C,D,-1.539018154144287,-1.0390279293060303,-2.5468013286590576,-1.039018154144287,D,True
Potentiometer method of DC voltage measurement is more accurate than direct measurement using a voltmeter because,(A) It loads the circuit moderately.,(B) It loads the circuit to maximum extent.,(C) It uses centre zero galvanometer instead of voltmeter.,(D) It does not load the circuit at all.,D,-0.7652843594551086,-1.51535964012146,-2.0151875019073486,-1.7651876211166382,A,False
Which of these sets of logic gates are designated as universal gates?,"(A) NOR, NAND.","(B) XOR, NOR, NAND.","(C) OR, NOT, AND.","(D) NOR, NAND, XNOR.",A,-0.7772449254989624,-1.5233391523361206,-3.5310401916503906,-2.7810866832733154,A,True
"A single phase one pulse controlled circuit has a resistance R and counter emf E load 400 sin(314 t) as the source voltage. For a load counter emf of 200 V, the range of firing angle control is",(A) 30° to 150°.,(B) 30° to 180°.,(C) 60° to 120°.,(D) 60° to 180°.,A,-0.4236718416213989,-1.9217803478240967,-2.6717190742492676,-2.1716747283935547,A,True
A box which tells the effect of inputs on control sub system is known as,(A) Data Box.,(B) Logical box.,(C) Decision box.,(D) State box.,C,-1.6013072729110718,-1.351407766342163,-1.6010223627090454,-1.101234793663025,D,False
Two infinite parallel metal plates are charged with equal surface charge density of the same polarity. The electric field in the gap between the plates is,(A) same as that produced by one plate.,(B) double the field produced by one plate.,(C) dependent on coordinates of field points.,(D) zero.,D,-0.5152843594551086,-1.5154640674591064,-3.015284299850464,-2.015284299850464,A,False
The resistance in the circuit of the moving coil of a dynamometer wattmeter should be,(A) Low.,(B) Very low.,(C) High.,(D) Almost zero.,C,-0.8670921325683594,-1.3671296834945679,-1.6170921325683594,-2.1092190742492676,A,False
The following are the necessary requirements of an oscillator,(A) Amplitude stability,(B) Frequency stability,(C) Power stability,(D) Both A and B,D,-1.8593302965164185,-1.3593302965164185,-3.3592803478240967,-0.8593302965164185,D,True
The normal voltage used in directional heating is,(A) 1.5 KV.,(B) 15 KV.,(C) 33 KV.,(D) 66 KV.,A,-0.7538785934448242,-1.5077909231185913,-1.5077847242355347,-2.4999547004699707,A,True
LC oscillators are used for produce a waveform with frequency ranging from,(A) 1MHz to 500 MHz,(B) 100 KHz to 500 MHz,(C) 1 KHz to 1 MHz,(D) 1MHz to 100 GHz,A,-1.1326881647109985,-0.6366597414016724,-2.8904640674591064,-2.3904995918273926,B,False
A working diode must have,(A) High resistance when forward or reverse biased,"(B) Low resistance when forward biased, while high resistance when reverse bias","(C) High resistance when forward biased, while low resistance when reverse bias",(D) Low resistance when forward or reverse biased,B,-0.839783787727356,-1.5858910083770752,-2.3436226844787598,-1.3358391523361206,A,False
What is the name of the fluorescent material that gives red colour fluorescence?,(A) Zinc silicate.,(B) Calcium silicate.,(C) Zinc sulphide.,(D) Magnesium silicate.,D,-0.44909393787384033,-1.9452370405197144,-2.4530274868011475,-2.2029995918273926,A,False
How many bits are required to store one BCD digit ?,(A) 1,(B) 2,(C) 3,(D) 4,D,-2.140597105026245,-1.648409366607666,-2.140597105026245,-1.8984012603759766,B,False
Commutator in DC generator is used for,(A) collecting of current,(B) reduce losses,(C) increase efficiency,(D) convert AC armature current in to DC,D,-1.45285964012146,-1.95285964012146,-1.4526876211166382,-0.9526876211166382,D,True
1 F is theoretically equal to,(A) 1 ohm of resistance,(B) ratio of 1 V to 1 C,(C) ratio of 1 C to 1 V,(D) none of these,C,-1.2655489444732666,-1.2655788660049438,-1.5155657529830933,-1.7655657529830933,A,False
How many entries will be in the truth table of a 3 input NAND gate ?,(A) 3,(B) 6,(C) 8,(D) 9,C,-3.9530489444732666,-0.7030489444732666,-2.2030274868011475,-2.4529640674591064,B,False
In decimal number system what is MSD,(A) First digit from left to right,(B) First digit from right to left,(C) Middle digit,(D) Mean of all digits,A,-1.6247386932373047,-1.374841570854187,-0.8747965097427368,-2.1247386932373047,C,False
"In Digital Logic Designs, GAL is abbreviated as",(A) General Advance Logic,(B) General Array Logic,(C) Generic Advance Logic,(D) Generic Array Logic,D,-1.2577667236328125,-0.5117018222808838,-3.5155789852142334,-3.5155892372131348,B,False
Inintel 8085A microprocessor ALE signal is made high to,(A) Enable the data bus to be used as low order address bus,(B) To latch data D0-D7 from data bus,(C) To disable data bus,(D) To achieve all the functions listed above,A,-1.36676025390625,-1.116928219795227,-1.8666387796401978,-1.3666387796401978,B,False
For an SCR gate cathode characteristic is a straight line of 130. For triggered source volume of 15 V and allowable gate power dissipation of 0.5 W compute the gate source resistance?,(A) 111.9 ohm,(B) 11.19 ohm,(C) 108 ohm,(D) 115 ohm,A,-1.7811304330825806,-1.2811144590377808,-1.0311144590377808,-2.2810964584350586,C,False
The concept of V/f control of inverters driving induction motors resuls in,(A) constant torque operation,(B) speed reversal,(C) reduced magnetic loss,(D) hormonic elimination,A,-2.01535964012146,-1.7576881647109985,-0.7572552561759949,-1.5073784589767456,C,False
"The energy stored in the magnetic field in a solenoid 30 cm long and 3 cm diameter wound with 1000 turns of wire carrying a current at 10 amp, is",(A) 0.015 joule.,(B) 0.15 joule.,(C) 0.015 joule.,(D) 1.15 joule.,B,-1.1483111381530762,-1.3983608484268188,-2.1404640674591064,-1.8982752561569214,A,False
"While operating on variable frequency supplies, the AC motor requires variable voltage in order to",(A) protect the insulation.,(B) avoid effect of saturation.,(C) improve the capabilities of the inverter.,(D) protect thyristor from dV / dt.,B,-1.4061226844787598,-1.1561508178710938,-2.1560401916503906,-1.156040072441101,D,False
Which of the following windings are necessary in case of all dc machines?,(A) closed winding,(B) lap winding,(C) wave winding,(D) open type winding,A,-0.9959708452224731,-1.749876618385315,-1.9997965097427368,-1.249841570854187,A,True
Relaxation Voltage controlled oscillators are used to generate,(A) Sinusoidal wave,(B) Triangular wave,(C) Sawtooth wave,(D) Both B and C,D,-3.4217190742492676,-1.6639419794082642,-2.1716177463531494,-0.41589486598968506,D,True
The supply frequency usually employed for high frequency eddy current heating is,(A) 1 KHz.,(B) 5 KHz.,(C) 10 MHz.,(D) 10 KHz to 400 KHz.,D,-1.4217535257339478,-1.6717803478240967,-1.421718955039978,-1.171718955039978,D,True
In the toggle mode a JK flip-flop has,"(A) J = 0, K = 0.","(B) J = 1, K = 1.","(C) J = 0, K = 1.","(D) J = 1, K = 0.",B,-0.8319717645645142,-1.0859012603759766,-2.5780489444732666,-2.0780489444732666,A,False
Electric drive is becoming more and more popular because,(A) all of below.,(B) it provide smooth and easy control.,(C) it is cheaper in cost.,(D) it is simple and reliable.,A,-0.902216911315918,-1.1561226844787598,-4.1559038162231445,-1.656040072441101,A,True
A step up chopper has input voltage 110 V and output voltage 150 V. The value of duty cycle is,(A) 0.32.,(B) 0.67.,(C) 0.45.,(D) 0.27.,B,-0.8866597414016724,-1.6405891180038452,-1.8905657529830933,-1.6405657529830933,A,False
A Binary number system has how many digits.,(A) 0,(B) 1,(C) 2,(D) 10,C,-4.718740463256836,-0.9531031847000122,-1.9531117677688599,-3.4531033039093018,B,False
"Lowest critical frequency is due to pole and it may be present at the origin or nearer to the origin, then the type of network is",(A) LC.,(B) RL.,(C) RC.,(D) Any of the above.,C,-1.1480940580368042,-2.4060401916503906,-2.15567946434021,-0.9020753502845764,D,False
Advantages of open loop control system is/are,(A) simple and economical.,(B) accurate.,(C) reliable.,(D) all of the above.,A,-1.9763072729110718,-2.2185964584350586,-2.968332529067993,-0.47428232431411743,D,False
"The voltage induced in an inductor is represented as,",(A) product of its inductance and current through it.,(B) ratio of its inductance to current through it.,(C) ratio of current through it to its inductance.,(D) product of its inductance and rate of change of current through it.,D,-0.7108111381530762,-1.2108111381530762,-2.7185866832733154,-1.9607292413711548,A,False
"If a Hexadecimal number needs to convert to binary. For each hexadecimal digit, there will be how many bits",(A) 1,(B) 2,(C) 4,(D) 8,C,-2.234330415725708,-1.7343013286590576,-1.2343013286590576,-1.234317660331726,C,True
Induction heating takes place in,(A) conducting but non-magnetic materials.,(B) conducting materials which may be either magnetic or non-magentic materials.,(C) insulating materials.,(D) conducting and magnetic materials.,B,-1.0389419794082642,-0.5390055179595947,-4.281130313873291,-3.0310964584350586,B,True
In a lap winding dc machine number of conductors are 100 and number of parallel paths are 10. Find the average pitch,(A) 10,(B) 100,(C) 50,(D) 1,A,-1.4686897993087769,-1.21869695186615,-2.2187135219573975,-2.4686970710754395,B,False
Magnetic flux has the unit of,(A) Newton,(B) Ampere turn,(C) Weber,(D) Tesla,C,-0.683580756187439,-0.9335724115371704,-2.9374725818634033,-3.187483310699463,A,False
"In balanced bridge, if the positions of detector and source are interchanged, the bridge will still remain balanced. This can be explained from which theorem",(A) Reciprocity theorem,(B) Thevinin's theorem,(C) Norton's theorem,(D) Compensation theorem,A,-1.3671132326126099,-1.1171132326126099,-1.8670302629470825,-1.3670302629470825,B,False
