question,A,B,C,D,answer,predicted_answer,is_correct,eval_split_ratio,fold,raw_oa_logprob,raw_ob_logprob,raw_oc_logprob,raw_od_logprob,corrected_oa_logprob,corrected_ob_logprob,corrected_oc_logprob,corrected_od_logprob,calib_oa_mean,calib_ob_mean,calib_oc_mean,calib_od_mean,plain_predicted_answer,kfold_predicted_answer,plain_is_correct,kfold_is_correct
Why did Americans believe that they could found a different kind of empire after 1776?,(A) This would be an 'empire of liberty',(B) This empire would be multi-cultural,(C) This type of empire would be based on expansion,(D) This would be empire free of slavery,A,A,True,20.0,0,-0.0022531768772751093,-8.249704360961914,-8.999859809875488,-9.12476921081543,5.543861109203135,-2.988754952374923,-4.079857548120587,-4.934944517557112,-5.54611428608041,-5.260949408586991,-4.9200022617549015,-4.189824693258318,A,A,True,True
What has been an effective way of disbursing US foreign aid to encourage change in target states?,"(A) Conditional programs, such as the Millennium Challenge, that require change before receipt of aid",(B) the use of intergovernmental organizations to monitor aid disbursement,(C) withdrawal of aid for bad policies,"(D) None of the above, international aid never works",A,A,True,20.0,0,-0.001244068262167275,-10.12491512298584,-11.999934196472168,-12.87491512298584,5.544870217818243,-4.863965714398849,-7.0799319347172665,-8.685090429727522,-5.54611428608041,-5.260949408586991,-4.9200022617549015,-4.189824693258318,A,A,True,True
What is direct diplomacy?,(A) Members of Congress negotiating directly with foreign governments,(B) Face-to-face meetings between state leaders,(C) The president consulting Congress on foreign policy issues,(D) Bilateral talks that do not involve a third-party negotiator,A,A,True,20.0,0,-0.007133126258850098,-5.249975681304932,-7.499975681304932,-6.999972343444824,5.53898115982156,0.010973727282059365,-2.57997341955003,-2.810147650186506,-5.54611428608041,-5.260949408586991,-4.9200022617549015,-4.189824693258318,A,A,True,True
The government body formed to coordinate American foreign and military policy is known as,(A) the National Security Council.,(B) the Pentagon.,(C) the Defense Policy Institute.,(D) the Joint Chiefs of Staff.,A,A,True,20.0,0,-0.16495609283447266,-3.4216983318328857,-5.406053066253662,-2.1716983318328857,5.381158193245938,1.8392510767541053,-0.4860508044987606,2.0181263614254323,-5.54611428608041,-5.260949408586991,-4.9200022617549015,-4.189824693258318,A,A,True,True
What is the structure of the United Nations Security Council?,"(A) 5 permanent members with veto power, 10 rotating members with no veto power","(B) 5 permanent members and 10 rotating members, all with veto power","(C) 10 permanent members with veto power, and 5 rotating members without veto power",(D) 15 permanent members with veto power,A,A,True,20.0,0,-0.000796199485193938,-9.249859809875488,-9.3749418258667,-9.249841690063477,5.545318086595216,-3.9889104012884973,-4.454939564111798,-5.0600169968051585,-5.54611428608041,-5.260949408586991,-4.9200022617549015,-4.189824693258318,A,A,True,True
What caused a public uproar involving the National Security Agency in 2005?,(A) Revelations that the NSA was monitoring the communications of American citizens without obtaining warrants,"(B) A leaked memo that linked the events of September 11, 2001, with the Democratic National Committee","(C) Revelations that the NSA had tortured prisoners at Guantanamo, Cuba","(D) A scathing report condemning the George W. Bush administration for ""building a case for the war in Iraq on a quicksand foundation""",A,A,True,20.0,1,-0.000605702749453485,-10.249859809875488,-11.749934196472168,-11.124796867370605,5.992185499307137,-4.771348230600901,-6.666230566089507,-6.36073343868411,-5.9927912020565905,-5.4785115792745875,-5.083703630382661,-4.764063428686495,A,A,True,True
Why do some scholars claim that Reagan 'won the Cold War'?,(A) Reagan's first term military spending pressured the Soviet Union to keep up its international commitments,(B) Reagan encouraged engagement with the Soviet Union,(C) Reagan encouraged a softer approach towards communism,(D) Reagan reduced military spending and this allowed the Soviet Union space to reform,A,A,True,20.0,1,-0.06441771984100342,-4.187425136566162,-4.687469005584717,-3.312441825866699,5.928373482215587,1.2910864427084254,0.3962346247979438,1.4516216028197961,-5.9927912020565905,-5.4785115792745875,-5.083703630382661,-4.764063428686495,A,A,True,True
Why might American exceptionalism lead to opposition to world government?,(A) Its general anti-statism opposes centralized government,(B) It views world government as impractical,(C) It views the UN as a sufficient form of global governance,(D) None of the above,A,A,True,20.0,1,-0.0033490657806396484,-6.249964714050293,-8.49997615814209,-7.749969005584717,5.989442136275951,-0.7714531347757054,-3.4162725277594292,-2.9859055768982214,-5.9927912020565905,-5.4785115792745875,-5.083703630382661,-4.764063428686495,A,A,True,True
"Détente, or the relaxing of tensions coupled with firm guarantees of mutual security, represented a shift in American foreign policy toward the communist world ushered in by",(A) Richard Nixon.,(B) Eugene McCarthy,(C) Lyndon Johnson.,(D) Robert Kennedy.,A,A,True,20.0,1,-0.000970363849774003,-8.8749418258667,-10.124948501586914,-9.87491512298584,5.9918208382068165,-3.3964302465921117,-5.0412448712042535,-5.1108516942993445,-5.9927912020565905,-5.4785115792745875,-5.083703630382661,-4.764063428686495,A,A,True,True
What was the Marshall Plan?,(A) A plan that provided economic assistance to rebuild Europe.,(B) A plan to provide aid to Greece and Turkey in their stand against Soviet and Soviet-assisted threats,(C) A plan that provided Europe with military assistance to counter the Soviet threat,(D) The plan designed to stop communism in Asia,A,A,True,20.0,1,-0.0007622246630489826,-8.99991512298584,-10.624948501586914,-9.999934196472168,5.992028977393542,-3.5214035437112523,-5.5412448712042535,-5.235870767785673,-5.9927912020565905,-5.4785115792745875,-5.083703630382661,-4.764063428686495,A,A,True,True
