Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
1,1,social-interactions,1,antonym,1,Chao is making Yan's job easier.,Is Chao helping Yan?,Yes,20.0,0,-0.12888944149017334,-2.124983310699463,3.1348264739499427,-0.8502852456773933,-3.263715915440116,-1.2746980650220696,Yes,True,True,True
2,1,social-interactions,1,antonym,1,Chao is making Yan's job easier.,Is Chao hindering Yan?,No,20.0,0,-5.499983310699463,-0.00501859188079834,-2.236267395259347,1.2696794731412713,-3.263715915440116,-1.2746980650220696,No,True,False,True
3,1,social-interactions,1,antonym,2,Chao is making Yan's job harder.,Is Chao helping Yan?,No,20.0,0,-9.49998950958252,-0.0009652376174926758,-6.2362735941424035,1.273732827404577,-3.263715915440116,-1.2746980650220696,No,True,False,True
4,1,social-interactions,1,antonym,2,Chao is making Yan's job harder.,Is Chao hindering Yan?,Yes,20.0,0,-0.03169429302215576,-3.5312061309814453,3.2320216224179603,-2.256508065959376,-3.263715915440116,-1.2746980650220696,Yes,True,True,True
5,2,social-interactions,2,antonym,1,Chao is assisting Yan.,Is Chao helping Yan?,Yes,20.0,0,-0.01951420307159424,-4.031232833862305,3.244201712368522,-2.7565347688402353,-3.263715915440116,-1.2746980650220696,Yes,True,True,True
6,2,social-interactions,2,antonym,1,Chao is assisting Yan.,Is Chao hindering Yan?,No,20.0,0,-6.499972343444824,-0.00398099422454834,-3.236256428004708,1.2707170707975213,-3.263715915440116,-1.2746980650220696,No,True,False,True
7,2,social-interactions,2,antonym,2,Chao is obstructing Yan.,Is Chao helping Yan?,No,20.0,0,-10.99998950958252,-0.0007416009902954102,-7.7362735941424035,1.2739564640317742,-3.263715915440116,-1.2746980650220696,No,True,False,True
8,2,social-interactions,2,antonym,2,Chao is obstructing Yan.,Is Chao hindering Yan?,Yes,20.0,0,-0.05149710178375244,-3.046858549118042,3.2122188136563636,-1.7721604840959724,-3.263715915440116,-1.2746980650220696,Yes,True,True,True
9,3,social-interactions,3,antonym,1,Chao is removing obstacles in the path of Yan.,Is Chao helping Yan?,Yes,20.0,0,-0.030256271362304688,-3.5312328338623047,3.2334596440778114,-2.2565347688402353,-3.263715915440116,-1.2746980650220696,Yes,True,True,True
10,3,social-interactions,3,antonym,1,Chao is removing obstacles in the path of Yan.,Is Chao hindering Yan?,No,20.0,0,-1.7031147480010986,-0.20311474800109863,1.5606011674390174,1.071583317020971,-3.263715915440116,-1.2746980650220696,No,True,True,False
11,3,social-interactions,3,antonym,2,Chao is introducing obstacles in the path of Yan.,Is Chao helping Yan?,No,20.0,0,-10.499983787536621,-0.0004235506057739258,-7.236267872096505,1.2742745144162957,-3.263715915440116,-1.2746980650220696,No,True,False,True
12,3,social-interactions,3,antonym,2,Chao is introducing obstacles in the path of Yan.,Is Chao hindering Yan?,Yes,20.0,0,-0.008621216751635075,-4.999925136566162,3.255094698688481,-3.7252270715440927,-3.263715915440116,-1.2746980650220696,Yes,True,True,True
13,4,social-interactions,4,antonym,1,Chao and Yan are working with each other.,Is Chao cooperating with Yan?,Yes,20.0,0,-0.12887859344482422,-2.124983310699463,3.134837321995292,-0.8502852456773933,-3.263715915440116,-1.2746980650220696,Yes,True,True,True
14,4,social-interactions,4,antonym,1,Chao and Yan are working with each other.,Is Chao competing with Yan?,No,20.0,0,-6.999954700469971,-0.0031112434808164835,-3.7362387850298546,1.2715868215412531,-3.263715915440116,-1.2746980650220696,No,True,False,True
15,4,social-interactions,4,antonym,2,Chao and Yan are working against each other.,Is Chao cooperating with Yan?,No,20.0,0,-8.499972343444824,-0.011884927749633789,-5.236256428004708,1.2628131372724358,-3.263715915440116,-1.2746980650220696,No,True,False,True
16,4,social-interactions,4,antonym,2,Chao and Yan are working against each other.,Is Chao competing with Yan?,Yes,20.0,0,-0.05070722475647926,-3.0468013286590576,3.213008690683637,-1.772103263636988,-3.263715915440116,-1.2746980650220696,Yes,True,True,True
17,5,social-interactions,5,antonym,1,Chao and Yan are helping each other.,Is Chao cooperating with Yan?,Yes,20.0,0,-0.07954370975494385,-2.578097105026245,3.1841722056851722,-1.3033990400041755,-3.263715915440116,-1.2746980650220696,Yes,True,True,True
18,5,social-interactions,5,antonym,1,Chao and Yan are helping each other.,Is Chao competing with Yan?,No,20.0,0,-7.999925136566162,-0.001315236440859735,-4.736209221126046,1.2733828285812099,-3.263715915440116,-1.2746980650220696,No,True,False,True
19,5,social-interactions,5,antonym,2,Chao and Yan are hindering each other.,Is Chao cooperating with Yan?,No,20.0,0,-6.499983310699463,-0.004475951194763184,-3.236267395259347,1.2702221138273064,-3.263715915440116,-1.2746980650220696,No,True,False,True
20,5,social-interactions,5,antonym,2,Chao and Yan are hindering each other.,Is Chao competing with Yan?,Yes,20.0,0,-0.22358858585357666,-1.7265355587005615,3.0401273295865394,-0.4518374936784919,-3.263715915440116,-1.2746980650220696,Yes,True,True,True
21,6,social-interactions,6,antonym,1,Chao will be happy if Yan succeeds.,Is Chao cooperating with Yan?,Yes,20.0,0,-1.0077956914901733,-0.5077956914901733,2.2559202239499427,0.7669023735318963,-3.263715915440116,-1.2746980650220696,No,False,True,True
22,6,social-interactions,6,antonym,1,Chao will be happy if Yan succeeds.,Is Chao competing with Yan?,No,20.0,0,-5.499925136566162,-0.010269046761095524,-2.236209221126046,1.264429018260974,-3.263715915440116,-1.2746980650220696,No,True,False,True
23,6,social-interactions,6,antonym,2,Chao will be happy if Yan fails.,Is Chao cooperating with Yan?,No,20.0,0,-4.031232833862305,-0.01914799213409424,-0.7675169184221886,1.2555500728879754,-3.263715915440116,-1.2746980650220696,No,True,False,True
24,6,social-interactions,6,antonym,2,Chao will be happy if Yan fails.,Is Chao competing with Yan?,Yes,20.0,0,-1.3202956914901733,-0.31638944149017334,1.9434202239499427,0.9583086235318963,-3.263715915440116,-1.2746980650220696,No,False,True,True
25,7,social-interactions,7,antonym,1,Chao is avoiding Yan.,Is Chao evading Yan?,Yes,20.0,0,-0.20700311660766602,-1.7108910083770752,3.05671279883245,-0.4361929433550056,-3.263715915440116,-1.2746980650220696,Yes,True,True,True
26,7,social-interactions,7,antonym,1,Chao is avoiding Yan.,Is Chao chasing Yan?,No,20.0,0,-6.999983310699463,-0.0022786855697631836,-3.736267395259347,1.2724193794523064,-3.263715915440116,-1.2746980650220696,No,True,False,True
27,7,social-interactions,7,antonym,2,Chao is following Yan.,Is Chao evading Yan?,No,20.0,0,-3.0624899864196777,-0.058095335960388184,0.20122592902043834,1.2166027290616814,-3.263715915440116,-1.2746980650220696,No,True,False,True
28,7,social-interactions,7,antonym,2,Chao is following Yan.,Is Chao chasing Yan?,Yes,20.0,0,-3.1093480587005615,-0.10252273082733154,0.15436785673955455,1.172175334194738,-3.263715915440116,-1.2746980650220696,No,False,False,False
29,8,social-interactions,8,antonym,1,Chao will be unsuccessful if Chao and Yan run into each other.,Is Chao evading Yan?,Yes,20.0,1,-0.546858549118042,-1.046847939491272,3.1623891318589448,0.23759118440269966,-3.7092476809769868,-1.2844391238939716,Yes,True,True,True
30,8,social-interactions,8,antonym,1,Chao will be unsuccessful if Chao and Yan run into each other.,Is Chao chasing Yan?,No,20.0,1,-1.8827768564224243,-0.38669705390930176,1.8264708245545624,0.8977420699846699,-3.7092476809769868,-1.2844391238939716,No,True,True,False
31,8,social-interactions,8,antonym,2,Chao will be successful if Chao and Yan run into each other.,Is Chao evading Yan?,No,20.0,1,-1.437483310699463,-0.4374833106994629,2.271764370277524,0.8469558131945087,-3.7092476809769868,-1.2844391238939716,No,True,True,False
32,8,social-interactions,8,antonym,2,Chao will be successful if Chao and Yan run into each other.,Is Chao chasing Yan?,Yes,20.0,1,-3.203108072280884,-0.21092045307159424,0.506139608696103,1.0735186708223774,-3.7092476809769868,-1.2844391238939716,No,False,False,False
33,9,social-interactions,9,antonym,1,Chao is hiding from Yan.,Is Chao evading Yan?,Yes,20.0,1,-0.13569629192352295,-2.1405789852142334,3.573551389053464,-0.8561398613202618,-3.7092476809769868,-1.2844391238939716,Yes,True,True,True
34,9,social-interactions,9,antonym,1,Chao is hiding from Yan.,Is Chao seeking Yan?,No,20.0,1,-3.531177520751953,-0.03166568651795387,0.17807016022503364,1.2527734373760178,-3.7092476809769868,-1.2844391238939716,No,True,False,True
